SOLADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLBNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLBTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLDAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLDOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLLINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLLTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLSOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLTRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,SOLXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1675224000000,,,,,,1675238399999,,,,,1675224000000,,,,,,1675238399999,,,,,1675224000000,0.0764000000,0.0772000000,0.0761000000,0.0766000000,3191.0300000000,1675238399999,244.3088090000,566,2227.9500000000,170.5865220000,1675224000000,0.0010319000,0.0010362000,0.0010172000,0.0010206000,52092.8100000000,1675238399999,53.4495800800,4377,25631.0000000000,26.2997762100,1675224000000,,,,,,1675238399999,,,,,1675224000000,,,,,,1675238399999,,,,,1675224000000,0.0150800000,0.0151400000,0.0148900000,0.0149700000,6919.9950000000,1675238399999,104.2871758200,347,5128.9740000000,77.3515507000,1675224000000,,,,,,1675238399999,,,,,1675224000000,,,,,,1675238399999,,,,,1675224000000,,,,,,1675238399999,,,,,1675224000000,1,1,1,1,,1675238399999,,,,,1675224000000,,,,,,1675238399999,,,,,1675224000000,23.8700000000,24.0100000000,23.4200000000,23.5600000000,500449.0100000000,1675238399999,11848511.9266999997,18282,215005.5100000000,5092974.5250000004,1675224000000,,,,,,1675238399999,,,,,1675224000000,,,,,,1675238399999,,,,
1675238400000,,,,,,1675252799999,,,,,1675238400000,,,,,,1675252799999,,,,,1675238400000,0.0765000000,0.0766000000,0.0758000000,0.0764000000,2792.0700000000,1675252799999,212.9281690000,781,1266.6500000000,96.6621590000,1675238400000,0.0010205000,0.0010251000,0.0010096000,0.0010200000,62436.8700000000,1675252799999,63.5490716400,5298,29726.0000000000,30.2654754800,1675238400000,,,,,,1675252799999,,,,,1675238400000,,,,,,1675252799999,,,,,1675238400000,0.0149600000,0.0149700000,0.0148000000,0.0148900000,3720.8120000000,1675252799999,55.3984647500,484,1592.8370000000,23.7426683100,1675238400000,,,,,,1675252799999,,,,,1675238400000,,,,,,1675252799999,,,,,1675238400000,,,,,,1675252799999,,,,,1675238400000,1,1,1,1,,1675252799999,,,,,1675238400000,,,,,,1675252799999,,,,,1675238400000,23.5600000000,23.6300000000,23.1500000000,23.5400000000,733156.2600000000,1675252799999,17175621.5742999986,23669,374195.7400000000,8771407.4814999998,1675238400000,,,,,,1675252799999,,,,,1675238400000,,,,,,1675252799999,,,,
1675252800000,,,,,,1675267199999,,,,,1675252800000,,,,,,1675267199999,,,,,1675252800000,0.0764000000,0.0764000000,0.0740000000,0.0743000000,5945.0100000000,1675267199999,447.9615690000,1139,2685.5600000000,202.4545210000,1675252800000,0.0010196000,0.0010227000,0.0009837000,0.0009926000,91539.7000000000,1675267199999,92.3836867300,8025,41114.0500000000,41.5562446800,1675252800000,,,,,,1675267199999,,,,,1675252800000,,,,,,1675267199999,,,,,1675252800000,0.0148700000,0.0149200000,0.0144200000,0.0144800000,7185.0400000000,1675267199999,105.4081606100,819,3114.5740000000,45.7911634500,1675252800000,,,,,,1675267199999,,,,,1675252800000,,,,,,1675267199999,,,,,1675252800000,,,,,,1675267199999,,,,,1675252800000,1,1,1,1,,1675267199999,,,,,1675252800000,,,,,,1675267199999,,,,,1675252800000,23.5300000000,23.6700000000,22.7000000000,22.8100000000,1163238.4099999999,1675267199999,27062935.8370999992,36933,565092.4000000000,13163509.3396000005,1675252800000,,,,,,1675267199999,,,,,1675252800000,,,,,,1675267199999,,,,
1675267200000,,,,,,1675281599999,,,,,1675267200000,,,,,,1675281599999,,,,,1675267200000,0.0743000000,0.0776000000,0.0734000000,0.0771000000,14435.4300000000,1675281599999,1085.5314210000,3348,7896.8000000000,594.3069240000,1675267200000,0.0009926000,0.0010418000,0.0009808000,0.0010365000,131733.1800000000,1675281599999,132.8567695200,12753,70231.3000000000,70.8879086100,1675267200000,,,,,,1675281599999,,,,,1675267200000,,,,,,1675281599999,,,,,1675267200000,0.0144800000,0.0150400000,0.0143600000,0.0149800000,10233.4740000000,1675281599999,150.3293078600,1259,5563.1730000000,81.8374903800,1675267200000,,,,,,1675281599999,,,,,1675267200000,,,,,,1675281599999,,,,,1675267200000,,,,,,1675281599999,,,,,1675267200000,1,1,1,1,,1675281599999,,,,,1675267200000,,,,,,1675281599999,,,,,1675267200000,22.8100000000,24.4700000000,22.4800000000,24.2400000000,2475344.1499999999,1675281599999,57918990.1943000033,93592,1229986.9600000000,28807134.9299999997,1675267200000,,,,,,1675281599999,,,,,1675267200000,,,,,,1675281599999,,,,
1675281600000,,,,,,1675295999999,,,,,1675281600000,,,,,,1675295999999,,,,,1675281600000,0.0772000000,0.0792000000,0.0768000000,0.0788000000,10303.9900000000,1675295999999,804.0126660000,2863,5511.2100000000,430.4097720000,1675281600000,0.0010366000,0.0010612000,0.0010338000,0.0010536000,112122.6000000000,1675295999999,117.4963809900,11291,56137.6700000000,58.8296195000,1675281600000,,,,,,1675295999999,,,,,1675281600000,,,,,,1675295999999,,,,,1675281600000,0.0149900000,0.0153100000,0.0149200000,0.0152400000,9995.2260000000,1675295999999,151.2840797700,1151,4507.9070000000,68.0925878400,1675281600000,,,,,,1675295999999,,,,,1675281600000,,,,,,1675295999999,,,,,1675281600000,,,,,,1675295999999,,,,,1675281600000,1,1,1,1,,1675295999999,,,,,1675281600000,,,,,,1675295999999,,,,,1675281600000,24.2400000000,25.2200000000,24.1100000000,25.0000000000,2063561.7300000000,1675295999999,51052201.0702999979,77071,1080162.1000000001,26718668.7204999998,1675281600000,,,,,,1675295999999,,,,,1675281600000,,,,,,1675295999999,,,,
1675296000000,,,,,,1675310399999,,,,,1675296000000,,,,,,1675310399999,,,,,1675296000000,0.0789000000,0.0800000000,0.0772000000,0.0772000000,6782.4900000000,1675310399999,536.1600200000,1788,3205.9600000000,254.0371780000,1675296000000,0.0010536000,0.0010672000,0.0010516000,0.0010602000,118304.0100000000,1675310399999,125.2810166600,8754,59372.0100000000,62.8784451300,1675296000000,,,,,,1675310399999,,,,,1675296000000,,,,,,1675310399999,,,,,1675296000000,0.0152300000,0.0153100000,0.0149100000,0.0151300000,7762.6280000000,1675310399999,117.5124125200,829,2974.6620000000,45.1082908400,1675296000000,,,,,,1675310399999,,,,,1675296000000,,,,,,1675310399999,,,,,1675296000000,,,,,,1675310399999,,,,,1675296000000,1,1,1,1,,1675310399999,,,,,1675296000000,,,,,,1675310399999,,,,,1675296000000,25.0000000000,25.7800000000,24.9500000000,25.2800000000,1405689.2900000000,1675310399999,35689763.1814000010,49387,748596.4300000001,19015283.4534000009,1675296000000,,,,,,1675310399999,,,,,1675296000000,,,,,,1675310399999,,,,
1675310400000,,,,,,1675324799999,,,,,1675310400000,,,,,,1675324799999,,,,,1675310400000,0.0772000000,0.0776000000,0.0748000000,0.0757000000,6057.4400000000,1675324799999,459.9009400000,1266,3287.2900000000,249.1600100000,1675310400000,0.0010603000,0.0010638000,0.0010428000,0.0010456000,68678.6300000000,1675324799999,72.2219850400,5423,32413.2000000000,34.0857866700,1675310400000,,,,,,1675324799999,,,,,1675310400000,,,,,,1675324799999,,,,,1675310400000,0.0151500000,0.0151800000,0.0148900000,0.0149500000,5422.2960000000,1675324799999,81.6692022100,408,4270.8220000000,64.3399550300,1675310400000,,,,,,1675324799999,,,,,1675310400000,,,,,,1675324799999,,,,,1675310400000,,,,,,1675324799999,,,,,1675310400000,1,1,1,1,,1675324799999,,,,,1675310400000,,,,,,1675324799999,,,,,1675310400000,25.2800000000,25.4200000000,24.7200000000,24.8700000000,749433.8100000001,1675324799999,18764270.4609000012,25501,382120.0500000000,9560770.6863000002,1675310400000,,,,,,1675324799999,,,,,1675310400000,,,,,,1675324799999,,,,
1675324800000,,,,,,1675339199999,,,,,1675324800000,,,,,,1675339199999,,,,,1675324800000,0.0757000000,0.0760000000,0.0752000000,0.0757000000,1930.4500000000,1675339199999,145.9710980000,466,1134.0500000000,85.7363830000,1675324800000,0.0010455000,0.0010522000,0.0010444000,0.0010496000,58283.5600000000,1675339199999,61.0948494900,3855,27738.9500000000,29.0771570000,1675324800000,,,,,,1675339199999,,,,,1675324800000,,,,,,1675339199999,,,,,1675324800000,0.0149300000,0.0150000000,0.0148800000,0.0149500000,4620.1360000000,1675339199999,69.0901640400,384,2437.7350000000,36.4726208300,1675324800000,,,,,,1675339199999,,,,,1675324800000,,,,,,1675339199999,,,,,1675324800000,,,,,,1675339199999,,,,,1675324800000,1,1,1,1,,1675339199999,,,,,1675324800000,,,,,,1675339199999,,,,,1675324800000,24.8600000000,25.0800000000,24.8000000000,25.0000000000,458445.5500000000,1675339199999,11439277.9144000001,15350,243785.7200000000,6085079.2884000000,1675324800000,,,,,,1675339199999,,,,,1675324800000,,,,,,1675339199999,,,,
1675339200000,,,,,,1675353599999,,,,,1675339200000,,,,,,1675353599999,,,,,1675339200000,0.0758000000,0.0767000000,0.0754000000,0.0762000000,5901.3300000000,1675353599999,448.4667760000,1335,3221.7700000000,245.1062210000,1675339200000,0.0010495000,0.0010555000,0.0010430000,0.0010489000,114879.6700000000,1675353599999,120.6738932700,8169,56597.9900000000,59.4621980000,1675339200000,,,,,,1675353599999,,,,,1675339200000,,,,,,1675353599999,,,,,1675339200000,0.0149500000,0.0150200000,0.0148700000,0.0149100000,5914.8550000000,1675353599999,88.3703285600,635,3612.3850000000,53.9956748900,1675339200000,,,,,,1675353599999,,,,,1675339200000,,,,,,1675353599999,,,,,1675339200000,,,,,,1675353599999,,,,,1675339200000,1,1,1,1,,1675353599999,,,,,1675339200000,,,,,,1675353599999,,,,,1675339200000,25.0000000000,25.2700000000,24.5900000000,25.0200000000,1479606.6599999999,1675353599999,36940366.4840999991,40518,717853.5100000000,17928230.0005000010,1675339200000,,,,,,1675353599999,,,,,1675339200000,,,,,,1675353599999,,,,
1675353600000,,,,,,1675367999999,,,,,1675353600000,,,,,,1675367999999,,,,,1675353600000,0.0762000000,0.0788000000,0.0759000000,0.0764000000,9862.6900000000,1675367999999,761.3948840000,2317,4821.0300000000,372.2988420000,1675353600000,0.0010489000,0.0010840000,0.0010476000,0.0010532000,165159.2500000000,1675367999999,175.8526153200,13086,79787.9600000000,84.9291007700,1675353600000,,,,,,1675367999999,,,,,1675353600000,,,,,,1675367999999,,,,,1675353600000,0.0149000000,0.0152800000,0.0148900000,0.0149900000,9978.7970000000,1675367999999,150.8344952000,1314,5381.5980000000,81.3217914300,1675353600000,,,,,,1675367999999,,,,,1675353600000,,,,,,1675367999999,,,,,1675353600000,,,,,,1675367999999,,,,,1675353600000,1,1,1,1,,1675367999999,,,,,1675353600000,,,,,,1675367999999,,,,,1675353600000,25.0000000000,26.1500000000,24.8600000000,25.0700000000,2029491.9600000000,1675367999999,51713023.7738000005,71030,1064588.1899999999,27113116.7261000015,1675353600000,,,,,,1675367999999,,,,,1675353600000,,,,,,1675367999999,,,,
1675368000000,,,,,,1675382399999,,,,,1675368000000,,,,,,1675382399999,,,,,1675368000000,0.0764000000,0.0764000000,0.0747000000,0.0751000000,7409.3000000000,1675382399999,559.4501260000,1604,3266.1400000000,246.9609880000,1675368000000,0.0010529000,0.0010560000,0.0010284000,0.0010351000,102556.1200000000,1675382399999,107.0003821500,8066,50095.0400000000,52.2761456100,1675368000000,,,,,,1675382399999,,,,,1675368000000,,,,,,1675382399999,,,,,1675368000000,0.0149800000,0.0150000000,0.0147400000,0.0148000000,2942.4820000000,1675382399999,43.6841177100,485,1319.2270000000,19.6111681700,1675368000000,,,,,,1675382399999,,,,,1675368000000,,,,,,1675382399999,,,,,1675368000000,,,,,,1675382399999,,,,,1675368000000,1,1,1,1,,1675382399999,,,,,1675368000000,,,,,,1675382399999,,,,,1675368000000,25.0700000000,25.2600000000,24.0500000000,24.3200000000,1123923.3100000001,1675382399999,27749320.7938000001,45516,511072.2600000000,12625084.0371000003,1675368000000,,,,,,1675382399999,,,,,1675368000000,,,,,,1675382399999,,,,
1675382400000,,,,,,1675396799999,,,,,1675382400000,,,,,,1675396799999,,,,,1675382400000,0.0752000000,0.0758000000,0.0741000000,0.0757000000,4571.2000000000,1675396799999,343.1434280000,864,2301.8300000000,172.9114600000,1675382400000,0.0010351000,0.0010387000,0.0010249000,0.0010339000,61760.5900000000,1675396799999,63.7388920800,4399,31213.1000000000,32.2212679900,1675382400000,,,,,,1675396799999,,,,,1675382400000,,,,,,1675396799999,,,,,1675382400000,0.0148000000,0.0148400000,0.0147200000,0.0148200000,2781.3960000000,1675396799999,41.0941118600,278,1384.2960000000,20.4635294600,1675382400000,,,,,,1675396799999,,,,,1675382400000,,,,,,1675396799999,,,,,1675382400000,,,,,,1675396799999,,,,,1675382400000,1,1,1,1,,1675396799999,,,,,1675382400000,,,,,,1675396799999,,,,,1675382400000,24.3200000000,24.4900000000,24.0100000000,24.3400000000,685274.5600000001,1675396799999,16627676.3816000000,22890,336427.9200000000,8167511.7174000004,1675382400000,,,,,,1675396799999,,,,,1675382400000,,,,,,1675396799999,,,,
1675396800000,,,,,,1675411199999,,,,,1675396800000,,,,,,1675411199999,,,,,1675396800000,0.0756000000,0.0757000000,0.0752000000,0.0754000000,2782.4500000000,1675411199999,210.1843670000,499,1385.2100000000,104.6781800000,1675396800000,0.0010340000,0.0010421000,0.0010324000,0.0010369000,47370.6700000000,1675411199999,49.1403994600,3573,23882.3500000000,24.7745411300,1675396800000,,,,,,1675411199999,,,,,1675396800000,,,,,,1675411199999,,,,,1675396800000,0.0148200000,0.0149100000,0.0148100000,0.0148700000,18626.4580000000,1675411199999,277.1310402100,479,17899.5920000000,266.3335637100,1675396800000,,,,,,1675411199999,,,,,1675396800000,,,,,,1675411199999,,,,,1675396800000,,,,,,1675411199999,,,,,1675396800000,1,1,1,1,,1675411199999,,,,,1675396800000,,,,,,1675411199999,,,,,1675396800000,24.3400000000,24.5400000000,24.2400000000,24.3200000000,416501.5700000000,1675411199999,10162780.6779999994,13801,195099.6000000000,4760490.8926999997,1675396800000,,,,,,1675411199999,,,,,1675396800000,,,,,,1675411199999,,,,
1675411200000,,,,,,1675425599999,,,,,1675411200000,,,,,,1675425599999,,,,,1675411200000,0.0755000000,0.0755000000,0.0744000000,0.0745000000,3736.4700000000,1675425599999,280.2680940000,726,1613.3700000000,121.1276830000,1675411200000,0.0010371000,0.0010431000,0.0010294000,0.0010408000,59029.9100000000,1675425599999,61.2820762800,3971,33097.6400000000,34.3662147000,1675411200000,,,,,,1675425599999,,,,,1675411200000,,,,,,1675425599999,,,,,1675411200000,0.0148200000,0.0148700000,0.0147600000,0.0148500000,3270.7460000000,1675425599999,48.5030504300,259,2258.5000000000,33.5029014800,1675411200000,,,,,,1675425599999,,,,,1675411200000,,,,,,1675425599999,,,,,1675411200000,,,,,,1675425599999,,,,,1675411200000,1,1,1,1,,1675425599999,,,,,1675411200000,,,,,,1675425599999,,,,,1675411200000,24.3200000000,24.5300000000,24.1000000000,24.4900000000,454977.5600000000,1675425599999,11063352.9493000004,15262,203312.2800000000,4946436.2248000000,1675411200000,,,,,,1675425599999,,,,,1675411200000,,,,,,1675425599999,,,,
1675425600000,,,,,,1675439999999,,,,,1675425600000,,,,,,1675439999999,,,,,1675425600000,0.0744000000,0.0754000000,0.0731000000,0.0750000000,15194.0800000000,1675439999999,1124.5636310000,2043,7465.4400000000,553.0814470000,1675425600000,0.0010408000,0.0010605000,0.0010333000,0.0010530000,120089.8200000000,1675439999999,125.8407302700,9012,59710.7300000000,62.5721350800,1675425600000,,,,,,1675439999999,,,,,1675425600000,,,,,,1675439999999,,,,,1675425600000,0.0148800000,0.0151900000,0.0147600000,0.0149400000,5391.0130000000,1675439999999,80.6324656000,685,3730.4480000000,55.9244651900,1675425600000,,,,,,1675439999999,,,,,1675425600000,,,,,,1675439999999,,,,,1675425600000,,,,,,1675439999999,,,,,1675425600000,1,1,1,1,,1675439999999,,,,,1675425600000,,,,,,1675439999999,,,,,1675425600000,24.4900000000,25.0700000000,24.0500000000,24.8600000000,1916364.4700000000,1675439999999,47104754.5817999989,55329,966136.7100000000,23754124.0240999982,1675425600000,,,,,,1675439999999,,,,,1675425600000,,,,,,1675439999999,,,,
1675440000000,,,,,,1675454399999,,,,,1675440000000,,,,,,1675454399999,,,,,1675440000000,0.0751000000,0.0754000000,0.0738000000,0.0739000000,3727.8200000000,1675454399999,277.9216100000,562,1932.4100000000,144.1467110000,1675440000000,0.0010532000,0.0010586000,0.0010448000,0.0010460000,87919.3300000000,1675454399999,92.4622849500,5934,43948.7700000000,46.2268520200,1675440000000,,,,,,1675454399999,,,,,1675440000000,,,,,,1675454399999,,,,,1675440000000,0.0149400000,0.0150100000,0.0147500000,0.0147600000,3942.6140000000,1675454399999,58.7789582600,446,2345.4460000000,35.0057123200,1675440000000,,,,,,1675454399999,,,,,1675440000000,,,,,,1675454399999,,,,,1675440000000,,,,,,1675454399999,,,,,1675440000000,1,1,1,1,,1675454399999,,,,,1675440000000,,,,,,1675454399999,,,,,1675440000000,24.8600000000,25.0500000000,24.3500000000,24.3800000000,729706.5800000000,1675454399999,18070572.5542000011,27637,360049.0900000000,8921147.3924000002,1675440000000,,,,,,1675454399999,,,,,1675440000000,,,,,,1675454399999,,,,
1675454400000,,,,,,1675468799999,,,,,1675454400000,,,,,,1675468799999,,,,,1675454400000,0.0738000000,0.0749000000,0.0737000000,0.0743000000,3748.8400000000,1675468799999,278.6588290000,814,2085.4700000000,154.9479760000,1675454400000,0.0010462000,0.0010580000,0.0010432000,0.0010535000,47431.6400000000,1675468799999,49.8279698100,3616,24057.4800000000,25.2773252500,1675454400000,,,,,,1675468799999,,,,,1675454400000,,,,,,1675468799999,,,,,1675454400000,0.0147600000,0.0148600000,0.0147400000,0.0148200000,2129.1540000000,1675468799999,31.5293415000,221,1416.9260000000,20.9947491400,1675454400000,,,,,,1675468799999,,,,,1675454400000,,,,,,1675468799999,,,,,1675454400000,,,,,,1675468799999,,,,,1675454400000,1,1,1,1,,1675468799999,,,,,1675454400000,,,,,,1675468799999,,,,,1675454400000,24.3800000000,24.8100000000,24.2500000000,24.6900000000,556449.5699999999,1675468799999,13657279.9585999995,19795,283253.5900000000,6953737.6756999996,1675454400000,,,,,,1675468799999,,,,,1675454400000,,,,,,1675468799999,,,,
1675468800000,,,,,,1675483199999,,,,,1675468800000,,,,,,1675483199999,,,,,1675468800000,0.0742000000,0.0744000000,0.0738000000,0.0742000000,1477.2400000000,1675483199999,109.4975760000,407,793.3700000000,58.8106550000,1675468800000,0.0010535000,0.0010582000,0.0010459000,0.0010477000,33002.6900000000,1675483199999,34.6953931700,2730,16623.4000000000,17.4785247000,1675468800000,,,,,,1675483199999,,,,,1675468800000,,,,,,1675483199999,,,,,1675468800000,0.0148100000,0.0148900000,0.0147700000,0.0147900000,2819.2970000000,1675483199999,41.8050814600,235,1087.8520000000,16.1056607600,1675468800000,,,,,,1675483199999,,,,,1675468800000,,,,,,1675483199999,,,,,1675468800000,,,,,,1675483199999,,,,,1675468800000,1,1,1,1,,1675483199999,,,,,1675468800000,,,,,,1675483199999,,,,,1675468800000,24.6900000000,24.8200000000,24.4200000000,24.4600000000,314849.2100000000,1675483199999,7743655.6832999997,14014,150654.3400000000,3705658.8870999999,1675468800000,,,,,,1675483199999,,,,,1675468800000,,,,,,1675483199999,,,,
1675483200000,,,,,,1675497599999,,,,,1675483200000,,,,,,1675497599999,,,,,1675483200000,0.0743000000,0.0747000000,0.0741000000,0.0746000000,1513.7900000000,1675497599999,112.6147460000,316,710.6300000000,52.8968510000,1675483200000,0.0010476000,0.0010507000,0.0010445000,0.0010502000,25560.3500000000,1675497599999,26.7800394100,2045,12590.6600000000,13.1933911200,1675483200000,,,,,,1675497599999,,,,,1675483200000,,,,,,1675497599999,,,,,1675483200000,0.0147900000,0.0148200000,0.0147600000,0.0147800000,942.6400000000,1675497599999,13.9458285200,137,493.8650000000,7.3098933600,1675483200000,,,,,,1675497599999,,,,,1675483200000,,,,,,1675497599999,,,,,1675483200000,,,,,,1675497599999,,,,,1675483200000,1,1,1,1,,1675497599999,,,,,1675483200000,,,,,,1675497599999,,,,,1675483200000,24.4600000000,24.5300000000,24.2900000000,24.5000000000,219786.5600000000,1675497599999,5370292.5236000000,9090,100827.0900000000,2463683.3846000000,1675483200000,,,,,,1675497599999,,,,,1675483200000,,,,,,1675497599999,,,,
1675497600000,,,,,,1675511999999,,,,,1675497600000,,,,,,1675511999999,,,,,1675497600000,0.0745000000,0.0748000000,0.0743000000,0.0748000000,1805.7400000000,1675511999999,134.5960230000,435,943.4700000000,70.3656330000,1675497600000,0.0010504000,0.0010530000,0.0010477000,0.0010525000,25284.6000000000,1675511999999,26.5653086000,2101,11425.4200000000,12.0038516700,1675497600000,,,,,,1675511999999,,,,,1675497600000,,,,,,1675511999999,,,,,1675497600000,0.0147700000,0.0148100000,0.0147500000,0.0148100000,1969.6970000000,1675511999999,29.1301081200,217,1093.4390000000,16.1777793500,1675497600000,,,,,,1675511999999,,,,,1675497600000,,,,,,1675511999999,,,,,1675497600000,,,,,,1675511999999,,,,,1675497600000,1,1,1,1,,1675511999999,,,,,1675497600000,,,,,,1675511999999,,,,,1675497600000,24.5100000000,24.6000000000,24.4100000000,24.5800000000,190565.9200000000,1675511999999,4673840.2461000001,7571,93024.0200000000,2281716.0474999999,1675497600000,,,,,,1675511999999,,,,,1675497600000,,,,,,1675511999999,,,,
1675512000000,,,,,,1675526399999,,,,,1675512000000,,,,,,1675526399999,,,,,1675512000000,0.0747000000,0.0751000000,0.0744000000,0.0746000000,1959.7900000000,1675526399999,146.5186690000,525,1029.1800000000,76.9860850000,1675512000000,0.0010523000,0.0010578000,0.0010510000,0.0010550000,52976.7100000000,1675526399999,55.8926369200,3871,25785.9500000000,27.2064088000,1675512000000,,,,,,1675526399999,,,,,1675512000000,,,,,,1675526399999,,,,,1675512000000,0.0148000000,0.0148300000,0.0146800000,0.0147000000,3616.4670000000,1675526399999,53.3441435300,405,2095.8590000000,30.9266520500,1675512000000,,,,,,1675526399999,,,,,1675512000000,,,,,,1675526399999,,,,,1675512000000,,,,,,1675526399999,,,,,1675512000000,1,1,1,1,,1675526399999,,,,,1675512000000,,,,,,1675526399999,,,,,1675512000000,24.5900000000,24.9500000000,24.5400000000,24.7100000000,379017.5200000000,1675526399999,9382907.1850000005,16963,188011.0200000000,4656666.9271000000,1675512000000,,,,,,1675526399999,,,,,1675512000000,,,,,,1675526399999,,,,
1675526400000,,,,,,1675540799999,,,,,1675526400000,,,,,,1675540799999,,,,,1675526400000,0.0747000000,0.0748000000,0.0741000000,0.0746000000,1919.2500000000,1675540799999,142.8647430000,513,903.8400000000,67.3165010000,1675526400000,0.0010550000,0.0010564000,0.0010480000,0.0010529000,44552.7800000000,1675540799999,46.8579388900,3515,22477.8500000000,23.6408373900,1675526400000,,,,,,1675540799999,,,,,1675526400000,,,,,,1675540799999,,,,,1675526400000,0.0147000000,0.0147400000,0.0146100000,0.0147200000,2316.0390000000,1675540799999,33.9939132000,331,1219.2500000000,17.9011667800,1675526400000,,,,,,1675540799999,,,,,1675526400000,,,,,,1675540799999,,,,,1675526400000,,,,,,1675540799999,,,,,1675526400000,1,1,1,1,,1675540799999,,,,,1675526400000,,,,,,1675540799999,,,,,1675526400000,24.7100000000,24.8000000000,24.5100000000,24.6600000000,445874.0500000000,1675540799999,10980078.3154000007,15533,195464.1100000000,4816251.0466000000,1675526400000,,,,,,1675540799999,,,,,1675526400000,,,,,,1675540799999,,,,
1675540800000,,,,,,1675555199999,,,,,1675540800000,,,,,,1675555199999,,,,,1675540800000,0.0747000000,0.0749000000,0.0734000000,0.0736000000,1826.2800000000,1675555199999,135.3154110000,479,656.3000000000,48.7488990000,1675540800000,0.0010527000,0.0010565000,0.0010386000,0.0010433000,49701.6000000000,1675555199999,52.1379145200,3783,23005.4700000000,24.1354908200,1675540800000,,,,,,1675555199999,,,,,1675540800000,,,,,,1675555199999,,,,,1675540800000,0.0147100000,0.0147300000,0.0145700000,0.0146000000,2045.1760000000,1675555199999,29.9927173200,292,1086.8640000000,15.9449684100,1675540800000,,,,,,1675555199999,,,,,1675540800000,,,,,,1675555199999,,,,,1675540800000,,,,,,1675555199999,,,,,1675540800000,1,1,1,1,,1675555199999,,,,,1675540800000,,,,,,1675555199999,,,,,1675540800000,24.6600000000,24.7500000000,24.1700000000,24.3400000000,484066.1500000000,1675555199999,11867856.8929999992,16136,216277.1100000000,5304433.8530999999,1675540800000,,,,,,1675555199999,,,,,1675540800000,,,,,,1675555199999,,,,
1675555200000,,,,,,1675569599999,,,,,1675555200000,,,,,,1675569599999,,,,,1675555200000,0.0735000000,0.0739000000,0.0727000000,0.0737000000,2994.0000000000,1675569599999,219.4658870000,901,1446.2900000000,106.0745700000,1675555200000,0.0010430000,0.0010460000,0.0010325000,0.0010409000,64265.9900000000,1675569599999,66.8212165800,4182,30290.5000000000,31.5027208600,1675555200000,,,,,,1675569599999,,,,,1675555200000,,,,,,1675569599999,,,,,1675555200000,0.0145900000,0.0146300000,0.0145000000,0.0146300000,2337.1450000000,1675569599999,34.0808729300,222,1566.2640000000,22.8485187600,1675555200000,,,,,,1675569599999,,,,,1675555200000,,,,,,1675569599999,,,,,1675555200000,,,,,,1675569599999,,,,,1675555200000,1,1,1,1,,1675569599999,,,,,1675555200000,,,,,,1675569599999,,,,,1675555200000,24.3400000000,24.4400000000,24.0500000000,24.3000000000,530644.2700000000,1675569599999,12860932.6710000001,16216,256847.0000000000,6227627.2414999995,1675555200000,,,,,,1675569599999,,,,,1675555200000,,,,,,1675569599999,,,,
1675569600000,,,,,,1675583999999,,,,,1675569600000,,,,,,1675583999999,,,,,1675569600000,0.0738000000,0.0738000000,0.0732000000,0.0733000000,2111.8200000000,1675583999999,155.2945710000,535,908.3200000000,66.8017510000,1675569600000,0.0010408000,0.0010448000,0.0010392000,0.0010417000,23910.1600000000,1675583999999,24.9267462100,1916,12774.1400000000,13.3162875700,1675569600000,,,,,,1675583999999,,,,,1675569600000,,,,,,1675583999999,,,,,1675569600000,0.0146200000,0.0146500000,0.0145900000,0.0146000000,654.1580000000,1675583999999,9.5635763300,93,245.5110000000,3.5925502300,1675569600000,,,,,,1675583999999,,,,,1675569600000,,,,,,1675583999999,,,,,1675569600000,,,,,,1675583999999,,,,,1675569600000,1,1,1,1,,1675583999999,,,,,1675569600000,,,,,,1675583999999,,,,,1675569600000,24.3000000000,24.4600000000,24.2500000000,24.3500000000,216211.8000000000,1675583999999,5268557.3307999996,8549,119365.6100000000,2908670.7828000002,1675569600000,,,,,,1675583999999,,,,,1675569600000,,,,,,1675583999999,,,,
