LTCADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCBNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCBTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCDAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCDOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCLINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCLTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCSOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCTRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,LTCXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1676520000000,,,,,,1676534399999,,,,,1676520000000,,,,,,1676534399999,,,,,1676520000000,0.3170000000,0.3183000000,0.3140000000,0.3165000000,925.4200000000,1676534399999,292.1761362000,1160,400.8240000000,126.5381647000,1676520000000,0.0041230000,0.0041610000,0.0040960000,0.0041120000,13252.8680000000,1676534399999,54.6970402600,5066,5956.9220000000,24.5800541100,1676520000000,,,,,,1676534399999,,,,,1676520000000,,,,,,1676534399999,,,,,1676520000000,0.0603000000,0.0604700000,0.0599600000,0.0601500000,1797.6840000000,1676534399999,108.3424508400,908,576.4540000000,34.7151240000,1676520000000,,,,,,1676534399999,,,,,1676520000000,1,1,1,1,,1676534399999,,,,,1676520000000,,,,,,1676534399999,,,,,1676520000000,,,,,,1676534399999,,,,,1676520000000,,,,,,1676534399999,,,,,1676520000000,101.9700000000,102.4800000000,100.5400000000,101.1600000000,106151.9300000000,1676534399999,10771869.4563900009,21991,58437.9200000000,5931448.4823500002,1676520000000,,,,,,1676534399999,,,,,1676520000000,,,,,,1676534399999,,,,
1676534400000,,,,,,1676548799999,,,,,1676534400000,,,,,,1676548799999,,,,,1676534400000,0.3166000000,0.3176000000,0.3135000000,0.3170000000,712.6270000000,1676548799999,224.8901964000,780,234.4660000000,73.9554907000,1676534400000,0.0041100000,0.0041370000,0.0040970000,0.0041220000,6719.1980000000,1676548799999,27.6671636800,2823,3230.0030000000,13.2993121200,1676534400000,,,,,,1676548799999,,,,,1676534400000,,,,,,1676548799999,,,,,1676534400000,0.0602000000,0.0604400000,0.0599600000,0.0602200000,671.1830000000,1676548799999,40.4458708700,525,495.4910000000,29.8799919300,1676534400000,,,,,,1676548799999,,,,,1676534400000,1,1,1,1,,1676548799999,,,,,1676534400000,,,,,,1676548799999,,,,,1676534400000,,,,,,1676548799999,,,,,1676534400000,,,,,,1676548799999,,,,,1676534400000,101.1600000000,101.8400000000,100.8300000000,101.2800000000,47626.4080000000,1676548799999,4827166.2559900004,12799,26883.6930000000,2724850.5124300001,1676534400000,,,,,,1676548799999,,,,,1676534400000,,,,,,1676548799999,,,,
1676548800000,,,,,,1676563199999,,,,,1676548800000,,,,,,1676563199999,,,,,1676548800000,0.3173000000,0.3201000000,0.3166000000,0.3190000000,721.0400000000,1676563199999,229.7621065000,1057,453.7020000000,144.6277144000,1676548800000,0.0041220000,0.0041640000,0.0041140000,0.0041300000,13509.9090000000,1676563199999,55.8901233500,6004,6948.7030000000,28.7529937300,1676548800000,,,,,,1676563199999,,,,,1676548800000,,,,,,1676563199999,,,,,1676548800000,0.0601700000,0.0606300000,0.0595700000,0.0600300000,1163.5920000000,1676563199999,69.9087414900,1563,431.1750000000,25.9500658600,1676548800000,,,,,,1676563199999,,,,,1676548800000,1,1,1,1,,1676563199999,,,,,1676548800000,,,,,,1676563199999,,,,,1676548800000,,,,,,1676563199999,,,,,1676548800000,,,,,,1676563199999,,,,,1676548800000,101.3000000000,103.7200000000,100.3900000000,103.5200000000,133715.1750000000,1676563199999,13580934.2685000002,31693,71080.0560000000,7222429.1482999995,1676548800000,,,,,,1676563199999,,,,,1676548800000,,,,,,1676563199999,,,,
1676563200000,,,,,,1676577599999,,,,,1676563200000,,,,,,1676577599999,,,,,1676563200000,0.3190000000,0.3292000000,0.3175000000,0.3217000000,1500.7250000000,1676577599999,482.1363034000,2061,862.8860000000,276.9925603000,1676563200000,0.0041300000,0.0042520000,0.0041110000,0.0041290000,23365.3570000000,1676577599999,96.8912291800,10114,11362.5870000000,47.1311948300,1676563200000,,,,,,1676577599999,,,,,1676563200000,,,,,,1676577599999,,,,,1676563200000,0.0600200000,0.0616700000,0.0596600000,0.0600100000,2235.3250000000,1676577599999,134.9455369200,2706,1148.3170000000,69.3992316800,1676563200000,,,,,,1676577599999,,,,,1676563200000,1,1,1,1,,1676577599999,,,,,1676563200000,,,,,,1676577599999,,,,,1676563200000,,,,,,1676577599999,,,,,1676563200000,,,,,,1676577599999,,,,,1676563200000,103.5200000000,105.7100000000,101.5600000000,102.6900000000,155270.2040000000,1676577599999,16046572.7938199993,52542,80846.7930000000,8360152.5465399995,1676563200000,,,,,,1676577599999,,,,,1676563200000,,,,,,1676577599999,,,,
1676577600000,,,,,,1676591999999,,,,,1676577600000,,,,,,1676591999999,,,,,1676577600000,0.3215000000,0.3273000000,0.3212000000,0.3240000000,1285.7920000000,1676591999999,417.5467471000,2078,653.5890000000,212.3303967000,1676577600000,0.0041280000,0.0041980000,0.0041250000,0.0041900000,16073.4940000000,1676591999999,66.8771785100,7697,7516.4110000000,31.2750408200,1676577600000,,,,,,1676591999999,,,,,1676577600000,,,,,,1676591999999,,,,,1676577600000,0.0599900000,0.0609600000,0.0599900000,0.0601400000,1683.4800000000,1676591999999,101.8898485200,2428,875.5640000000,53.0295415800,1676577600000,,,,,,1676591999999,,,,,1676577600000,1,1,1,1,,1676591999999,,,,,1676577600000,,,,,,1676591999999,,,,,1676577600000,,,,,,1676591999999,,,,,1676577600000,,,,,,1676591999999,,,,,1676577600000,102.6900000000,102.9300000000,98.4800000000,98.5500000000,128782.2580000000,1676591999999,12968632.4221599996,34313,61771.2650000000,6219368.8258999996,1676577600000,,,,,,1676591999999,,,,,1676577600000,,,,,,1676591999999,,,,
1676592000000,,,,,,1676606399999,,,,,1676592000000,,,,,,1676606399999,,,,,1676592000000,0.3241000000,0.3281000000,0.3224000000,0.3224000000,1311.0880000000,1676606399999,426.1151039000,1041,855.0800000000,277.9639228000,1676592000000,0.0041920000,0.0042330000,0.0041850000,0.0041870000,17931.5900000000,1676606399999,75.4748101100,6075,12124.2000000000,51.0439645600,1676592000000,,,,,,1676606399999,,,,,1676592000000,,,,,,1676606399999,,,,,1676592000000,0.0601700000,0.0606100000,0.0599700000,0.0600000000,962.8610000000,1676606399999,58.0725033300,856,274.1090000000,16.5486852300,1676592000000,,,,,,1676606399999,,,,,1676592000000,1,1,1,1,,1676606399999,,,,,1676592000000,,,,,,1676606399999,,,,,1676592000000,,,,,,1676606399999,,,,,1676592000000,,,,,,1676606399999,,,,,1676592000000,98.5600000000,100.6600000000,98.1900000000,99.8400000000,117872.5830000000,1676606399999,11784568.2025600001,31762,59093.4100000000,5908161.7029900001,1676592000000,,,,,,1676606399999,,,,,1676592000000,,,,,,1676606399999,,,,
1676606400000,,,,,,1676620799999,,,,,1676606400000,,,,,,1676620799999,,,,,1676606400000,0.3224000000,0.3251000000,0.3220000000,0.3227000000,399.5920000000,1676620799999,129.2732646000,607,200.9200000000,65.0073008000,1676606400000,0.0041880000,0.0042200000,0.0041820000,0.0042080000,8525.9870000000,1676620799999,35.7910376500,3307,4684.3380000000,19.6634307600,1676606400000,,,,,,1676620799999,,,,,1676606400000,,,,,,1676620799999,,,,,1676606400000,0.0599700000,0.0603600000,0.0599400000,0.0601400000,687.4700000000,1676620799999,41.3372147800,704,344.8850000000,20.7414590000,1676606400000,,,,,,1676620799999,,,,,1676606400000,1,1,1,1,,1676620799999,,,,,1676606400000,,,,,,1676620799999,,,,,1676606400000,,,,,,1676620799999,,,,,1676606400000,,,,,,1676620799999,,,,,1676606400000,99.8400000000,100.4000000000,99.2500000000,99.4800000000,73967.4570000000,1676620799999,7379454.2452999996,17712,41497.6830000000,4141008.5023099999,1676606400000,,,,,,1676620799999,,,,,1676606400000,,,,,,1676620799999,,,,
1676620800000,,,,,,1676635199999,,,,,1676620800000,,,,,,1676635199999,,,,,1676620800000,0.3225000000,0.3227000000,0.3205000000,0.3211000000,306.3790000000,1676635199999,98.4565904000,460,166.3190000000,53.4576216000,1676620800000,0.0042090000,0.0042170000,0.0041720000,0.0041800000,8118.3020000000,1676635199999,34.0407810900,3423,3590.2660000000,15.0546031700,1676620800000,,,,,,1676635199999,,,,,1676620800000,,,,,,1676635199999,,,,,1676620800000,0.0601800000,0.0602000000,0.0596200000,0.0596800000,1036.6580000000,1676635199999,62.0824203300,845,649.6000000000,38.9235683100,1676620800000,,,,,,1676635199999,,,,,1676620800000,1,1,1,1,,1676635199999,,,,,1676620800000,,,,,,1676635199999,,,,,1676620800000,,,,,,1676635199999,,,,,1676620800000,,,,,,1676635199999,,,,,1676620800000,99.4900000000,99.9700000000,99.1600000000,99.4300000000,67253.3290000000,1676635199999,6691713.6394300004,15959,33491.2660000000,3333044.1951899999,1676620800000,,,,,,1676635199999,,,,,1676620800000,,,,,,1676635199999,,,,
1676635200000,,,,,,1676649599999,,,,,1676635200000,,,,,,1676649599999,,,,,1676635200000,0.3211000000,0.3214000000,0.3187000000,0.3206000000,517.7630000000,1676649599999,165.7224901000,826,250.7640000000,80.2957832000,1676635200000,0.0041790000,0.0041910000,0.0041130000,0.0041190000,12956.1490000000,1676649599999,53.8018065100,5343,5945.3630000000,24.6942658300,1676635200000,,,,,,1676649599999,,,,,1676635200000,,,,,,1676649599999,,,,,1676635200000,0.0596900000,0.0599700000,0.0593100000,0.0594100000,1902.4040000000,1676649599999,113.6687583400,1142,1212.3500000000,72.5160166300,1676635200000,,,,,,1676649599999,,,,,1676635200000,1,1,1,1,,1676649599999,,,,,1676635200000,,,,,,1676649599999,,,,,1676635200000,,,,,,1676649599999,,,,,1676635200000,,,,,,1676649599999,,,,,1676635200000,99.4300000000,100.2700000000,98.3400000000,99.4000000000,109942.2840000000,1676649599999,10922762.5996499993,28105,53095.2880000000,5277690.1193800000,1676635200000,,,,,,1676649599999,,,,,1676635200000,,,,,,1676649599999,,,,
1676649600000,,,,,,1676663999999,,,,,1676649600000,,,,,,1676663999999,,,,,1676649600000,0.3203000000,0.3233000000,0.3196000000,0.3209000000,517.9240000000,1676663999999,166.2455033000,855,235.7930000000,75.7350124000,1676649600000,0.0041190000,0.0041450000,0.0040780000,0.0041170000,11741.1680000000,1676663999999,48.3194648800,5526,4759.9850000000,19.5840777400,1676649600000,,,,,,1676663999999,,,,,1676649600000,,,,,,1676663999999,,,,,1676649600000,0.0593500000,0.0595600000,0.0585900000,0.0591600000,1088.4080000000,1676663999999,64.3127924000,1580,419.8890000000,24.8375568400,1676649600000,,,,,,1676663999999,,,,,1676649600000,1,1,1,1,,1676663999999,,,,,1676649600000,,,,,,1676663999999,,,,,1676649600000,,,,,,1676663999999,,,,,1676649600000,,,,,,1676663999999,,,,,1676649600000,99.4000000000,101.1500000000,98.4200000000,100.9400000000,110030.6530000000,1676663999999,10990571.9639100004,23959,51869.0970000000,5182197.0293899998,1676649600000,,,,,,1676663999999,,,,,1676649600000,,,,,,1676663999999,,,,
1676664000000,,,,,,1676678399999,,,,,1676664000000,,,,,,1676678399999,,,,,1676664000000,0.3210000000,0.3228000000,0.3185000000,0.3199000000,860.5170000000,1676678399999,276.1020079000,1353,392.3810000000,125.9180793000,1676664000000,0.0041170000,0.0041170000,0.0040580000,0.0040760000,11957.1040000000,1676678399999,48.8348504700,6366,5739.5820000000,23.4499224500,1676664000000,,,,,,1676678399999,,,,,1676664000000,,,,,,1676678399999,,,,,1676664000000,0.0591600000,0.0595100000,0.0589300000,0.0591400000,1505.0070000000,1676678399999,89.0871627600,1390,1069.7860000000,63.3237230800,1676664000000,,,,,,1676678399999,,,,,1676664000000,1,1,1,1,,1676678399999,,,,,1676664000000,,,,,,1676678399999,,,,,1676664000000,,,,,,1676678399999,,,,,1676664000000,,,,,,1676678399999,,,,,1676664000000,100.9500000000,101.7000000000,98.6200000000,100.1200000000,90518.9720000000,1676678399999,9102631.2539300006,21347,43774.0770000000,4403330.6911599999,1676664000000,,,,,,1676678399999,,,,,1676664000000,,,,,,1676678399999,,,,
1676678400000,,,,,,1676692799999,,,,,1676678400000,,,,,,1676692799999,,,,,1676678400000,0.3198000000,0.3241000000,0.3187000000,0.3205000000,635.2640000000,1676692799999,204.0572258000,654,330.5640000000,106.2863165000,1676678400000,0.0040750000,0.0041500000,0.0040610000,0.0040980000,11481.8080000000,1676692799999,47.1598524500,4661,5694.2840000000,23.3931646700,1676678400000,,,,,,1676692799999,,,,,1676678400000,,,,,,1676692799999,,,,,1676678400000,0.0591200000,0.0600900000,0.0591000000,0.0593200000,3017.6580000000,1676692799999,180.0692795200,968,1865.5250000000,111.3979087500,1676678400000,,,,,,1676692799999,,,,,1676678400000,1,1,1,1,,1676692799999,,,,,1676678400000,,,,,,1676692799999,,,,,1676678400000,,,,,,1676692799999,,,,,1676678400000,,,,,,1676692799999,,,,,1676678400000,100.1200000000,101.9400000000,100.0100000000,100.8400000000,101218.8550000000,1676692799999,10236649.4683400001,18331,47414.7080000000,4796401.8388799997,1676678400000,,,,,,1676692799999,,,,,1676678400000,,,,,,1676692799999,,,,
1676692800000,,,,,,1676707199999,,,,,1676692800000,,,,,,1676707199999,,,,,1676692800000,0.3201000000,0.3205000000,0.3165000000,0.3188000000,6446.6450000000,1676707199999,2043.8946342000,891,5650.8220000000,1791.1425502000,1676692800000,0.0040980000,0.0041220000,0.0040840000,0.0041220000,8411.6140000000,1676707199999,34.5295257000,2933,3384.4160000000,13.8890121300,1676692800000,,,,,,1676707199999,,,,,1676692800000,,,,,,1676707199999,,,,,1676692800000,0.0593100000,0.0597800000,0.0591700000,0.0597800000,533.2950000000,1676707199999,31.7425830100,389,185.5100000000,11.0416112700,1676692800000,,,,,,1676707199999,,,,,1676692800000,1,1,1,1,,1676707199999,,,,,1676692800000,,,,,,1676707199999,,,,,1676692800000,,,,,,1676707199999,,,,,1676692800000,,,,,,1676707199999,,,,,1676692800000,100.8400000000,101.5600000000,100.4200000000,101.0800000000,64452.2920000000,1676707199999,6509220.8676699996,12873,31980.9130000000,3230000.0226099999,1676692800000,,,,,,1676707199999,,,,,1676692800000,,,,,,1676707199999,,,,
1676707200000,,,,,,1676721599999,,,,,1676707200000,,,,,,1676721599999,,,,,1676707200000,0.3192000000,0.3199000000,0.3146000000,0.3146000000,639.4630000000,1676721599999,202.5239644000,787,357.0430000000,113.1063653000,1676707200000,0.0041220000,0.0041270000,0.0040380000,0.0040410000,14257.7870000000,1676721599999,58.1119087300,5159,6220.9090000000,25.3596516800,1676707200000,,,,,,1676721599999,,,,,1676707200000,,,,,,1676721599999,,,,,1676707200000,0.0597900000,0.0598100000,0.0585300000,0.0585800000,7155.6550000000,1676721599999,421.6797244000,1653,914.5320000000,53.9456658700,1676707200000,,,,,,1676721599999,,,,,1676707200000,1,1,1,1,,1676721599999,,,,,1676707200000,,,,,,1676721599999,,,,,1676707200000,,,,,,1676721599999,,,,,1676707200000,,,,,,1676721599999,,,,,1676707200000,101.0800000000,101.1200000000,99.0000000000,99.0700000000,114060.8530000000,1676721599999,11394090.2307699993,23654,48155.6820000000,4810888.0019100001,1676707200000,,,,,,1676721599999,,,,,1676707200000,,,,,,1676721599999,,,,
1676721600000,,,,,,1676735999999,,,,,1676721600000,,,,,,1676735999999,,,,,1676721600000,0.3148000000,0.3165000000,0.3143000000,0.3165000000,306.4080000000,1676735999999,96.5463512000,520,148.2020000000,46.7369105000,1676721600000,0.0040410000,0.0040660000,0.0040350000,0.0040600000,7539.5890000000,1676735999999,30.5389240100,3191,3589.0330000000,14.5367563000,1676721600000,,,,,,1676735999999,,,,,1676721600000,,,,,,1676735999999,,,,,1676721600000,0.0586000000,0.0590900000,0.0585900000,0.0590900000,1301.8410000000,1676735999999,76.5358214400,736,564.5090000000,33.1813540400,1676721600000,,,,,,1676735999999,,,,,1676721600000,1,1,1,1,,1676735999999,,,,,1676721600000,,,,,,1676735999999,,,,,1676721600000,,,,,,1676735999999,,,,,1676721600000,,,,,,1676735999999,,,,,1676721600000,99.0800000000,100.2600000000,98.9300000000,100.1600000000,71121.3620000000,1676735999999,7089333.4882199997,16100,34429.9650000000,3433122.4419999998,1676721600000,,,,,,1676735999999,,,,,1676721600000,,,,,,1676735999999,,,,
1676736000000,,,,,,1676750399999,,,,,1676736000000,,,,,,1676750399999,,,,,1676736000000,0.3162000000,0.3175000000,0.3148000000,0.3164000000,361.9780000000,1676750399999,114.4176890000,611,183.8230000000,58.1391407000,1676736000000,0.0040610000,0.0040770000,0.0040290000,0.0040480000,11577.0140000000,1676750399999,46.9127536200,3708,5479.1270000000,22.1896088000,1676736000000,,,,,,1676750399999,,,,,1676736000000,,,,,,1676750399999,,,,,1676736000000,0.0590600000,0.0593100000,0.0585200000,0.0589800000,1437.2440000000,1676750399999,84.7720571700,875,290.4320000000,17.1436574200,1676736000000,,,,,,1676750399999,,,,,1676736000000,1,1,1,1,,1676750399999,,,,,1676736000000,,,,,,1676750399999,,,,,1676736000000,,,,,,1676750399999,,,,,1676736000000,,,,,,1676750399999,,,,,1676736000000,100.1700000000,100.6100000000,99.5600000000,99.6000000000,54374.2660000000,1676750399999,5439686.3293300001,15028,25932.2330000000,2595401.7145900000,1676736000000,,,,,,1676750399999,,,,,1676736000000,,,,,,1676750399999,,,,
1676750400000,,,,,,1676764799999,,,,,1676750400000,,,,,,1676764799999,,,,,1676750400000,0.3162000000,0.3163000000,0.3146000000,0.3150000000,129.0320000000,1676764799999,40.6936662000,297,52.0820000000,16.4296001000,1676750400000,0.0040470000,0.0040540000,0.0040280000,0.0040490000,4467.2080000000,1676764799999,18.0555343900,1947,2466.5880000000,9.9705578800,1676750400000,,,,,,1676764799999,,,,,1676750400000,,,,,,1676764799999,,,,,1676750400000,0.0589800000,0.0591300000,0.0587200000,0.0589600000,7563.0830000000,1676764799999,445.6424322700,1412,706.2770000000,41.6558929600,1676750400000,,,,,,1676764799999,,,,,1676750400000,1,1,1,1,,1676764799999,,,,,1676750400000,,,,,,1676764799999,,,,,1676750400000,,,,,,1676764799999,,,,,1676750400000,,,,,,1676764799999,,,,,1676750400000,99.6000000000,99.9000000000,99.0100000000,99.7100000000,29560.5680000000,1676764799999,2939836.9951399998,9342,13487.1030000000,1341696.9866200001,1676750400000,,,,,,1676764799999,,,,,1676750400000,,,,,,1676764799999,,,,
1676764800000,,,,,,1676779199999,,,,,1676764800000,,,,,,1676779199999,,,,,1676764800000,0.3147000000,0.3172000000,0.3138000000,0.3167000000,605.0630000000,1676779199999,190.8775589000,667,281.4840000000,88.8364280000,1676764800000,0.0040500000,0.0040550000,0.0040290000,0.0040430000,4975.4070000000,1676779199999,20.1116281600,2079,2312.6990000000,9.3510234400,1676764800000,,,,,,1676779199999,,,,,1676764800000,,,,,,1676779199999,,,,,1676764800000,0.0589900000,0.0590500000,0.0587600000,0.0588800000,347.9140000000,1676779199999,20.4960531400,346,187.6110000000,11.0555950600,1676764800000,,,,,,1676779199999,,,,,1676764800000,1,1,1,1,,1676779199999,,,,,1676764800000,,,,,,1676779199999,,,,,1676764800000,,,,,,1676779199999,,,,,1676764800000,,,,,,1676779199999,,,,,1676764800000,99.7100000000,100.2000000000,99.4300000000,99.7900000000,28942.4860000000,1676779199999,2889555.1718299999,7696,14877.6360000000,1485336.4631399999,1676764800000,,,,,,1676779199999,,,,,1676764800000,,,,,,1676779199999,,,,
1676779200000,,,,,,1676793599999,,,,,1676779200000,,,,,,1676793599999,,,,,1676779200000,0.3164000000,0.3183000000,0.3145000000,0.3158000000,539.6450000000,1676793599999,170.5866707000,582,363.4060000000,114.8677831000,1676779200000,0.0040430000,0.0040620000,0.0040220000,0.0040400000,7558.3530000000,1676793599999,30.5205063700,3226,3609.9690000000,14.5780029300,1676779200000,,,,,,1676793599999,,,,,1676779200000,,,,,,1676793599999,,,,,1676779200000,0.0588400000,0.0590800000,0.0585000000,0.0586000000,912.4420000000,1676793599999,53.6057326500,780,540.2130000000,31.7352541400,1676779200000,,,,,,1676793599999,,,,,1676779200000,1,1,1,1,,1676793599999,,,,,1676779200000,,,,,,1676793599999,,,,,1676779200000,,,,,,1676793599999,,,,,1676779200000,,,,,,1676793599999,,,,,1676779200000,99.8000000000,100.6300000000,99.0800000000,99.2800000000,69899.3330000000,1676793599999,6978269.6825799998,14317,27045.7640000000,2700009.8260599999,1676779200000,,,,,,1676793599999,,,,,1676779200000,,,,,,1676793599999,,,,
1676793600000,,,,,,1676807999999,,,,,1676793600000,,,,,,1676807999999,,,,,1676793600000,0.3158000000,0.3162000000,0.3141000000,0.3148000000,752.9420000000,1676807999999,236.9215401000,444,171.1940000000,53.8867162000,1676793600000,0.0040380000,0.0040420000,0.0040110000,0.0040270000,6534.3130000000,1676807999999,26.3185585400,2705,3070.8420000000,12.3692813400,1676793600000,,,,,,1676807999999,,,,,1676793600000,,,,,,1676807999999,,,,,1676793600000,0.0586100000,0.0587300000,0.0583200000,0.0586000000,2546.2550000000,1676807999999,148.9090927400,696,536.5670000000,31.4154339000,1676793600000,,,,,,1676807999999,,,,,1676793600000,1,1,1,1,,1676807999999,,,,,1676793600000,,,,,,1676807999999,,,,,1676793600000,,,,,,1676807999999,,,,,1676793600000,,,,,,1676807999999,,,,,1676793600000,99.2800000000,99.7500000000,98.8300000000,99.3600000000,58696.8770000000,1676807999999,5822696.0251799999,13095,30411.2510000000,3017332.0109500000,1676793600000,,,,,,1676807999999,,,,,1676793600000,,,,,,1676807999999,,,,
1676808000000,,,,,,1676822399999,,,,,1676808000000,,,,,,1676822399999,,,,,1676808000000,0.3149000000,0.3170000000,0.3143000000,0.3170000000,335.3680000000,1676822399999,105.7679761000,570,194.7370000000,61.4544447000,1676808000000,0.0040290000,0.0040460000,0.0040140000,0.0040290000,7537.4190000000,1676822399999,30.3797771600,3038,3281.9140000000,13.2277208000,1676808000000,,,,,,1676822399999,,,,,1676808000000,,,,,,1676822399999,,,,,1676808000000,0.0586100000,0.0587800000,0.0583100000,0.0586800000,742.5050000000,1676822399999,43.5113907000,689,317.3810000000,18.5991885400,1676808000000,,,,,,1676822399999,,,,,1676808000000,1,1,1,1,,1676822399999,,,,,1676808000000,,,,,,1676822399999,,,,,1676808000000,,,,,,1676822399999,,,,,1676808000000,,,,,,1676822399999,,,,,1676808000000,99.3700000000,100.5500000000,99.2700000000,100.4400000000,73027.5940000000,1676822399999,7292790.7129800003,17034,37404.1940000000,3735741.0420300001,1676808000000,,,,,,1676822399999,,,,,1676808000000,,,,,,1676822399999,,,,
1676822400000,,,,,,1676836799999,,,,,1676822400000,,,,,,1676836799999,,,,,1676822400000,0.3171000000,0.3191000000,0.3119000000,0.3134000000,1035.7880000000,1676836799999,325.4513551000,1221,326.5650000000,102.8806698000,1676822400000,0.0040310000,0.0040370000,0.0039900000,0.0039970000,13878.2130000000,1676836799999,55.6838176000,5832,6410.6730000000,25.7329346100,1676822400000,,,,,,1676836799999,,,,,1676822400000,,,,,,1676836799999,,,,,1676822400000,0.0586900000,0.0589300000,0.0577700000,0.0581800000,1603.3690000000,1676836799999,93.5639965100,1562,616.0380000000,36.0353079800,1676822400000,,,,,,1676836799999,,,,,1676822400000,1,1,1,1,,1676836799999,,,,,1676822400000,,,,,,1676836799999,,,,,1676822400000,,,,,,1676836799999,,,,,1676822400000,,,,,,1676836799999,,,,,1676822400000,100.4400000000,101.5000000000,97.3300000000,97.9900000000,146906.3810000000,1676836799999,14554801.5352400001,36748,67103.5650000000,6655182.0184699995,1676822400000,,,,,,1676836799999,,,,,1676822400000,,,,,,1676836799999,,,,
1676836800000,,,,,,1676851199999,,,,,1676836800000,,,,,,1676851199999,,,,,1676836800000,0.3133000000,0.3142000000,0.3118000000,0.3129000000,245.2970000000,1676851199999,76.8078144000,483,124.1450000000,38.8846511000,1676836800000,0.0039960000,0.0040240000,0.0039760000,0.0040140000,7334.3030000000,1676851199999,29.3500260700,3289,3943.3950000000,15.7853336400,1676836800000,,,,,,1676851199999,,,,,1676836800000,,,,,,1676851199999,,,,,1676836800000,0.0582200000,0.0584000000,0.0578600000,0.0579800000,443.1080000000,1676851199999,25.7767053300,848,228.1830000000,13.2833441100,1676836800000,,,,,,1676851199999,,,,,1676836800000,1,1,1,1,,1676851199999,,,,,1676836800000,,,,,,1676851199999,,,,,1676836800000,,,,,,1676851199999,,,,,1676836800000,,,,,,1676851199999,,,,,1676836800000,97.9900000000,98.5800000000,96.7200000000,97.4300000000,56490.4850000000,1676851199999,5517731.4898699997,16864,26932.9530000000,2630771.1599400002,1676836800000,,,,,,1676851199999,,,,,1676836800000,,,,,,1676851199999,,,,
1676851200000,,,,,,1676865599999,,,,,1676851200000,,,,,,1676865599999,,,,,1676851200000,0.3126000000,0.3136000000,0.3085000000,0.3089000000,4078.5030000000,1676865599999,1265.2093229000,1018,243.9840000000,75.7379235000,1676851200000,0.0040150000,0.0040430000,0.0039950000,0.0040030000,7224.6500000000,1676865599999,29.0501492200,3653,3547.1900000000,14.2670441000,1676851200000,,,,,,1676865599999,,,,,1676851200000,,,,,,1676865599999,,,,,1676851200000,0.0579700000,0.0584300000,0.0579100000,0.0580100000,568.2800000000,1676865599999,33.0793715300,712,197.1970000000,11.4790889200,1676851200000,,,,,,1676865599999,,,,,1676851200000,1,1,1,1,,1676865599999,,,,,1676851200000,,,,,,1676865599999,,,,,1676851200000,,,,,,1676865599999,,,,,1676851200000,,,,,,1676865599999,,,,,1676851200000,97.4300000000,98.2900000000,95.5800000000,97.7400000000,92959.5340000000,1676865599999,9036333.4783900008,23065,50329.9720000000,4892925.7823299998,1676851200000,,,,,,1676865599999,,,,,1676851200000,,,,,,1676865599999,,,,
1676865600000,,,,,,1676879999999,,,,,1676865600000,,,,,,1676879999999,,,,,1676865600000,0.3090000000,0.3110000000,0.3085000000,0.3088000000,861.6600000000,1676879999999,266.3933793000,661,175.6210000000,54.4384236000,1676865600000,0.0040020000,0.0040160000,0.0039810000,0.0039930000,7784.9370000000,1676879999999,31.1416721200,3078,4151.8510000000,16.6082234300,1676865600000,,,,,,1676879999999,,,,,1676865600000,,,,,,1676879999999,,,,,1676865600000,0.0580300000,0.0582300000,0.0573100000,0.0576700000,10310.8910000000,1676879999999,594.9559175300,1466,949.4720000000,54.8635754500,1676865600000,,,,,,1676879999999,,,,,1676865600000,1,1,1,1,,1676879999999,,,,,1676865600000,,,,,,1676879999999,,,,,1676865600000,,,,,,1676879999999,,,,,1676865600000,,,,,,1676879999999,,,,,1676865600000,97.7400000000,98.3600000000,97.3500000000,97.8300000000,75474.8060000000,1676879999999,7387095.1890099999,16272,31992.9660000000,3133309.4271600000,1676865600000,,,,,,1676879999999,,,,,1676865600000,,,,,,1676879999999,,,,
