DOTADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTBNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTBTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTDAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTDOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTLINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTLTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTSOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTTRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DOTXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1674561600000,,,,,,1674575999999,,,,,1674561600000,,,,,,1674575999999,,,,,1674561600000,0.0207400000,0.0207600000,0.0205200000,0.0205200000,20863.6800000000,1674575999999,430.5069530000,1203,10397.6300000000,214.6781333000,1674561600000,0.0002843000,0.0002845000,0.0002815000,0.0002829000,120744.3500000000,1674575999999,34.1491046800,4151,56650.1600000000,16.0261902000,1674561600000,,,,,,1674575999999,,,,,1674561600000,1,1,1,1,,1674575999999,,,,,1674561600000,0.0040100000,0.0040110000,0.0039680000,0.0040000000,10440.1600000000,1674575999999,41.7691814800,242,1442.8700000000,5.7669041100,1674561600000,,,,,,1674575999999,,,,,1674561600000,,,,,,1674575999999,,,,,1674561600000,,,,,,1674575999999,,,,,1674561600000,,,,,,1674575999999,,,,,1674561600000,,,,,,1674575999999,,,,,1674561600000,6.5150000000,6.5200000000,6.4150000000,6.4870000000,1034492.9000000000,1674575999999,6695475.1169499997,21110,527855.5300000000,3417210.8447099999,1674561600000,,,,,,1674575999999,,,,,1674561600000,,,,,,1674575999999,,,,
1674576000000,,,,,,1674590399999,,,,,1674576000000,,,,,,1674590399999,,,,,1674576000000,0.0205100000,0.0209800000,0.0205100000,0.0209400000,19512.0500000000,1674590399999,404.9317203000,1270,13058.3200000000,271.0235944000,1674576000000,0.0002829000,0.0002833000,0.0002799000,0.0002829000,89223.9500000000,1674590399999,25.1723102000,3552,42886.4800000000,12.1006937700,1674576000000,,,,,,1674590399999,,,,,1674576000000,1,1,1,1,,1674590399999,,,,,1674576000000,0.0040030000,0.0040170000,0.0039700000,0.0040130000,3165.9400000000,1674590399999,12.6686291600,101,1631.8900000000,6.5311135400,1674576000000,,,,,,1674590399999,,,,,1674576000000,,,,,,1674590399999,,,,,1674576000000,,,,,,1674590399999,,,,,1674576000000,,,,,,1674590399999,,,,,1674576000000,,,,,,1674590399999,,,,,1674576000000,6.4880000000,6.5220000000,6.3760000000,6.5120000000,843119.0600000001,1674590399999,5451411.0138999997,17197,402104.6300000000,2601890.7456100001,1674576000000,,,,,,1674590399999,,,,,1674576000000,,,,,,1674590399999,,,,
1674590400000,,,,,,1674604799999,,,,,1674590400000,,,,,,1674604799999,,,,,1674590400000,0.0209600000,0.0210200000,0.0203900000,0.0206200000,47660.1100000000,1674604799999,984.6083417000,2832,23072.0600000000,476.7274736000,1674590400000,0.0002829000,0.0002833000,0.0002701000,0.0002734000,248233.8200000000,1674604799999,68.3084257900,9650,111033.9800000000,30.5697285200,1674590400000,,,,,,1674604799999,,,,,1674590400000,1,1,1,1,,1674604799999,,,,,1674590400000,0.0040120000,0.0040290000,0.0039470000,0.0039800000,6063.6400000000,1674604799999,24.1962207600,288,3343.9500000000,13.3501054200,1674590400000,,,,,,1674604799999,,,,,1674590400000,,,,,,1674604799999,,,,,1674590400000,,,,,,1674604799999,,,,,1674590400000,,,,,,1674604799999,,,,,1674590400000,,,,,,1674604799999,,,,,1674590400000,6.5110000000,6.5240000000,6.1170000000,6.1910000000,1622193.9199999999,1674604799999,10197871.1211699992,34160,711216.7500000000,4472483.3403599998,1674590400000,,,,,,1674604799999,,,,,1674590400000,,,,,,1674604799999,,,,
1674604800000,,,,,,1674619199999,,,,,1674604800000,,,,,,1674619199999,,,,,1674604800000,0.0206000000,0.0207500000,0.0202700000,0.0206200000,44933.7800000000,1674619199999,921.0503692000,2562,23641.1700000000,484.7649456000,1674604800000,0.0002735000,0.0002744000,0.0002686000,0.0002736000,189783.1600000000,1674619199999,51.5517005100,7950,100644.3600000000,27.3480040300,1674604800000,,,,,,1674619199999,,,,,1674604800000,1,1,1,1,,1674619199999,,,,,1674604800000,0.0039770000,0.0041600000,0.0039240000,0.0040030000,13903.3800000000,1674619199999,55.5955666500,517,9318.5100000000,37.4101668700,1674604800000,,,,,,1674619199999,,,,,1674604800000,,,,,,1674619199999,,,,,1674604800000,,,,,,1674619199999,,,,,1674604800000,,,,,,1674619199999,,,,,1674604800000,,,,,,1674619199999,,,,,1674604800000,6.1910000000,6.2080000000,6.0100000000,6.1940000000,1253676.7000000000,1674619199999,7671577.6703800000,29994,605018.0000000000,3703898.3531100000,1674604800000,,,,,,1674619199999,,,,,1674604800000,,,,,,1674619199999,,,,
1674619200000,,,,,,1674633599999,,,,,1674619200000,,,,,,1674633599999,,,,,1674619200000,0.0206000000,0.0206800000,0.0204500000,0.0206600000,11973.2400000000,1674633599999,246.1796868000,680,7003.3800000000,144.0986731000,1674619200000,0.0002735000,0.0002763000,0.0002725000,0.0002756000,80399.5000000000,1674633599999,22.0202400500,3035,37801.9100000000,10.3593990700,1674619200000,,,,,,1674633599999,,,,,1674619200000,1,1,1,1,,1674633599999,,,,,1674619200000,0.0039960000,0.0040360000,0.0039810000,0.0040300000,1818.2200000000,1674633599999,7.2843946300,119,1150.7600000000,4.6124415800,1674619200000,,,,,,1674633599999,,,,,1674619200000,,,,,,1674633599999,,,,,1674619200000,,,,,,1674633599999,,,,,1674619200000,,,,,,1674633599999,,,,,1674619200000,,,,,,1674633599999,,,,,1674619200000,6.1920000000,6.2840000000,6.1650000000,6.2600000000,524069.7500000000,1674633599999,3254609.2567599998,11490,268286.8200000000,1666793.0989099999,1674619200000,,,,,,1674633599999,,,,,1674619200000,,,,,,1674633599999,,,,
1674633600000,,,,,,1674647999999,,,,,1674633600000,,,,,,1674647999999,,,,,1674633600000,0.0206700000,0.0207200000,0.0204800000,0.0205400000,12076.0500000000,1674647999999,249.0590345000,753,5378.3200000000,110.9282185000,1674633600000,0.0002757000,0.0002767000,0.0002726000,0.0002733000,86892.5500000000,1674647999999,23.8569658000,3513,49589.5700000000,13.6128372100,1674633600000,,,,,,1674647999999,,,,,1674633600000,1,1,1,1,,1674647999999,,,,,1674633600000,0.0040340000,0.0040430000,0.0039820000,0.0039950000,3384.8400000000,1674647999999,13.5710574900,261,1452.5400000000,5.8254611500,1674633600000,,,,,,1674647999999,,,,,1674633600000,,,,,,1674647999999,,,,,1674633600000,,,,,,1674647999999,,,,,1674633600000,,,,,,1674647999999,,,,,1674633600000,,,,,,1674647999999,,,,,1674633600000,6.2600000000,6.2940000000,6.1500000000,6.1750000000,719366.0900000000,1674647999999,4469231.9252199996,13923,337053.8900000000,2094242.8714800000,1674633600000,,,,,,1674647999999,,,,,1674633600000,,,,,,1674647999999,,,,
1674648000000,,,,,,1674662399999,,,,,1674648000000,,,,,,1674662399999,,,,,1674648000000,0.0205600000,0.0208300000,0.0205000000,0.0205500000,38225.2500000000,1674662399999,789.9975259000,2532,20194.1700000000,417.5702834000,1674648000000,0.0002732000,0.0002781000,0.0002724000,0.0002732000,255814.8800000000,1674662399999,70.5346171600,9502,131124.1100000000,36.1614698600,1674648000000,,,,,,1674662399999,,,,,1674648000000,1,1,1,1,,1674662399999,,,,,1674648000000,0.0040020000,0.0040370000,0.0039840000,0.0040010000,5130.2100000000,1674662399999,20.5948210200,240,2762.6000000000,11.0982531300,1674648000000,,,,,,1674662399999,,,,,1674648000000,,,,,,1674662399999,,,,,1674648000000,,,,,,1674662399999,,,,,1674648000000,,,,,,1674662399999,,,,,1674648000000,,,,,,1674662399999,,,,,1674648000000,6.1750000000,6.3000000000,6.1080000000,6.1660000000,1782412.2200000000,1674662399999,11076946.3802700005,33338,893636.2500000000,5556091.0064899996,1674648000000,,,,,,1674662399999,,,,,1674648000000,,,,,,1674662399999,,,,
1674662400000,,,,,,1674676799999,,,,,1674662400000,,,,,,1674676799999,,,,,1674662400000,0.0205300000,0.0206600000,0.0204300000,0.0206600000,13796.0400000000,1674676799999,283.4299496000,920,7231.4200000000,148.6495387000,1674662400000,0.0002731000,0.0002748000,0.0002722000,0.0002744000,83999.2500000000,1674676799999,22.9644782600,3655,38864.3100000000,10.6259245400,1674662400000,,,,,,1674676799999,,,,,1674662400000,1,1,1,1,,1674676799999,,,,,1674662400000,0.0039910000,0.0040030000,0.0039740000,0.0039980000,5600.0900000000,1674676799999,22.3395369000,140,1162.8200000000,4.6403220800,1674662400000,,,,,,1674676799999,,,,,1674662400000,,,,,,1674676799999,,,,,1674662400000,,,,,,1674676799999,,,,,1674662400000,,,,,,1674676799999,,,,,1674662400000,,,,,,1674676799999,,,,,1674662400000,6.1660000000,6.2480000000,6.1310000000,6.2420000000,791294.0699999999,1674676799999,4893189.8052099999,14478,386529.2000000000,2390397.2906900002,1674662400000,,,,,,1674676799999,,,,,1674662400000,,,,,,1674676799999,,,,
1674676800000,,,,,,1674691199999,,,,,1674676800000,,,,,,1674691199999,,,,,1674676800000,0.0206500000,0.0210400000,0.0206500000,0.0208500000,58049.2300000000,1674691199999,1212.2989248000,2983,30617.6200000000,639.6209287000,1674676800000,0.0002745000,0.0002787000,0.0002739000,0.0002774000,291272.5100000000,1674691199999,80.4742123600,10404,136759.0600000000,37.7919179900,1674676800000,,,,,,1674691199999,,,,,1674676800000,1,1,1,1,,1674691199999,,,,,1674676800000,0.0039960000,0.0040330000,0.0039620000,0.0039700000,6229.5900000000,1674691199999,24.9166331600,327,3067.3000000000,12.2698660000,1674676800000,,,,,,1674691199999,,,,,1674676800000,,,,,,1674691199999,,,,,1674676800000,,,,,,1674691199999,,,,,1674676800000,,,,,,1674691199999,,,,,1674676800000,,,,,,1674691199999,,,,,1674676800000,6.2450000000,6.5630000000,6.2450000000,6.3990000000,2370652.7200000002,1674691199999,15184840.0435000006,41843,1226719.2600000000,7860120.2281099996,1674676800000,,,,,,1674691199999,,,,,1674676800000,,,,,,1674691199999,,,,
1674691200000,,,,,,1674705599999,,,,,1674691200000,,,,,,1674705599999,,,,,1674691200000,0.0208600000,0.0210700000,0.0207900000,0.0210200000,23273.5100000000,1674705599999,487.3608199000,1437,13200.5900000000,276.5362245000,1674691200000,0.0002774000,0.0002798000,0.0002772000,0.0002777000,97435.9900000000,1674705599999,27.1242069200,4113,51140.5000000000,14.2381443600,1674691200000,,,,,,1674705599999,,,,,1674691200000,1,1,1,1,,1674705599999,,,,,1674691200000,0.0039780000,0.0040080000,0.0039620000,0.0039800000,3305.6100000000,1674705599999,13.1794582700,191,1446.4500000000,5.7698808600,1674691200000,,,,,,1674705599999,,,,,1674691200000,,,,,,1674705599999,,,,,1674691200000,,,,,,1674705599999,,,,,1674691200000,,,,,,1674705599999,,,,,1674691200000,,,,,,1674705599999,,,,,1674691200000,6.4000000000,6.4980000000,6.3910000000,6.4250000000,787500.4000000000,1674705599999,5080103.4420200000,16479,379035.4700000000,2445283.4228800000,1674691200000,,,,,,1674705599999,,,,,1674691200000,,,,,,1674705599999,,,,
1674705600000,,,,,,1674719999999,,,,,1674705600000,,,,,,1674719999999,,,,,1674705600000,0.0210400000,0.0210700000,0.0208500000,0.0209000000,19174.4000000000,1674719999999,402.3032090000,883,10527.7700000000,221.0212856000,1674705600000,0.0002778000,0.0002805000,0.0002769000,0.0002784000,84859.2500000000,1674719999999,23.6592515400,3576,42548.9300000000,11.8638522300,1674705600000,,,,,,1674719999999,,,,,1674705600000,1,1,1,1,,1674719999999,,,,,1674705600000,0.0039780000,0.0040120000,0.0039700000,0.0039870000,1782.9900000000,1674719999999,7.1107716000,130,771.3000000000,3.0796294400,1674705600000,,,,,,1674719999999,,,,,1674705600000,,,,,,1674719999999,,,,,1674705600000,,,,,,1674719999999,,,,,1674705600000,,,,,,1674719999999,,,,,1674705600000,,,,,,1674719999999,,,,,1674705600000,6.4250000000,6.4970000000,6.3550000000,6.3950000000,772402.7100000000,1674719999999,4968114.9302000003,14710,398149.1700000000,2560902.5367000001,1674705600000,,,,,,1674719999999,,,,,1674705600000,,,,,,1674719999999,,,,
1674720000000,,,,,,1674734399999,,,,,1674720000000,,,,,,1674734399999,,,,,1674720000000,0.0209200000,0.0210100000,0.0208300000,0.0208600000,15996.3900000000,1674734399999,334.5145794000,885,7621.5500000000,159.4908254000,1674720000000,0.0002785000,0.0002794000,0.0002757000,0.0002764000,93281.3600000000,1674734399999,25.8782910400,3357,45682.9000000000,12.6738766000,1674720000000,,,,,,1674734399999,,,,,1674720000000,1,1,1,1,,1674734399999,,,,,1674720000000,0.0039920000,0.0039980000,0.0039460000,0.0039570000,4359.8200000000,1674734399999,17.2556644500,153,2166.2200000000,8.5728910800,1674720000000,,,,,,1674734399999,,,,,1674720000000,,,,,,1674734399999,,,,,1674720000000,,,,,,1674734399999,,,,,1674720000000,,,,,,1674734399999,,,,,1674720000000,,,,,,1674734399999,,,,,1674720000000,6.3960000000,6.4330000000,6.3010000000,6.3560000000,673669.9300000001,1674734399999,4290274.3955399999,14287,316326.6300000000,2013986.3239000000,1674720000000,,,,,,1674734399999,,,,,1674720000000,,,,,,1674734399999,,,,
1674734400000,,,,,,1674748799999,,,,,1674734400000,,,,,,1674748799999,,,,,1674734400000,0.0208900000,0.0212800000,0.0208400000,0.0210900000,41473.8200000000,1674748799999,874.5659073000,2266,22163.4800000000,467.3906639000,1674734400000,0.0002765000,0.0002829000,0.0002762000,0.0002790000,216104.0600000000,1674748799999,60.5269960700,7669,108585.5800000000,30.4147590500,1674734400000,,,,,,1674748799999,,,,,1674734400000,1,1,1,1,,1674748799999,,,,,1674734400000,0.0039690000,0.0040550000,0.0039590000,0.0040280000,13143.0300000000,1674748799999,52.7364396100,366,4535.1200000000,18.1945511000,1674734400000,,,,,,1674748799999,,,,,1674734400000,,,,,,1674748799999,,,,,1674734400000,,,,,,1674748799999,,,,,1674734400000,,,,,,1674748799999,,,,,1674734400000,,,,,,1674748799999,,,,,1674734400000,6.3560000000,6.5630000000,6.3200000000,6.4070000000,2366577.2000000002,1674748799999,15279456.3417700008,42044,1095214.8400000001,7075646.7630500002,1674734400000,,,,,,1674748799999,,,,,1674734400000,,,,,,1674748799999,,,,
1674748800000,,,,,,1674763199999,,,,,1674748800000,,,,,,1674763199999,,,,,1674748800000,0.0211000000,0.0212900000,0.0209500000,0.0211300000,33531.1500000000,1674763199999,708.5233811000,2077,17955.1600000000,379.5784741000,1674748800000,0.0002790000,0.0002811000,0.0002765000,0.0002798000,133111.4000000000,1674763199999,37.2040401100,5833,61162.0900000000,17.0948928400,1674748800000,,,,,,1674763199999,,,,,1674748800000,1,1,1,1,,1674763199999,,,,,1674748800000,0.0040360000,0.0040590000,0.0040020000,0.0040200000,2797.2700000000,1674763199999,11.2800710100,144,1451.4000000000,5.8496351300,1674748800000,,,,,,1674763199999,,,,,1674748800000,,,,,,1674763199999,,,,,1674748800000,,,,,,1674763199999,,,,,1674748800000,,,,,,1674763199999,,,,,1674748800000,,,,,,1674763199999,,,,,1674748800000,6.4060000000,6.4910000000,6.3200000000,6.4570000000,1497620.4900000000,1674763199999,9624920.4889700003,25778,755338.7300000000,4857060.3051000005,1674748800000,,,,,,1674763199999,,,,,1674748800000,,,,,,1674763199999,,,,
1674763200000,,,,,,1674777599999,,,,,1674763200000,,,,,,1674777599999,,,,,1674763200000,0.0211300000,0.0213200000,0.0211200000,0.0212400000,17979.1700000000,1674777599999,381.4060440000,1053,10314.1800000000,218.8670555000,1674763200000,0.0002799000,0.0002850000,0.0002796000,0.0002812000,117730.1500000000,1674777599999,33.1201173300,4211,64319.7900000000,18.1019665300,1674763200000,,,,,,1674777599999,,,,,1674763200000,1,1,1,1,,1674777599999,,,,,1674763200000,0.0040260000,0.0040690000,0.0040260000,0.0040380000,2777.8300000000,1674777599999,11.2300755600,94,2073.2400000000,8.3841754900,1674763200000,,,,,,1674777599999,,,,,1674763200000,,,,,,1674777599999,,,,,1674763200000,,,,,,1674777599999,,,,,1674763200000,,,,,,1674777599999,,,,,1674763200000,,,,,,1674777599999,,,,,1674763200000,6.4550000000,6.5160000000,6.4350000000,6.4720000000,732421.9300000001,1674777599999,4744781.1586199999,13517,392740.3400000000,2544574.1418099999,1674763200000,,,,,,1674777599999,,,,,1674763200000,,,,,,1674777599999,,,,
1674777600000,,,,,,1674791999999,,,,,1674777600000,,,,,,1674791999999,,,,,1674777600000,0.0212500000,0.0213300000,0.0210000000,0.0210700000,22900.3400000000,1674791999999,483.8556424000,1372,10181.0000000000,215.2032962000,1674777600000,0.0002813000,0.0002823000,0.0002780000,0.0002800000,133810.1000000000,1674791999999,37.4115162700,5338,67788.0200000000,18.9552208400,1674777600000,,,,,,1674791999999,,,,,1674777600000,1,1,1,1,,1674791999999,,,,,1674777600000,0.0040450000,0.0040780000,0.0040150000,0.0040720000,4600.7300000000,1674791999999,18.6041069500,205,2210.5400000000,8.9500791600,1674777600000,,,,,,1674791999999,,,,,1674777600000,,,,,,1674791999999,,,,,1674777600000,,,,,,1674791999999,,,,,1674777600000,,,,,,1674791999999,,,,,1674777600000,,,,,,1674791999999,,,,,1674777600000,6.4720000000,6.5110000000,6.2700000000,6.3770000000,937968.8199999999,1674791999999,5980018.3719199998,20159,430167.6200000000,2743301.0494400002,1674777600000,,,,,,1674791999999,,,,,1674777600000,,,,,,1674791999999,,,,
1674792000000,,,,,,1674806399999,,,,,1674792000000,,,,,,1674806399999,,,,,1674792000000,0.0210600000,0.0211400000,0.0209700000,0.0211100000,9655.3800000000,1674806399999,203.3617938000,604,4965.4700000000,104.6369391000,1674792000000,0.0002800000,0.0002805000,0.0002781000,0.0002797000,57622.8800000000,1674806399999,16.0749472900,2219,28282.4300000000,7.8908131900,1674792000000,,,,,,1674806399999,,,,,1674792000000,1,1,1,1,,1674806399999,,,,,1674792000000,0.0040760000,0.0040850000,0.0040460000,0.0040750000,1405.7000000000,1674806399999,5.7102839900,79,711.3800000000,2.8916255600,1674792000000,,,,,,1674806399999,,,,,1674792000000,,,,,,1674806399999,,,,,1674792000000,,,,,,1674806399999,,,,,1674792000000,,,,,,1674806399999,,,,,1674792000000,,,,,,1674806399999,,,,,1674792000000,6.3780000000,6.4620000000,6.3620000000,6.4520000000,517302.4200000000,1674806399999,3311567.9764899998,9924,259366.4300000000,1660878.9080999999,1674792000000,,,,,,1674806399999,,,,,1674792000000,,,,,,1674806399999,,,,
1674806400000,,,,,,1674820799999,,,,,1674806400000,,,,,,1674820799999,,,,,1674806400000,0.0210900000,0.0211700000,0.0209500000,0.0210800000,28826.2000000000,1674820799999,607.1568907000,806,6564.7800000000,138.3914755000,1674806400000,0.0002796000,0.0002813000,0.0002783000,0.0002799000,80549.1200000000,1674820799999,22.5395639400,3226,39786.0200000000,11.1329675200,1674806400000,,,,,,1674820799999,,,,,1674806400000,1,1,1,1,,1674820799999,,,,,1674806400000,0.0040770000,0.0040890000,0.0040500000,0.0040730000,6749.8800000000,1674820799999,27.4870381600,145,5733.5900000000,23.3553725200,1674806400000,,,,,,1674820799999,,,,,1674806400000,,,,,,1674820799999,,,,,1674806400000,,,,,,1674820799999,,,,,1674806400000,,,,,,1674820799999,,,,,1674806400000,,,,,,1674820799999,,,,,1674806400000,6.4540000000,6.4770000000,6.3730000000,6.4260000000,616689.2200000000,1674820799999,3962199.7438699999,12664,301414.7300000000,1936470.6052100000,1674806400000,,,,,,1674820799999,,,,,1674806400000,,,,,,1674820799999,,,,
1674820800000,,,,,,1674835199999,,,,,1674820800000,,,,,,1674835199999,,,,,1674820800000,0.0210900000,0.0211600000,0.0209700000,0.0210800000,16592.9700000000,1674835199999,349.4027017000,1017,8173.0300000000,172.1754374000,1674820800000,0.0002798000,0.0002806000,0.0002775000,0.0002791000,110009.4100000000,1674835199999,30.6967333600,3772,47141.4400000000,13.1557384100,1674820800000,,,,,,1674835199999,,,,,1674820800000,1,1,1,1,,1674835199999,,,,,1674820800000,0.0040730000,0.0040950000,0.0040440000,0.0040670000,6993.5300000000,1674835199999,28.4693334200,204,5173.4500000000,21.0771589400,1674820800000,,,,,,1674835199999,,,,,1674820800000,,,,,,1674835199999,,,,,1674820800000,,,,,,1674835199999,,,,,1674820800000,,,,,,1674835199999,,,,,1674820800000,,,,,,1674835199999,,,,,1674820800000,6.4260000000,6.4700000000,6.3420000000,6.4040000000,1013024.3000000000,1674835199999,6490735.1278799996,19628,503056.3300000000,3223661.4979800000,1674820800000,,,,,,1674835199999,,,,,1674820800000,,,,,,1674835199999,,,,
1674835200000,,,,,,1674849599999,,,,,1674835200000,,,,,,1674849599999,,,,,1674835200000,0.0210700000,0.0211500000,0.0210200000,0.0211500000,9552.9500000000,1674849599999,201.3331943000,593,4860.2500000000,102.4957818000,1674835200000,0.0002792000,0.0002810000,0.0002787000,0.0002810000,77746.4600000000,1674849599999,21.7501896100,2770,40787.0100000000,11.4128328700,1674835200000,,,,,,1674849599999,,,,,1674835200000,1,1,1,1,,1674849599999,,,,,1674835200000,0.0040700000,0.0040760000,0.0040290000,0.0040570000,4923.0500000000,1674849599999,19.9468098500,223,3151.1300000000,12.7641039400,1674835200000,,,,,,1674849599999,,,,,1674835200000,,,,,,1674849599999,,,,,1674835200000,,,,,,1674849599999,,,,,1674835200000,,,,,,1674849599999,,,,,1674835200000,,,,,,1674849599999,,,,,1674835200000,6.4040000000,6.5360000000,6.3990000000,6.5340000000,820217.4500000000,1674849599999,5311931.4671000000,14317,427248.2300000000,2766994.9135199999,1674835200000,,,,,,1674849599999,,,,,1674835200000,,,,,,1674849599999,,,,
1674849600000,,,,,,1674863999999,,,,,1674849600000,,,,,,1674863999999,,,,,1674849600000,0.0211400000,0.0214800000,0.0210800000,0.0213700000,25309.0600000000,1674863999999,538.2200079000,1546,13051.3200000000,277.6253495000,1674849600000,0.0002809000,0.0002854000,0.0002796000,0.0002853000,210934.6500000000,1674863999999,59.6037198400,6514,142409.6100000000,40.2751808900,1674849600000,,,,,,1674863999999,,,,,1674849600000,1,1,1,1,,1674863999999,,,,,1674849600000,0.0040570000,0.0041190000,0.0040370000,0.0041140000,3774.6700000000,1674863999999,15.3825371500,236,1755.8200000000,7.1569248900,1674849600000,,,,,,1674863999999,,,,,1674849600000,,,,,,1674863999999,,,,,1674849600000,,,,,,1674863999999,,,,,1674849600000,,,,,,1674863999999,,,,,1674849600000,,,,,,1674863999999,,,,,1674849600000,6.5340000000,6.6230000000,6.4800000000,6.5850000000,1459945.5800000001,1674863999999,9556945.3028299995,22685,716462.0500000000,4688368.0690099997,1674849600000,,,,,,1674863999999,,,,,1674849600000,,,,,,1674863999999,,,,
1674864000000,,,,,,1674878399999,,,,,1674864000000,,,,,,1674878399999,,,,,1674864000000,0.0213800000,0.0215300000,0.0212900000,0.0213800000,36816.1500000000,1674878399999,788.6563914000,1254,26020.3400000000,557.5476570000,1674864000000,0.0002854000,0.0002876000,0.0002842000,0.0002851000,103121.3800000000,1674878399999,29.4750736500,4434,51025.9800000000,14.5881001500,1674864000000,,,,,,1674878399999,,,,,1674864000000,1,1,1,1,,1674878399999,,,,,1674864000000,0.0041200000,0.0041520000,0.0041090000,0.0041200000,8202.6400000000,1674878399999,33.8499756400,219,5085.3400000000,20.9942995800,1674864000000,,,,,,1674878399999,,,,,1674864000000,,,,,,1674878399999,,,,,1674864000000,,,,,,1674878399999,,,,,1674864000000,,,,,,1674878399999,,,,,1674864000000,,,,,,1674878399999,,,,,1674864000000,6.5850000000,6.6640000000,6.5580000000,6.5920000000,858046.0600000001,1674878399999,5667259.4123700000,17334,440110.9500000000,2907363.0252399999,1674864000000,,,,,,1674878399999,,,,,1674864000000,,,,,,1674878399999,,,,
1674878400000,,,,,,1674892799999,,,,,1674878400000,,,,,,1674892799999,,,,,1674878400000,0.0213900000,0.0214200000,0.0210200000,0.0211300000,23501.2900000000,1674892799999,499.0233007000,1368,11012.5600000000,233.9711907000,1674878400000,0.0002850000,0.0002879000,0.0002815000,0.0002835000,119007.4400000000,1674892799999,33.9673981400,4073,45533.5600000000,12.9888966000,1674878400000,,,,,,1674892799999,,,,,1674878400000,1,1,1,1,,1674892799999,,,,,1674878400000,0.0041300000,0.0041540000,0.0040700000,0.0040870000,1665.9000000000,1674892799999,6.8561484000,157,473.9200000000,1.9547391200,1674878400000,,,,,,1674892799999,,,,,1674878400000,,,,,,1674892799999,,,,,1674878400000,,,,,,1674892799999,,,,,1674878400000,,,,,,1674892799999,,,,,1674878400000,,,,,,1674892799999,,,,,1674878400000,6.5920000000,6.6430000000,6.4580000000,6.5180000000,699362.5400000000,1674892799999,4593732.3530000001,14764,328250.1400000000,2157041.9040000001,1674878400000,,,,,,1674892799999,,,,,1674878400000,,,,,,1674892799999,,,,
1674892800000,,,,,,1674907199999,,,,,1674892800000,,,,,,1674907199999,,,,,1674892800000,0.0211200000,0.0211800000,0.0210700000,0.0211500000,8037.3400000000,1674907199999,169.7954780000,519,3965.3500000000,83.8138423000,1674892800000,0.0002835000,0.0002839000,0.0002817000,0.0002829000,44789.0400000000,1674907199999,12.6634393100,2048,22850.1800000000,6.4613440400,1674892800000,,,,,,1674907199999,,,,,1674892800000,1,1,1,1,,1674907199999,,,,,1674892800000,0.0040950000,0.0041080000,0.0040800000,0.0041000000,2613.1900000000,1674907199999,10.7010269900,135,1220.5800000000,4.9976683900,1674892800000,,,,,,1674907199999,,,,,1674892800000,,,,,,1674907199999,,,,,1674892800000,,,,,,1674907199999,,,,,1674892800000,,,,,,1674907199999,,,,,1674892800000,,,,,,1674907199999,,,,,1674892800000,6.5190000000,6.5310000000,6.4650000000,6.5040000000,412292.0900000000,1674907199999,2678708.4604799999,9214,206875.7900000000,1344362.0417400000,1674892800000,,,,,,1674907199999,,,,,1674892800000,,,,,,1674907199999,,,,
1674907200000,,,,,,1674921599999,,,,,1674907200000,,,,,,1674921599999,,,,,1674907200000,0.0211600000,0.0211600000,0.0208500000,0.0210200000,40036.5200000000,1674921599999,841.0068122000,1421,12674.9700000000,266.3439884000,1674907200000,0.0002830000,0.0002832000,0.0002767000,0.0002798000,119154.5200000000,1674921599999,33.2912466700,5327,51020.3500000000,14.2539979200,1674907200000,,,,,,1674921599999,,,,,1674907200000,1,1,1,1,,1674921599999,,,,,1674907200000,0.0040940000,0.0040940000,0.0040370000,0.0040810000,4223.7200000000,1674921599999,17.1970512400,197,1277.5800000000,5.2017674700,1674907200000,,,,,,1674921599999,,,,,1674907200000,,,,,,1674921599999,,,,,1674907200000,,,,,,1674921599999,,,,,1674907200000,,,,,,1674921599999,,,,,1674907200000,,,,,,1674921599999,,,,,1674907200000,6.5030000000,6.5070000000,6.3290000000,6.4400000000,968278.3000000000,1674921599999,6201820.1885299999,18874,494928.6300000000,3169935.8548300001,1674907200000,,,,,,1674921599999,,,,,1674907200000,,,,,,1674921599999,,,,
