USDTADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTBNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTBTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTDAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTDOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTLINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTLTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTSOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTTRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,USDTXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1679601600000,2.6702269693,2.6702269693,2.7225701062,2.6917900404,,1679615999999,,,,,1679601600000,0.0570776256,0.0567536890,0.0574712644,0.0570125428,,1679615999999,,,,,1679601600000,0.0030321407,0.0030303030,0.0030515716,0.0030358227,,1679615999999,,,,,1679601600000,0.0000352487,0.0000351642,0.0000357552,0.0000353414,,1679615999999,,,,,1679601600000,1.0020000000,1.0024000000,1.0020000000,1.0023000000,291887.9000000000,1679615999999,292542.0419600000,687,188029.6000000000,188458.3759600000,1679601600000,0.1582028160,0.1580527896,0.1609787508,0.1582028160,,1679615999999,,,,,1679601600000,0.0005491941,0.0005491156,0.0005547696,0.0005513317,,1679615999999,,,,,1679601600000,0.1329787234,0.1309414692,0.1337077149,0.1314060447,,1679615999999,,,,,1679601600000,0.0106632544,0.0106439596,0.0108873163,0.0106826194,,1679615999999,,,,,1679601600000,0.8870753127,0.8791208791,0.8946144212,0.8802816901,,1679615999999,,,,,1679601600000,0.0452693526,0.0449438202,0.0456829603,0.0451263538,,1679615999999,,,,,1679601600000,15.3846153846,15.0082545400,15.4440154440,15.3374233129,,1679615999999,,,,,1679601600000,1,1,1,1,,1679615999999,,,,,1679601600000,10.8342361863,10.7991360691,10.9289617486,10.8225108225,,1679615999999,,,,,1679601600000,2.2542831380,2.2396416573,2.2846698652,2.2532672375,,1679615999999,,,,
1679616000000,2.6910656620,2.6845637584,2.7419797094,2.7329871550,,1679630399999,,,,,1679616000000,0.0570125428,0.0566572238,0.0574052813,0.0572409845,,1679630399999,,,,,1679616000000,0.0030358227,0.0030303030,0.0030581040,0.0030562347,,1679630399999,,,,,1679616000000,0.0000353414,0.0000352432,0.0000355431,0.0000354359,,1679630399999,,,,,1679616000000,1.0023000000,1.0028000000,1.0019000000,1.0025000000,858219.6000000000,1679630399999,860297.7475200000,1091,674557.5000000000,676226.2243400000,1679616000000,0.1582028160,0.1577038322,0.1592103168,0.1591849729,,1679630399999,,,,,1679616000000,0.0005513348,0.0005497556,0.0005535535,0.0005517728,,1679630399999,,,,,1679616000000,0.1314405889,0.1305653480,0.1332090049,0.1329964091,,1679630399999,,,,,1679616000000,0.0106826194,0.0106247344,0.0108260258,0.0107100782,,1679630399999,,,,,1679616000000,0.8802042074,0.8738203425,0.8862891075,0.8784258609,,1679630399999,,,,,1679616000000,0.0451263538,0.0449034576,0.0454132607,0.0452693526,,1679630399999,,,,,1679616000000,15.3350713081,15.2601861743,15.4440154440,15.3280196199,,1679630399999,,,,,1679616000000,1,1,1,1,,1679630399999,,,,,1679616000000,10.8225108225,10.7874865156,10.9289617486,10.9051254089,,1679630399999,,,,,1679616000000,2.2537750732,2.2522522523,2.3185717598,2.3132084201,,1679630399999,,,,
1679630400000,2.7337342810,2.7151778441,2.7495188342,2.7218290691,,1679644799999,,,,,1679630400000,0.0572409845,0.0571428571,0.0577700751,0.0574382539,,1679644799999,,,,,1679630400000,0.0030562347,0.0030525031,0.0030788177,0.0030778701,,1679644799999,,,,,1679630400000,0.0000354359,0.0000352916,0.0000355845,0.0000353674,,1679644799999,,,,,1679630400000,1.0025000000,1.0025000000,1.0018000000,1.0018000000,359675.9000000000,1679644799999,360439.9113900000,548,81482.3000000000,81652.1069800000,1679630400000,0.1591849729,0.1580278129,0.1599488164,0.1582528881,,1679644799999,,,,,1679630400000,0.0005517698,0.0005502124,0.0005545943,0.0005509096,,1679644799999,,,,,1679630400000,0.1329964091,0.1326963907,0.1342462075,0.1337792642,,1679644799999,,,,,1679630400000,0.0107100782,0.0104188373,0.0107411386,0.0105075129,,1679644799999,,,,,1679630400000,0.8784258609,0.8710801394,0.8804366966,0.8734387283,,1679644799999,,,,,1679630400000,0.0452898551,0.0451671183,0.0457247371,0.0454752160,,1679644799999,,,,,1679630400000,15.3256704981,15.2625152625,15.6054931336,15.6006240250,,1679644799999,,,,,1679630400000,1,1,1,1,,1679644799999,,,,,1679630400000,10.9170305677,10.8932461874,10.9890109890,10.9529025192,,1679644799999,,,,,1679630400000,2.3137436372,2.2841480128,2.3364485981,2.3084025854,,1679644799999,,,,
1679644800000,2.7210884354,2.7166530834,2.7824151363,2.7555800496,,1679659199999,,,,,1679644800000,0.0574382539,0.0573394495,0.0587889477,0.0579710145,,1679659199999,,,,,1679644800000,0.0030788177,0.0030759766,0.0031094527,0.0030883261,,1679659199999,,,,,1679644800000,0.0000353675,0.0000353410,0.0000357981,0.0000356125,,1679659199999,,,,,1679644800000,1.0018000000,1.0022000000,1.0016000000,1.0016000000,430340.9000000000,1679659199999,431137.2274400000,578,227127.5000000000,227577.2215500000,1679644800000,0.1582278481,0.1579030475,0.1639075561,0.1622586403,,1679659199999,,,,,1679644800000,0.0005509096,0.0005504759,0.0005628159,0.0005588091,,1679659199999,,,,,1679644800000,0.1337792642,0.1337792642,0.1377790025,0.1361285053,,1679659199999,,,,,1679644800000,0.0105075129,0.0104547831,0.0109685203,0.0108944329,,1679659199999,,,,,1679644800000,0.8733624454,0.8715356458,0.9048954846,0.8994423457,,1679659199999,,,,,1679644800000,0.0454959054,0.0454132607,0.0465983225,0.0460193281,,1679659199999,,,,,1679644800000,15.6030581994,15.5569383945,15.8629441624,15.7678965626,,1679659199999,,,,,1679644800000,1,1,1,1,,1679659199999,,,,,1679644800000,10.9529025192,10.9529025192,11.2107623318,11.1111111111,,1679659199999,,,,,1679644800000,2.3084025854,2.3020257827,2.3568230026,2.3299161230,,1679659199999,,,,
1679659200000,2.7563395810,2.7563395810,2.8050490884,2.7601435275,,1679673599999,,,,,1679659200000,0.0579710145,0.0577700751,0.0590667454,0.0583430572,,1679673599999,,,,,1679659200000,0.0030892802,0.0030826141,0.0031298905,0.0031152648,,1679673599999,,,,,1679659200000,0.0000356125,0.0000353945,0.0000359260,0.0000356913,,1679673599999,,,,,1679659200000,1.0019000000,1.0023000000,1.0014000000,1.0016000000,665565.8000000000,1679673599999,666724.4262300000,923,299713.9000000000,300220.3083800000,1679659200000,0.1622586403,0.1621271077,0.1657000829,0.1646632636,,1679673599999,,,,,1679659200000,0.0005588122,0.0005588122,0.0005704507,0.0005659278,,1679673599999,,,,,1679659200000,0.1360729351,0.1348435814,0.1375705049,0.1364442625,,1679673599999,,,,,1679659200000,0.0108932462,0.0108073057,0.0111234705,0.0109493047,,1679673599999,,,,,1679659200000,0.8993614534,0.8938946992,0.9182736455,0.9150805271,,1679673599999,,,,,1679659200000,0.0460193281,0.0460193281,0.0476417342,0.0471698113,,1679673599999,,,,,1679659200000,15.7678965626,15.5836060464,15.7828282828,15.6568028809,,1679673599999,,,,,1679659200000,1,1,1,1,,1679673599999,,,,,1679659200000,11.1111111111,10.9769484083,11.3378684807,11.1982082867,,1679673599999,,,,,1679659200000,2.3304591004,2.3293733986,2.3736055068,2.3435669088,,1679673599999,,,,
1679673600000,2.7601435275,2.7442371021,2.7932960894,2.7525461051,,1679687999999,,,,,1679673600000,0.0583771162,0.0581395349,0.0600240096,0.0586166471,,1679687999999,,,,,1679673600000,0.0031152648,0.0031017370,0.0031555696,0.0031046259,,1679687999999,,,,,1679673600000,0.0000356913,0.0000356384,0.0000363322,0.0000359433,,1679687999999,,,,,1679673600000,1.0016000000,1.0019000000,1.0010000000,1.0016000000,562291.8000000000,1679687999999,563142.4593200000,1246,289526.5000000000,289983.4035400000,1679673600000,0.1646903821,0.1636393389,0.1677852349,0.1646090535,,1679687999999,,,,,1679673600000,0.0005659310,0.0005649686,0.0005792400,0.0005669384,,1679687999999,,,,,1679673600000,0.1364815068,0.1360729351,0.1399972001,0.1372872048,,1679687999999,,,,,1679673600000,0.0109493047,0.0107261611,0.0112271247,0.0109373291,,1679687999999,,,,,1679673600000,0.9150805271,0.9102494083,0.9405568096,0.9142439203,,1679687999999,,,,,1679673600000,0.0471475719,0.0468823254,0.0493583416,0.0481927711,,1679687999999,,,,,1679673600000,15.6568028809,15.6030581994,15.9515074175,15.6813548691,,1679687999999,,,,,1679673600000,1,1,1,1,,1679687999999,,,,,1679673600000,11.2107623318,11.1856823266,11.4942528736,11.2233445567,,1679687999999,,,,,1679673600000,2.3441162682,2.3239600279,2.4148756339,2.3468669326,,1679687999999,,,,
1679688000000,2.7525461051,2.7495188342,2.8153153153,2.7808676307,,1679702399999,,,,,1679688000000,0.0586166471,0.0585480094,0.0596302922,0.0589970501,,1679702399999,,,,,1679688000000,0.0031036623,0.0030959752,0.0031407035,0.0031046259,,1679702399999,,,,,1679688000000,0.0000359433,0.0000358938,0.0000370370,0.0000364239,,1679702399999,,,,,1679688000000,1.0016000000,1.0019000000,1.0013000000,1.0015000000,475866.8000000000,1679702399999,476667.3807400000,893,261799.8000000000,262254.1129100000,1679688000000,0.1645819618,0.1643115347,0.1680672269,0.1660853679,,1679702399999,,,,,1679688000000,0.0005669384,0.0005666878,0.0005785463,0.0005715690,,1679702399999,,,,,1679688000000,0.1372683596,0.1371742112,0.1406271973,0.1390627173,,1679702399999,,,,,1679688000000,0.0109373291,0.0106382979,0.0112007168,0.0106860440,,1679702399999,,,,,1679688000000,0.9141603437,0.9062896502,0.9291953169,0.9117432531,,1679702399999,,,,,1679688000000,0.0481695568,0.0480769231,0.0491883915,0.0484027106,,1679702399999,,,,,1679688000000,15.6838143036,15.6666144446,15.9134309357,15.7703832203,,1679702399999,,,,,1679688000000,1,1,1,1,,1679702399999,,,,,1679688000000,11.2233445567,11.1982082867,11.3765642776,11.2739571590,,1679702399999,,,,,1679688000000,2.3474178404,2.3413720440,2.3998080154,2.3479690068,,1679702399999,,,,
1679702400000,2.7800945232,2.7685492802,2.7901785714,2.7800945232,,1679716799999,,,,,1679702400000,0.0589622642,0.0583090379,0.0592768228,0.0586510264,,1679716799999,,,,,1679702400000,0.0031046259,0.0030797659,0.0031104199,0.0030883261,,1679716799999,,,,,1679702400000,0.0000364240,0.0000361556,0.0000364697,0.0000362560,,1679716799999,,,,,1679702400000,1.0014000000,1.0018000000,1.0011000000,1.0016000000,501782.6000000000,1679716799999,502487.6221700000,444,427915.9000000000,428518.7833900000,1679702400000,0.1660577881,0.1644736842,0.1666666667,0.1650709805,,1679716799999,,,,,1679702400000,0.0005715690,0.0005673984,0.0005725803,0.0005694761,,1679716799999,,,,,1679702400000,0.1390627173,0.1378549766,0.1398405817,0.1385425326,,1679716799999,,,,,1679702400000,0.0106860440,0.0106033294,0.0108908734,0.0108565845,,1679716799999,,,,,1679702400000,0.9116601331,0.8985533291,0.9135757354,0.9026900162,,1679716799999,,,,,1679702400000,0.0484027106,0.0477783086,0.0484966052,0.0482625483,,1679716799999,,,,,1679702400000,15.7703832203,15.5400155400,15.7703832203,15.5836060464,,1679716799999,,,,,1679702400000,1,1,1,1,,1679716799999,,,,,1679702400000,11.2612612613,11.1607142857,11.3122171946,11.1856823266,,1679716799999,,,,,1679702400000,2.3474178404,2.3174971031,2.3679848449,2.3245002325,,1679716799999,,,,
1679716800000,2.7808676307,2.7563395810,2.7995520717,2.7677830058,,1679731199999,,,,,1679716800000,0.0586854460,0.0584453536,0.0594177065,0.0593824228,,1679731199999,,,,,1679716800000,0.0030873726,0.0030816641,0.0031036623,0.0030902349,,1679731199999,,,,,1679716800000,0.0000362560,0.0000362211,0.0000365285,0.0000363830,,1679731199999,,,,,1679716800000,1.0015000000,1.0018000000,1.0013000000,1.0018000000,206059.0000000000,1679731199999,206379.8362800000,354,115079.8000000000,115268.3892800000,1679716800000,0.1650437366,0.1647989453,0.1668056714,0.1661405549,,1679731199999,,,,,1679716800000,0.0005694761,0.0005684693,0.0005741649,0.0005723279,,1679731199999,,,,,1679716800000,0.1385809313,0.1381788034,0.1400756408,0.1399384271,,1679731199999,,,,,1679716800000,0.0108577633,0.0107192625,0.0108896875,0.0107851596,,1679731199999,,,,,1679716800000,0.9026085387,0.9006574800,0.9124920157,0.9105809506,,1679731199999,,,,,1679716800000,0.0482392668,0.0480538203,0.0487804878,0.0484966052,,1679731199999,,,,,1679716800000,15.5836060464,15.5714730614,15.7158573000,15.7158573000,,1679731199999,,,,,1679716800000,1,1,1,1,,1679731199999,,,,,1679716800000,11.1856823266,10.9769484083,11.1982082867,11.1358574610,,1679731199999,,,,,1679716800000,2.3239600279,2.2089684118,2.3326335433,2.2471910112,,1679731199999,,,,
1679731200000,2.7677830058,2.7624309392,2.7901785714,2.7847396268,,1679745599999,,,,,1679731200000,0.0593824228,0.0593119810,0.0600240096,0.0596658711,,1679745599999,,,,,1679731200000,0.0030911901,0.0030826141,0.0031036623,0.0030873726,,1679745599999,,,,,1679731200000,0.0000363830,0.0000363137,0.0000366169,0.0000364203,,1679745599999,,,,,1679731200000,1.0017000000,1.0018000000,1.0016000000,1.0017000000,205637.4000000000,1679745599999,205989.1171100000,420,99720.6000000000,99896.1251400000,1679731200000,0.1661681622,0.1657550141,0.1674480911,0.1663339987,,1679745599999,,,,,1679731200000,0.0005723247,0.0005712295,0.0005760203,0.0005729838,,1679745599999,,,,,1679731200000,0.1399580126,0.1398405817,0.1416430595,0.1406074241,,1679745599999,,,,,1679731200000,0.0107851596,0.0106530308,0.0109613066,0.0106963312,,1679745599999,,,,,1679731200000,0.9105809506,0.9081002543,0.9214891264,0.9157509158,,1679745599999,,,,,1679731200000,0.0485201359,0.0482858522,0.0490196078,0.0484027106,,1679745599999,,,,,1679731200000,15.7133878064,15.6347717323,15.7753588894,15.7035175879,,1679745599999,,,,,1679731200000,1,1,1,1,,1679745599999,,,,,1679731200000,11.1234705228,11.0132158590,11.2359550562,11.0132158590,,1679745599999,,,,,1679731200000,2.2471910112,2.2296544036,2.2799817601,2.2371364653,,1679745599999,,,,
1679745600000,2.7847396268,2.7708506511,2.8352707684,2.7808676307,,1679759999999,,,,,1679745600000,0.0596658711,0.0592768228,0.0601322910,0.0595238095,,1679759999999,,,,,1679745600000,0.0030864198,0.0030778701,0.0030988534,0.0030854674,,1679759999999,,,,,1679745600000,0.0000364203,0.0000359876,0.0000365535,0.0000361697,,1679759999999,,,,,1679745600000,1.0017000000,1.0017000000,1.0010000000,1.0013000000,452771.5000000000,1679759999999,453418.5036700000,925,150450.4000000000,150670.8536100000,1679745600000,0.1663063363,0.1654807215,0.1675603217,0.1661129568,,1679759999999,,,,,1679745600000,0.0005729871,0.0005671410,0.0005751159,0.0005698233,,1679759999999,,,,,1679745600000,0.1406271973,0.1399188471,0.1419849496,0.1402524544,,1679759999999,,,,,1679745600000,0.0106974754,0.0106723586,0.0108849461,0.0108143182,,1679759999999,,,,,1679745600000,0.9155832265,0.9050592814,0.9235315848,0.9087604507,,1679759999999,,,,,1679745600000,0.0484027106,0.0476644423,0.0486381323,0.0479156684,,1679759999999,,,,,1679745600000,15.7059839799,15.5520995334,15.7405949945,15.6274417878,,1679759999999,,,,,1679745600000,1,1,1,1,,1679759999999,,,,,1679745600000,11.0253583241,10.7991360691,11.1111111111,10.8695652174,,1679759999999,,,,,1679745600000,2.2376370553,2.1584286639,2.2686025408,2.1819768710,,1679759999999,,,,
1679760000000,2.7816411683,2.7708506511,2.8677946659,2.8612303290,,1679774399999,,,,,1679760000000,0.0595238095,0.0594177065,0.0610128127,0.0609013398,,1679774399999,,,,,1679760000000,0.0030854674,0.0030826141,0.0031347962,0.0031279324,,1679774399999,,,,,1679760000000,0.0000361697,0.0000360620,0.0000368194,0.0000367787,,1679774399999,,,,,1679760000000,1.0012000000,1.0014000000,1.0010000000,1.0012000000,566017.0000000000,1679774399999,566662.5038100000,3556,190695.9000000000,190938.6166000000,1679760000000,0.1661405549,0.1657550141,0.1715265866,0.1709401709,,1679774399999,,,,,1679760000000,0.0005698233,0.0005689059,0.0005830258,0.0005824180,,1679774399999,,,,,1679760000000,0.1402327864,0.1399384271,0.1434720230,0.1430205950,,1679774399999,,,,,1679760000000,0.0108143182,0.0107863229,0.0111098767,0.0110840168,,1679774399999,,,,,1679760000000,0.9089256499,0.9063717937,0.9417082588,0.9394964299,,1679774399999,,,,,1679760000000,0.0478927203,0.0478240077,0.0497760080,0.0496524330,,1679774399999,,,,,1679760000000,15.6274417878,15.5981906099,15.9642401022,15.9235668790,,1679774399999,,,,,1679760000000,1,1,1,1,,1679774399999,,,,,1679760000000,10.8577633008,10.7526881720,11.0741971207,11.0497237569,,1679774399999,,,,,1679760000000,2.1815008726,2.1505376344,2.2316447222,2.2237046920,,1679774399999,,,,
1679774400000,2.8620492272,2.8296547821,2.8686173264,2.8457598179,,1679788799999,,,,,1679774400000,0.0609384522,0.0591715976,0.0610500611,0.0592066311,,1679788799999,,,,,1679774400000,0.0031279324,0.0030969340,0.0031328321,0.0031017370,,1679788799999,,,,,1679774400000,0.0000367786,0.0000363249,0.0000368242,0.0000364127,,1679788799999,,,,,1679774400000,1.0012000000,1.0019000000,1.0009000000,1.0019000000,763785.4000000000,1679788799999,764944.7991100000,1702,654862.0000000000,655901.8102600001,1679774400000,0.1710278775,0.1690331305,0.1714089818,0.1693480102,,1679788799999,,,,,1679774400000,0.0005824214,0.0005734208,0.0005837405,0.0005740924,,1679788799999,,,,,1679774400000,0.1430410528,0.1411034288,0.1434514417,0.1413427562,,1679788799999,,,,,1679774400000,0.0110827884,0.0109086942,0.0110901630,0.0109289617,,1679788799999,,,,,1679774400000,0.9395847036,0.9262689885,0.9410878976,0.9271277582,,1679788799999,,,,,1679774400000,0.0496770989,0.0488997555,0.0497265042,0.0489955904,,1679788799999,,,,,1679774400000,15.9235668790,15.6985871272,15.9438775510,15.7035175879,,1679788799999,,,,,1679774400000,1,1,1,1,,1679788799999,,,,,1679774400000,11.0375275938,10.9289617486,11.1482720178,11.0253583241,,1679788799999,,,,,1679774400000,2.2237046920,2.1949078139,2.2722108612,2.2578460149,,1679788799999,,,,
1679788800000,2.8465698833,2.8113578859,2.8677946659,2.8208744711,,1679803199999,,,,,1679788800000,0.0592066311,0.0586510264,0.0593119810,0.0587544066,,1679803199999,,,,,1679788800000,0.0031017370,0.0030864198,0.0031084862,0.0030921459,,1679803199999,,,,,1679788800000,0.0000364127,0.0000361664,0.0000364727,0.0000363250,,1679803199999,,,,,1679788800000,1.0018000000,1.0022000000,1.0015000000,1.0020000000,1093610.7000000000,1679803199999,1095731.6784399999,1177,694668.9000000000,696026.2622000000,1679788800000,0.1693480102,0.1669170422,0.1701258932,0.1676445935,,1679803199999,,,,,1679788800000,0.0005740924,0.0005692783,0.0005749406,0.0005715690,,1679803199999,,,,,1679788800000,0.1413627368,0.1394894685,0.1418640942,0.1403114915,,1679803199999,,,,,1679788800000,0.0109301563,0.0106382979,0.0110448421,0.0107135205,,1679803199999,,,,,1679788800000,0.9271277582,0.9173470324,0.9324009324,0.9259259259,,1679803199999,,,,,1679788800000,0.0490196078,0.0481695568,0.0492853622,0.0483792937,,1679803199999,,,,,1679788800000,15.7010519705,15.3893505694,15.7430730479,15.5351871990,,1679803199999,,,,,1679788800000,1,1,1,1,,1679803199999,,,,,1679788800000,11.0253583241,10.8932461874,11.0619469027,10.9051254089,,1679803199999,,,,,1679788800000,2.2578460149,2.2138587558,2.2711787418,2.2296544036,,1679803199999,,,,
1679803200000,2.8208744711,2.7956388035,2.8272547357,2.8145229384,,1679817599999,,,,,1679803200000,0.0587544066,0.0583430572,0.0590318772,0.0587889477,,1679817599999,,,,,1679803200000,0.0030931024,0.0030835646,0.0030959752,0.0030864198,,1679817599999,,,,,1679803200000,0.0000363250,0.0000362701,0.0000364138,0.0000363571,,1679817599999,,,,,1679803200000,1.0020000000,1.0024000000,1.0015000000,1.0018000000,505685.7000000000,1679817599999,506688.6742900000,522,257440.7000000000,257968.0788800000,1679803200000,0.1676445935,0.1661957786,0.1681237391,0.1666388935,,1679817599999,,,,,1679803200000,0.0005715657,0.0005695669,0.0005727377,0.0005705971,,1679817599999,,,,,1679803200000,0.1403114915,0.1391014049,0.1405481377,0.1401148942,,1679817599999,,,,,1679803200000,0.0107135205,0.0105474106,0.0107422924,0.0106974754,,1679817599999,,,,,1679803200000,0.9259259259,0.9176837662,0.9283327144,0.9207255317,,1679817599999,,,,,1679803200000,0.0483792937,0.0478927203,0.0484730974,0.0481695568,,1679817599999,,,,,1679803200000,15.5351871990,15.5303618574,15.7903047529,15.6470035988,,1679817599999,,,,,1679803200000,1,1,1,1,,1679817599999,,,,,1679803200000,10.9051254089,10.8342361863,10.9649122807,10.8577633008,,1679817599999,,,,,1679803200000,2.2301516503,2.1758050479,2.2401433692,2.1905805038,,1679817599999,,,,
1679817600000,2.8137310073,2.7824151363,2.8192839019,2.7925160570,,1679831999999,,,,,1679817600000,0.0587889477,0.0582072177,0.0589622642,0.0585480094,,1679831999999,,,,,1679817600000,0.0030864198,0.0030543677,0.0030892802,0.0030562347,,1679831999999,,,,,1679817600000,0.0000363571,0.0000358229,0.0000363901,0.0000358861,,1679831999999,,,,,1679817600000,1.0017000000,1.0019000000,1.0011000000,1.0014000000,245614.8000000000,1679831999999,245940.9046300000,745,57538.0000000000,57618.4937700000,1679817600000,0.1666388935,0.1648804617,0.1670285619,0.1654533422,,1679831999999,,,,,1679817600000,0.0005705971,0.0005593967,0.0005714939,0.0005625056,,1679831999999,,,,,1679817600000,0.1400756408,0.1379310345,0.1402327864,0.1385617293,,1679831999999,,,,,1679817600000,0.0106974754,0.0105965879,0.0107469103,0.0106462259,,1679831999999,,,,,1679817600000,0.9207255317,0.9022827754,0.9246417013,0.9038322487,,1679831999999,,,,,1679817600000,0.0481695568,0.0477099237,0.0483091787,0.0480076812,,1679831999999,,,,,1679817600000,15.6494522692,15.4750851130,15.6666144446,15.5738981467,,1679831999999,,,,,1679817600000,1,1,1,1,,1679831999999,,,,,1679817600000,10.8577633008,10.8225108225,10.9289617486,10.8342361863,,1679831999999,,,,,1679817600000,2.1905805038,2.1588946459,2.2007042254,2.1848372296,,1679831999999,,,,
1679832000000,2.7925160570,2.7670171555,2.8176951254,2.8105677347,,1679846399999,,,,,1679832000000,0.0585480094,0.0578368999,0.0585480094,0.0584453536,,1679846399999,,,,,1679832000000,0.0030553009,0.0030441400,0.0030740855,0.0030609122,,1679846399999,,,,,1679832000000,0.0000358861,0.0000354680,0.0000361076,0.0000359662,,1679846399999,,,,,1679832000000,1.0013000000,1.0022000000,1.0012000000,1.0015000000,321656.2000000000,1679846399999,322165.6799400000,1049,200582.8000000000,200915.9896100000,1679832000000,0.1654533422,0.1637465204,0.1663339987,0.1659475606,,1679846399999,,,,,1679832000000,0.0005625025,0.0005552471,0.0005704441,0.0005672761,,1679846399999,,,,,1679832000000,0.1385617293,0.1371742112,0.1397428731,0.1392175971,,1679846399999,,,,,1679832000000,0.0106462259,0.0105474106,0.0108448108,0.0107944732,,1679846399999,,,,,1679832000000,0.9037505648,0.8931761343,0.9192866336,0.9166743056,,1679846399999,,,,,1679832000000,0.0479846449,0.0473036897,0.0482160077,0.0480307397,,1679846399999,,,,,1679832000000,15.5738981467,15.4583397743,15.6862745098,15.6250000000,,1679846399999,,,,,1679832000000,1,1,1,1,,1679846399999,,,,,1679832000000,10.8225108225,10.8108108108,11.0253583241,10.9769484083,,1679846399999,,,,,1679832000000,2.1848372296,2.1767522856,2.2482014388,2.2391401702,,1679846399999,,,,
1679846400000,2.8105677347,2.8081999438,2.8449502134,2.8176951254,,1679860799999,,,,,1679846400000,0.0584112150,0.0581057525,0.0587544066,0.0585480094,,1679860799999,,,,,1679846400000,0.0030599755,0.0030450670,0.0030712531,0.0030478513,,1679860799999,,,,,1679846400000,0.0000359662,0.0000357979,0.0000361858,0.0000359351,,1679860799999,,,,,1679846400000,1.0015000000,1.0026000000,1.0014000000,1.0017000000,400902.1000000000,1679860799999,401674.6749100000,633,238156.8000000000,238627.1938900000,1679846400000,0.1659751037,0.1655903295,0.1675322500,0.1663063363,,1679860799999,,,,,1679846400000,0.0005672761,0.0005643914,0.0005700182,0.0005663091,,1679860799999,,,,,1679846400000,0.1391982183,0.1378929950,0.1401738155,0.1382743363,,1679860799999,,,,,1679846400000,0.0107956386,0.0107043460,0.0108330625,0.0107503763,,1679860799999,,,,,1679846400000,0.9167583425,0.9068649678,0.9223390518,0.9101665605,,1679860799999,,,,,1679846400000,0.0480307397,0.0475963827,0.0484261501,0.0478011472,,1679860799999,,,,,1679846400000,15.6274417878,15.5496812315,15.6470035988,15.5981906099,,1679860799999,,,,,1679846400000,1,1,1,1,,1679860799999,,,,,1679846400000,10.9890109890,10.8932461874,11.0375275938,10.9051254089,,1679860799999,,,,,1679846400000,2.2391401702,2.2256843980,2.2542831380,2.2336385973,,1679860799999,,,,
1679860800000,2.8169014085,2.7987685418,2.8465698833,2.8113578859,,1679875199999,,,,,1679860800000,0.0585823081,0.0582072177,0.0589622642,0.0584112150,,1679875199999,,,,,1679860800000,0.0030487805,0.0030349014,0.0030656039,0.0030432136,,1679875199999,,,,,1679860800000,0.0000359351,0.0000355328,0.0000361393,0.0000357551,,1679875199999,,,,,1679860800000,1.0017000000,1.0019000000,1.0012000000,1.0013000000,302598.8000000000,1679875199999,303107.3956200000,822,176938.6000000000,177239.4837400000,1679860800000,0.1663063363,0.1647989453,0.1672800268,0.1655081099,,1679875199999,,,,,1679860800000,0.0005663059,0.0005606324,0.0005699987,0.0005637360,,1679875199999,,,,,1679860800000,0.1382170007,0.1372306848,0.1393534002,0.1377220768,,1679875199999,,,,,1679860800000,0.0107503763,0.0105920983,0.0108318891,0.0107158165,,1679875199999,,,,,1679860800000,0.9101665605,0.8993614534,0.9186954525,0.9057971014,,1679875199999,,,,,1679860800000,0.0478240077,0.0473933649,0.0481695568,0.0477554919,,1679875199999,,,,,1679860800000,15.6006240250,15.5062800434,15.6788962057,15.5957579538,,1679875199999,,,,,1679860800000,1,1,1,1,,1679875199999,,,,,1679860800000,10.9051254089,10.8342361863,10.9649122807,10.8932461874,,1679875199999,,,,,1679860800000,2.2331397946,2.2138587558,2.2634676324,2.2326412146,,1679875199999,,,,
