ADAADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADAAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADABNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADABTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADADAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADADOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADAETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADALINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADALTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADAMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADASOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADATRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADAUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADAXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ADAXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1678910400000,1,1,1,1,,1678924799999,,,,,1678910400000,,,,,,1678924799999,,,,,1678910400000,0.0010690000,0.0010690000,0.0010520000,0.0010580000,97753.2000000000,1678924799999,103.6525040000,304,40580.7000000000,43.0069229000,1678910400000,0.0000134200,0.0000134600,0.0000131900,0.0000133400,2760693.0000000000,1678924799999,36.8403635400,3034,1240646.6000000001,16.5479765700,1678910400000,,,,,,1678924799999,,,,,1678910400000,,,,,,1678924799999,,,,,1678910400000,0.0001984000,0.0001990000,0.0001950000,0.0001965000,396116.6000000000,1678924799999,78.1248389900,728,157932.8000000000,31.2061446900,1678910400000,,,,,,1678924799999,,,,,1678910400000,,,,,,1678924799999,,,,,1678910400000,,,,,,1678924799999,,,,,1678910400000,,,,,,1678924799999,,,,,1678910400000,,,,,,1678924799999,,,,,1678910400000,0.3270000000,0.3286000000,0.3208000000,0.3241000000,25037030.3999999985,1678924799999,8128177.7232200000,18388,12041302.1999999993,3909942.9816500000,1678910400000,,,,,,1678924799999,,,,,1678910400000,,,,,,1678924799999,,,,
1678924800000,1,1,1,1,,1678939199999,,,,,1678924800000,,,,,,1678939199999,,,,,1678924800000,0.0010570000,0.0010600000,0.0010410000,0.0010460000,182449.7000000000,1678939199999,191.5475884000,640,73890.0000000000,77.5764531000,1678924800000,0.0000133400,0.0000134400,0.0000131300,0.0000133400,2596598.5000000000,1678939199999,34.4576890100,2823,1268914.6000000001,16.8516541600,1678924800000,,,,,,1678939199999,,,,,1678924800000,,,,,,1678939199999,,,,,1678924800000,0.0001963000,0.0001980000,0.0001941000,0.0001967000,304111.6000000000,1678939199999,59.4294212000,628,99201.1000000000,19.4321858400,1678924800000,,,,,,1678939199999,,,,,1678924800000,,,,,,1678939199999,,,,,1678924800000,,,,,,1678939199999,,,,,1678924800000,,,,,,1678939199999,,,,,1678924800000,,,,,,1678939199999,,,,,1678924800000,0.3240000000,0.3267000000,0.3171000000,0.3238000000,25462970.8999999985,1678939199999,8197323.5868800003,19152,11947330.5000000000,3846893.3185000001,1678924800000,,,,,,1678939199999,,,,,1678924800000,,,,,,1678939199999,,,,
1678939200000,1,1,1,1,,1678953599999,,,,,1678939200000,,,,,,1678953599999,,,,,1678939200000,0.0010430000,0.0010450000,0.0010160000,0.0010190000,188680.6000000000,1678953599999,194.6126603000,785,83602.3000000000,86.3124265000,1678939200000,0.0000133400,0.0000133500,0.0000131900,0.0000133000,2396080.7000000002,1678953599999,31.8187470900,2374,1241962.1000000001,16.4938571000,1678939200000,,,,,,1678953599999,,,,,1678939200000,,,,,,1678953599999,,,,,1678939200000,0.0001966000,0.0001980000,0.0001954000,0.0001977000,334425.3000000000,1678953599999,65.9075164900,663,198814.3000000000,39.2132256500,1678939200000,,,,,,1678953599999,,,,,1678939200000,,,,,,1678953599999,,,,,1678939200000,,,,,,1678953599999,,,,,1678939200000,,,,,,1678953599999,,,,,1678939200000,,,,,,1678953599999,,,,,1678939200000,0.3237000000,0.3283000000,0.3198000000,0.3274000000,20640723.0000000000,1678953599999,6697534.6613499997,18575,11059264.5000000000,3591908.6847999999,1678939200000,,,,,,1678953599999,,,,,1678939200000,,,,,,1678953599999,,,,
1678953600000,1,1,1,1,,1678967999999,,,,,1678953600000,,,,,,1678967999999,,,,,1678953600000,0.0010180000,0.0010420000,0.0010160000,0.0010380000,158871.4000000000,1678967999999,163.3307353000,425,85717.7000000000,88.0749225000,1678953600000,0.0000133000,0.0000133000,0.0000131100,0.0000131900,2569277.2999999998,1678967999999,33.9047515500,2883,1152814.1000000001,15.2163808400,1678953600000,,,,,,1678967999999,,,,,1678953600000,,,,,,1678967999999,,,,,1678953600000,0.0001977000,0.0001981000,0.0001965000,0.0001970000,294420.0000000000,1678967999999,57.9984412000,686,106137.0000000000,20.9196586100,1678953600000,,,,,,1678967999999,,,,,1678953600000,,,,,,1678967999999,,,,,1678953600000,,,,,,1678967999999,,,,,1678953600000,,,,,,1678967999999,,,,,1678953600000,,,,,,1678967999999,,,,,1678953600000,0.3273000000,0.3290000000,0.3222000000,0.3273000000,25583862.6999999993,1678967999999,8349831.2530899998,27164,11429111.1999999993,3731283.3302500001,1678953600000,,,,,,1678967999999,,,,,1678953600000,,,,,,1678967999999,,,,
1678968000000,1,1,1,1,,1678982399999,,,,,1678968000000,,,,,,1678982399999,,,,,1678968000000,0.0010380000,0.0010490000,0.0009940000,0.0010010000,1027504.4000000000,1678982399999,1035.9457927000,1398,415707.8000000000,420.7132202000,1678968000000,0.0000131800,0.0000131900,0.0000130000,0.0000131300,2236708.1000000001,1678982399999,29.2782481000,2807,1007305.8000000000,13.1894000700,1678968000000,,,,,,1678982399999,,,,,1678968000000,,,,,,1678982399999,,,,,1678968000000,0.0001971000,0.0001973000,0.0001949000,0.0001967000,379312.8000000000,1678982399999,74.4298073400,886,195878.2000000000,38.5002015700,1678968000000,,,,,,1678982399999,,,,,1678968000000,,,,,,1678982399999,,,,,1678968000000,,,,,,1678982399999,,,,,1678968000000,,,,,,1678982399999,,,,,1678968000000,,,,,,1678982399999,,,,,1678968000000,0.3274000000,0.3280000000,0.3191000000,0.3268000000,28984785.1000000015,1678982399999,9396613.2326900009,28827,12965821.9000000004,4203755.4385099998,1678968000000,,,,,,1678982399999,,,,,1678968000000,,,,,,1678982399999,,,,
1678982400000,1,1,1,1,,1678996799999,,,,,1678982400000,,,,,,1678996799999,,,,,1678982400000,0.0010000000,0.0010020000,0.0009780000,0.0009900000,261006.0000000000,1678996799999,258.6171219000,534,147635.4000000000,146.5114628000,1678982400000,0.0000131400,0.0000131900,0.0000130000,0.0000130600,1739276.8999999999,1678996799999,22.7572819200,2135,861151.8000000000,11.2676728200,1678982400000,,,,,,1678996799999,,,,,1678982400000,,,,,,1678996799999,,,,,1678982400000,0.0001968000,0.0001969000,0.0001937000,0.0001939000,871921.3000000000,1678996799999,169.8580278800,736,635465.1000000000,123.6262131900,1678982400000,,,,,,1678996799999,,,,,1678982400000,,,,,,1678996799999,,,,,1678982400000,,,,,,1678996799999,,,,,1678982400000,,,,,,1678996799999,,,,,1678982400000,,,,,,1678996799999,,,,,1678982400000,0.3268000000,0.3285000000,0.3216000000,0.3258000000,20891083.8000000007,1678996799999,6787566.6530700000,20718,10891239.0999999996,3538814.8727199999,1678982400000,,,,,,1678996799999,,,,,1678982400000,,,,,,1678996799999,,,,
1678996800000,1,1,1,1,,1679011199999,,,,,1678996800000,,,,,,1679011199999,,,,,1678996800000,0.0009880000,0.0009910000,0.0009700000,0.0009860000,201685.8000000000,1679011199999,197.4093300000,466,105744.4000000000,103.6607031000,1678996800000,0.0000130500,0.0000130700,0.0000128800,0.0000130000,2979417.6000000001,1679011199999,38.6322441900,3377,1655365.8000000000,21.4690879900,1678996800000,,,,,,1679011199999,,,,,1678996800000,,,,,,1679011199999,,,,,1678996800000,0.0001940000,0.0001942000,0.0001920000,0.0001940000,479727.0000000000,1679011199999,92.6217628900,1052,201861.4000000000,39.0150453800,1678996800000,,,,,,1679011199999,,,,,1678996800000,,,,,,1679011199999,,,,,1678996800000,,,,,,1679011199999,,,,,1678996800000,,,,,,1679011199999,,,,,1678996800000,,,,,,1679011199999,,,,,1678996800000,0.3257000000,0.3258000000,0.3193000000,0.3249000000,26765415.6999999993,1679011199999,8634709.4639599994,23728,13577887.1999999993,4381374.9965599999,1678996800000,,,,,,1679011199999,,,,,1678996800000,,,,,,1679011199999,,,,
1679011200000,1,1,1,1,,1679025599999,,,,,1679011200000,,,,,,1679025599999,,,,,1679011200000,0.0009860000,0.0010030000,0.0009820000,0.0009980000,291133.8000000000,1679025599999,288.9813162000,520,127228.8000000000,126.2899852000,1679011200000,0.0000130000,0.0000130200,0.0000127800,0.0000128400,3621359.6000000001,1679025599999,46.5729195800,3598,1798655.1000000001,23.1312372700,1679011200000,,,,,,1679025599999,,,,,1679011200000,,,,,,1679025599999,,,,,1679011200000,0.0001941000,0.0001951000,0.0001921000,0.0001937000,366279.1000000000,1679025599999,70.9501235900,768,190373.9000000000,36.8811381100,1679011200000,,,,,,1679025599999,,,,,1679011200000,,,,,,1679025599999,,,,,1679011200000,,,,,,1679025599999,,,,,1679011200000,,,,,,1679025599999,,,,,1679011200000,,,,,,1679025599999,,,,,1679011200000,0.3249000000,0.3319000000,0.3212000000,0.3308000000,23558325.1999999993,1679025599999,7721225.6973799998,23507,12103034.0000000000,3968045.2656000000,1679011200000,,,,,,1679025599999,,,,,1679011200000,,,,,,1679025599999,,,,
1679025600000,1,1,1,1,,1679039999999,,,,,1679025600000,,,,,,1679039999999,,,,,1679025600000,0.0009980000,0.0010090000,0.0009940000,0.0010090000,101272.9000000000,1679039999999,101.4853016000,266,54524.2000000000,54.6477075000,1679025600000,0.0000128400,0.0000128600,0.0000127400,0.0000127700,2734763.5000000000,1679039999999,34.9941569500,2641,1269154.8999999999,16.2396563400,1679025600000,,,,,,1679039999999,,,,,1679025600000,,,,,,1679039999999,,,,,1679025600000,0.0001937000,0.0001944000,0.0001932000,0.0001940000,319899.6000000000,1679039999999,61.9858220500,592,151749.7000000000,29.4160153700,1679025600000,,,,,,1679039999999,,,,,1679025600000,,,,,,1679039999999,,,,,1679025600000,,,,,,1679039999999,,,,,1679025600000,,,,,,1679039999999,,,,,1679025600000,,,,,,1679039999999,,,,,1679025600000,0.3308000000,0.3355000000,0.3288000000,0.3329000000,18332908.8000000007,1679039999999,6077799.0442599999,17380,8987394.6999999993,2978929.5110399998,1679025600000,,,,,,1679039999999,,,,,1679025600000,,,,,,1679039999999,,,,
1679040000000,1,1,1,1,,1679054399999,,,,,1679040000000,,,,,,1679054399999,,,,,1679040000000,0.0010090000,0.0010370000,0.0010000000,0.0010350000,280557.7000000000,1679054399999,285.2440605000,651,168067.3000000000,170.9935655000,1679040000000,0.0000127800,0.0000129400,0.0000126700,0.0000128600,5194468.2999999998,1679054399999,66.4976814300,4694,2377586.1000000001,30.4335509000,1679040000000,,,,,,1679054399999,,,,,1679040000000,,,,,,1679054399999,,,,,1679040000000,0.0001940000,0.0001975000,0.0001940000,0.0001963000,736869.4000000000,1679054399999,143.8022887000,1381,300972.6000000000,58.7775113800,1679040000000,,,,,,1679054399999,,,,,1679040000000,,,,,,1679054399999,,,,,1679040000000,,,,,,1679054399999,,,,,1679040000000,,,,,,1679054399999,,,,,1679040000000,,,,,,1679054399999,,,,,1679040000000,0.3329000000,0.3467000000,0.3319000000,0.3462000000,47075119.6000000015,1679054399999,15894874.3459600005,36022,21741462.3000000007,7344232.9815199999,1679040000000,,,,,,1679054399999,,,,,1679040000000,,,,,,1679054399999,,,,
1679054400000,1,1,1,1,,1679068799999,,,,,1679054400000,,,,,,1679068799999,,,,,1679054400000,0.0010360000,0.0010370000,0.0010030000,0.0010100000,189391.7000000000,1679068799999,192.6282037000,573,83275.6000000000,84.6922710000,1679054400000,0.0000128600,0.0000128800,0.0000126300,0.0000126700,2707749.6000000001,1679068799999,34.5194795100,3617,1237333.8999999999,15.7729250200,1679054400000,,,,,,1679068799999,,,,,1679054400000,,,,,,1679068799999,,,,,1679054400000,0.0001966000,0.0001969000,0.0001938000,0.0001949000,492438.9000000000,1679068799999,96.0740715100,1058,181135.5000000000,35.3113477400,1679054400000,,,,,,1679068799999,,,,,1679054400000,,,,,,1679068799999,,,,,1679054400000,,,,,,1679068799999,,,,,1679054400000,,,,,,1679068799999,,,,,1679054400000,,,,,,1679068799999,,,,,1679054400000,0.3462000000,0.3466000000,0.3309000000,0.3346000000,35227028.3999999985,1679068799999,11910935.8379599992,32086,17060766.5000000000,5765716.3942299997,1679054400000,,,,,,1679068799999,,,,,1679054400000,,,,,,1679068799999,,,,
1679068800000,1,1,1,1,,1679083199999,,,,,1679068800000,,,,,,1679083199999,,,,,1679068800000,0.0010120000,0.0010260000,0.0010040000,0.0010130000,149459.9000000000,1679083199999,151.6761835000,327,89198.4000000000,90.5205652000,1679068800000,0.0000126700,0.0000128500,0.0000126100,0.0000126700,3715125.2000000002,1679083199999,47.3228073200,3003,1902630.3999999999,24.2672269500,1679068800000,,,,,,1679083199999,,,,,1679068800000,,,,,,1679083199999,,,,,1679068800000,0.0001950000,0.0001972000,0.0001945000,0.0001952000,319856.9000000000,1679083199999,62.6571968500,750,145270.4000000000,28.4712492500,1679068800000,,,,,,1679083199999,,,,,1679068800000,,,,,,1679083199999,,,,,1679068800000,,,,,,1679083199999,,,,,1679068800000,,,,,,1679083199999,,,,,1679068800000,,,,,,1679083199999,,,,,1679068800000,0.3346000000,0.3420000000,0.3329000000,0.3403000000,16743442.6999999993,1679083199999,5653284.3649700005,18386,8970425.1999999993,3028225.5439599999,1679068800000,,,,,,1679083199999,,,,,1679068800000,,,,,,1679083199999,,,,
1679083200000,1,1,1,1,,1679097599999,,,,,1679083200000,,,,,,1679097599999,,,,,1679083200000,0.0010150000,0.0010340000,0.0010090000,0.0010320000,132152.5000000000,1679097599999,134.9398142000,344,75928.7000000000,77.5644537000,1679083200000,0.0000126800,0.0000128100,0.0000124500,0.0000127500,4552720.2999999998,1679097599999,57.4490752400,5265,2446222.2999999998,30.8670742000,1679083200000,,,,,,1679097599999,,,,,1679083200000,,,,,,1679097599999,,,,,1679083200000,0.0001950000,0.0001959000,0.0001932000,0.0001952000,611403.0000000000,1679097599999,119.0181262400,1236,292235.2000000000,56.8713699700,1679083200000,,,,,,1679097599999,,,,,1679083200000,,,,,,1679097599999,,,,,1679083200000,,,,,,1679097599999,,,,,1679083200000,,,,,,1679097599999,,,,,1679083200000,,,,,,1679097599999,,,,,1679083200000,0.3403000000,0.3502000000,0.3364000000,0.3494000000,30269717.6000000015,1679097599999,10427209.6965699997,32845,15710060.0999999996,5415156.2003800003,1679083200000,,,,,,1679097599999,,,,,1679083200000,,,,,,1679097599999,,,,
1679097600000,1,1,1,1,,1679111999999,,,,,1679097600000,,,,,,1679111999999,,,,,1679097600000,0.0010310000,0.0010370000,0.0010130000,0.0010260000,288107.3000000000,1679111999999,295.6618939000,684,146412.3000000000,150.3600858000,1679097600000,0.0000127500,0.0000130200,0.0000126800,0.0000129100,6005877.2999999998,1679111999999,77.1277705200,5633,3043489.6000000001,39.1120421100,1679097600000,,,,,,1679111999999,,,,,1679097600000,,,,,,1679111999999,,,,,1679097600000,0.0001953000,0.0001957000,0.0001924000,0.0001946000,807566.7000000000,1679111999999,156.9452362300,1450,267455.3000000000,51.9603437300,1679097600000,,,,,,1679111999999,,,,,1679097600000,,,,,,1679111999999,,,,,1679097600000,,,,,,1679111999999,,,,,1679097600000,,,,,,1679111999999,,,,,1679097600000,,,,,,1679111999999,,,,,1679097600000,0.3494000000,0.3572000000,0.3444000000,0.3523000000,44440776.6000000015,1679111999999,15612771.1851400007,38880,22538595.3999999985,7920919.6623700000,1679097600000,,,,,,1679111999999,,,,,1679097600000,,,,,,1679111999999,,,,
1679112000000,1,1,1,1,,1679126399999,,,,,1679112000000,,,,,,1679126399999,,,,,1679112000000,0.0010250000,0.0010270000,0.0010140000,0.0010210000,128812.2000000000,1679126399999,131.3966477000,264,52634.2000000000,53.7515347000,1679112000000,0.0000129000,0.0000129300,0.0000127100,0.0000128600,2065116.5000000000,1679126399999,26.4659844300,2383,1012255.1000000000,12.9756174900,1679112000000,,,,,,1679126399999,,,,,1679112000000,,,,,,1679126399999,,,,,1679112000000,0.0001945000,0.0001950000,0.0001933000,0.0001937000,266430.9000000000,1679126399999,51.7263193700,465,159619.7000000000,31.0111025100,1679112000000,,,,,,1679126399999,,,,,1679112000000,,,,,,1679126399999,,,,,1679112000000,,,,,,1679126399999,,,,,1679112000000,,,,,,1679126399999,,,,,1679112000000,,,,,,1679126399999,,,,,1679112000000,0.3524000000,0.3532000000,0.3498000000,0.3516000000,13819791.5000000000,1679126399999,4859402.5556100002,13243,6442676.7999999998,2265787.4192100000,1679112000000,,,,,,1679126399999,,,,,1679112000000,,,,,,1679126399999,,,,
1679126400000,1,1,1,1,,1679140799999,,,,,1679126400000,,,,,,1679140799999,,,,,1679126400000,0.0010230000,0.0010370000,0.0010110000,0.0010340000,120313.8000000000,1679140799999,123.0037382000,384,58843.2000000000,60.2476968000,1679126400000,0.0000128600,0.0000130000,0.0000127200,0.0000129300,2900449.7999999998,1679140799999,37.1850705600,2957,1436254.1000000001,18.4108364600,1679126400000,,,,,,1679140799999,,,,,1679126400000,,,,,,1679140799999,,,,,1679126400000,0.0001939000,0.0001963000,0.0001921000,0.0001958000,345879.3000000000,1679140799999,66.9411041700,804,179836.8000000000,34.8479682700,1679126400000,,,,,,1679140799999,,,,,1679126400000,,,,,,1679140799999,,,,,1679126400000,,,,,,1679140799999,,,,,1679126400000,,,,,,1679140799999,,,,,1679126400000,,,,,,1679140799999,,,,,1679126400000,0.3516000000,0.3560000000,0.3459000000,0.3551000000,21923073.3000000007,1679140799999,7684595.6044399999,20118,10856972.5999999996,3805063.7396200001,1679126400000,,,,,,1679140799999,,,,,1679126400000,,,,,,1679140799999,,,,
1679140800000,1,1,1,1,,1679155199999,,,,,1679140800000,,,,,,1679155199999,,,,,1679140800000,0.0010340000,0.0010550000,0.0010250000,0.0010380000,235576.5000000000,1679155199999,245.3840642000,721,125844.6000000000,131.0858274000,1679140800000,0.0000129300,0.0000129700,0.0000126300,0.0000126700,2277729.8999999999,1679155199999,29.1718132600,2864,1057813.1000000001,13.5582093700,1679140800000,,,,,,1679155199999,,,,,1679140800000,,,,,,1679155199999,,,,,1679140800000,0.0001958000,0.0001962000,0.0001925000,0.0001931000,471543.3000000000,1679155199999,91.5149055100,1024,143972.7000000000,27.9291711100,1679140800000,,,,,,1679155199999,,,,,1679140800000,,,,,,1679155199999,,,,,1679140800000,,,,,,1679155199999,,,,,1679140800000,,,,,,1679155199999,,,,,1679140800000,,,,,,1679155199999,,,,,1679140800000,0.3551000000,0.3563000000,0.3424000000,0.3448000000,26399988.1999999993,1679155199999,9247369.3139200006,24566,12407654.6999999993,4348477.0935100000,1679140800000,,,,,,1679155199999,,,,,1679140800000,,,,,,1679155199999,,,,
1679155200000,1,1,1,1,,1679169599999,,,,,1679155200000,,,,,,1679169599999,,,,,1679155200000,0.0010360000,0.0010360000,0.0010170000,0.0010240000,147274.6000000000,1679169599999,150.7785694000,439,76674.0000000000,78.5168803000,1679155200000,0.0000126600,0.0000127100,0.0000124800,0.0000125900,3304857.5000000000,1679169599999,41.5650306100,3692,1502049.0000000000,18.8953500100,1679155200000,,,,,,1679169599999,,,,,1679155200000,,,,,,1679169599999,,,,,1679155200000,0.0001930000,0.0001937000,0.0001911000,0.0001921000,531828.6000000000,1679169599999,102.0160410100,1108,210102.9000000000,40.3172379300,1679155200000,,,,,,1679169599999,,,,,1679155200000,,,,,,1679169599999,,,,,1679155200000,,,,,,1679169599999,,,,,1679155200000,,,,,,1679169599999,,,,,1679155200000,,,,,,1679169599999,,,,,1679155200000,0.3447000000,0.3474000000,0.3350000000,0.3439000000,34401870.2000000030,1679169599999,11757368.3965700008,31758,16719067.6999999993,5716508.7483700002,1679155200000,,,,,,1679169599999,,,,,1679155200000,,,,,,1679169599999,,,,
1679169600000,1,1,1,1,,1679183999999,,,,,1679169600000,,,,,,1679183999999,,,,,1679169600000,0.0010230000,0.0010250000,0.0010160000,0.0010190000,103761.3000000000,1679183999999,105.8529086000,256,67175.9000000000,68.5318558000,1679169600000,0.0000125800,0.0000126600,0.0000124900,0.0000125300,1575892.8000000000,1679183999999,19.8272417400,2018,757584.4000000000,9.5343472400,1679169600000,,,,,,1679183999999,,,,,1679169600000,,,,,,1679183999999,,,,,1679169600000,0.0001920000,0.0001934000,0.0001907000,0.0001917000,295818.4000000000,1679183999999,56.8071868300,683,140368.0000000000,26.9675222200,1679169600000,,,,,,1679183999999,,,,,1679169600000,,,,,,1679183999999,,,,,1679169600000,,,,,,1679183999999,,,,,1679169600000,,,,,,1679183999999,,,,,1679169600000,,,,,,1679183999999,,,,,1679169600000,0.3439000000,0.3462000000,0.3353000000,0.3371000000,19289263.1000000015,1679183999999,6568195.1738400003,15631,9132482.0000000000,3110098.9420599998,1679169600000,,,,,,1679183999999,,,,,1679169600000,,,,,,1679183999999,,,,
1679184000000,1,1,1,1,,1679198399999,,,,,1679184000000,,,,,,1679198399999,,,,,1679184000000,0.0010180000,0.0010300000,0.0010170000,0.0010290000,87704.3000000000,1679198399999,89.5695433000,267,41734.6000000000,42.6835659000,1679184000000,0.0000125200,0.0000126600,0.0000125200,0.0000126300,1421717.8999999999,1679198399999,17.9317736400,1537,596053.2000000000,7.5185448800,1679184000000,,,,,,1679198399999,,,,,1679184000000,,,,,,1679198399999,,,,,1679184000000,0.0001916000,0.0001927000,0.0001915000,0.0001927000,127826.6000000000,1679198399999,24.5789934900,317,60541.8000000000,11.6405265200,1679184000000,,,,,,1679198399999,,,,,1679184000000,,,,,,1679198399999,,,,,1679184000000,,,,,,1679198399999,,,,,1679184000000,,,,,,1679198399999,,,,,1679184000000,,,,,,1679198399999,,,,,1679184000000,0.3370000000,0.3441000000,0.3367000000,0.3434000000,11451080.0999999996,1679198399999,3909576.5946300002,11367,5240758.7000000002,1788163.9446000000,1679184000000,,,,,,1679198399999,,,,,1679184000000,,,,,,1679198399999,,,,
1679198400000,1,1,1,1,,1679212799999,,,,,1679198400000,,,,,,1679212799999,,,,,1679198400000,0.0010280000,0.0010300000,0.0010110000,0.0010110000,58811.3000000000,1679212799999,59.8648816000,187,34640.5000000000,35.2786046000,1679198400000,0.0000126200,0.0000126400,0.0000125100,0.0000125900,1429948.6000000001,1679212799999,17.9684761100,1608,655023.2000000000,8.2349621700,1679198400000,,,,,,1679212799999,,,,,1679198400000,,,,,,1679212799999,,,,,1679198400000,0.0001928000,0.0001928000,0.0001910000,0.0001913000,150483.1000000000,1679212799999,28.8211713700,320,86835.2000000000,16.6283348300,1679198400000,,,,,,1679212799999,,,,,1679198400000,,,,,,1679212799999,,,,,1679198400000,,,,,,1679212799999,,,,,1679198400000,,,,,,1679212799999,,,,,1679198400000,,,,,,1679212799999,,,,,1679198400000,0.3434000000,0.3443000000,0.3370000000,0.3393000000,8537403.9000000004,1679212799999,2902352.0435700002,9784,4341853.9000000004,1476168.0869799999,1679198400000,,,,,,1679212799999,,,,,1679198400000,,,,,,1679212799999,,,,
1679212800000,1,1,1,1,,1679227199999,,,,,1679212800000,,,,,,1679227199999,,,,,1679212800000,0.0010100000,0.0010200000,0.0010070000,0.0010190000,152255.7000000000,1679227199999,154.2385128000,334,73289.5000000000,74.3388662000,1679212800000,0.0000125800,0.0000126600,0.0000125200,0.0000126400,2392257.5000000000,1679227199999,30.1170670300,2407,1173463.3999999999,14.7815688000,1679212800000,,,,,,1679227199999,,,,,1679212800000,,,,,,1679227199999,,,,,1679212800000,0.0001912000,0.0001927000,0.0001909000,0.0001924000,336349.7000000000,1679227199999,64.5190213900,523,162970.6000000000,31.2784309000,1679212800000,,,,,,1679227199999,,,,,1679212800000,,,,,,1679227199999,,,,,1679212800000,,,,,,1679227199999,,,,,1679212800000,,,,,,1679227199999,,,,,1679212800000,,,,,,1679227199999,,,,,1679212800000,0.3393000000,0.3441000000,0.3376000000,0.3434000000,14639542.1999999993,1679227199999,4985610.0304500004,14676,7989140.7999999998,2721122.1591800000,1679212800000,,,,,,1679227199999,,,,,1679212800000,,,,,,1679227199999,,,,
1679227200000,1,1,1,1,,1679241599999,,,,,1679227200000,,,,,,1679241599999,,,,,1679227200000,0.0010190000,0.0010230000,0.0010080000,0.0010190000,134214.4000000000,1679241599999,136.3881071000,363,73407.8000000000,74.6179831000,1679227200000,0.0000126400,0.0000127000,0.0000125500,0.0000125500,3057716.2999999998,1679241599999,38.6245853000,3114,1763375.7000000000,22.2742240300,1679227200000,,,,,,1679241599999,,,,,1679227200000,,,,,,1679241599999,,,,,1679227200000,0.0001925000,0.0001945000,0.0001922000,0.0001928000,297409.6000000000,1679241599999,57.4450601900,630,159507.4000000000,30.8160515100,1679227200000,,,,,,1679241599999,,,,,1679227200000,,,,,,1679241599999,,,,,1679227200000,,,,,,1679241599999,,,,,1679227200000,,,,,,1679241599999,,,,,1679227200000,,,,,,1679241599999,,,,,1679227200000,0.3434000000,0.3496000000,0.3417000000,0.3458000000,16221219.5000000000,1679241599999,5598528.2006299999,18403,8036104.9000000004,2774487.0684000002,1679227200000,,,,,,1679241599999,,,,,1679227200000,,,,,,1679241599999,,,,
1679241600000,1,1,1,1,,1679255999999,,,,,1679241600000,,,,,,1679255999999,,,,,1679241600000,0.0010200000,0.0010340000,0.0010200000,0.0010280000,155791.6000000000,1679255999999,160.3289897000,391,85669.7000000000,88.2367172000,1679241600000,0.0000125500,0.0000125700,0.0000122800,0.0000123500,4174597.1000000001,1679255999999,51.9401810900,4088,2148539.7999999998,26.7423664300,1679241600000,,,,,,1679255999999,,,,,1679241600000,,,,,,1679255999999,,,,,1679241600000,0.0001929000,0.0001929000,0.0001908000,0.0001916000,511693.3000000000,1679255999999,98.2167235500,983,257508.9000000000,49.4340302600,1679241600000,,,,,,1679255999999,,,,,1679241600000,,,,,,1679255999999,,,,,1679241600000,,,,,,1679255999999,,,,,1679241600000,,,,,,1679255999999,,,,,1679241600000,,,,,,1679255999999,,,,,1679241600000,0.3457000000,0.3525000000,0.3448000000,0.3491000000,23373250.8999999985,1679255999999,8156271.2821000004,23524,12457390.6999999993,4347751.4640699998,1679241600000,,,,,,1679255999999,,,,,1679241600000,,,,,,1679255999999,,,,
