ETHADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHBNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHBTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHDAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHDOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHLINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHLTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHSOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHTRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,ETHXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1674662400000,4345.9365493264,4321.5211754538,4357.2984749455,4325.2595155709,,1674676799999,,,,,1674662400000,88.9679715302,88.8888888889,89.9280575540,88.9679715302,,1674676799999,,,,,1674662400000,0.1945000000,0.1949000000,0.1936000000,0.1936000000,1179.5500000000,1674676799999,229.0388779000,1301,463.8670000000,90.1350114000,1674662400000,0.0683870000,0.0687140000,0.0683710000,0.0686430000,14364.9199000000,1674676799999,984.4695987000,25085,7285.5939000000,499.2630186100,1674662400000,1544.1300000000,1562.5100000000,1542.3500000000,1562.5100000000,186.5909000000,1674676799999,289404.7332330000,606,130.2669000000,201999.2735700000,1674662400000,250.5637684791,249.8126405196,251.6356316054,250.1250625313,,1674676799999,,,,,1674662400000,1,1,1,1,,1674676799999,,,,,1674662400000,230.7337332718,228.3105022831,231.5350775643,228.8329519451,,1674676799999,,,,,1674662400000,17.6834659593,17.6149374670,17.7304964539,17.6429075512,,1674676799999,,,,,1674662400000,1620.7455429498,1611.3438607799,1625.4876462939,1611.3438607799,,1674676799999,,,,,1674662400000,66.1813368630,65.3594771242,66.4010624170,65.7894736842,,1674676799999,,,,,1674662400000,25497.1953085161,25400.0508001016,25529.7421496043,25484.1997961264,,1674676799999,,,,,1674662400000,1543.9500000000,1562.1800000000,1541.3900000000,1561.4800000000,61308.4279000000,1674676799999,95115799.5464320034,85602,33286.2841000000,51645622.1806809977,1674662400000,17123.2876712329,17035.7751277683,17182.1305841924,17123.2876712329,,1674676799999,,,,,1674662400000,3802.2813688213,3786.4445285877,3834.3558282209,3792.1880925294,,1674676799999,,,,
1674676800000,4329.0043290043,4280.8219178082,4351.6100957354,4319.6544276458,,1674691199999,,,,,1674676800000,89.2060660125,89.1265597148,90.7441016334,90.6618313690,,1674691199999,,,,,1674676800000,0.1937000000,0.1938000000,0.1903000000,0.1904000000,6755.9970000000,1674691199999,1295.3209336000,5254,2696.6840000000,517.0437575000,1674676800000,0.0686430000,0.0698920000,0.0684590000,0.0698920000,30183.5184000000,1674691199999,2085.5773259700,63195,16348.1219000000,1129.7452791700,1674676800000,1562.5800000000,1639.6000000000,1562.5800000000,1610.3800000000,1542.6049000000,1674691199999,2472886.0845920001,4137,783.6282000000,1255330.5058110000,1674676800000,250.2502502503,247.9543763947,252.3977788995,251.8891687657,,1674691199999,,,,,1674676800000,1,1,1,1,,1674691199999,,,,,1674676800000,228.8329519451,228.7282708143,232.0185614849,231.6960148285,,1674691199999,,,,,1674676800000,17.6584849020,17.6584849020,18.0766449747,18.0310133429,,1674691199999,,,,,1674676800000,1612.3831022251,1603.0779095864,1629.9918500407,1624.9593760156,,1674691199999,,,,,1674676800000,65.8761528327,64.5161290323,66.2251655629,65.7894736842,,1674691199999,,,,,1674676800000,25497.1953085161,25497.1953085161,26171.1593823606,26062.0276257493,,1674691199999,,,,,1674676800000,1561.4900000000,1641.0000000000,1561.4800000000,1611.9400000000,212992.8226000000,1674691199999,340697515.8536099792,277604,113966.4346000000,182420604.5397360027,1674676800000,17152.6586620926,17152.6586620926,17452.0069808028,17452.0069808028,,1674691199999,,,,,1674676800000,3796.5072133637,3795.0664136622,3874.4672607516,3865.4812524159,,1674691199999,,,,
1674691200000,4317.7892918826,4185.8518208455,4317.7892918826,4260.7584149979,,1674705599999,,,,,1674691200000,90.4159132007,89.6057347670,90.7441016334,89.6057347670,,1674705599999,,,,,1674691200000,0.1904000000,0.1913000000,0.1888000000,0.1895000000,3531.6860000000,1674705599999,671.8940964000,2662,1537.6770000000,292.7954426000,1674691200000,0.0698920000,0.0701340000,0.0695580000,0.0698040000,14043.0430000000,1674705599999,980.7449479900,28710,6823.3680000000,476.5577104700,1674691200000,1611.5700000000,1631.1300000000,1610.8500000000,1614.6000000000,248.0320000000,1674705599999,401586.3999960000,741,101.0533000000,163638.7205220000,1674691200000,251.3826043238,249.5009980040,252.3977788995,251.2562814070,,1674705599999,,,,,1674691200000,1,1,1,1,,1674705599999,,,,,1674691200000,231.5886984715,230.6805074971,232.9916123020,232.8830926875,,1674705599999,,,,,1674691200000,18.0310133429,17.9920834833,18.1620050854,18.0864532465,,1674705599999,,,,,1674691200000,1624.1676140978,1617.0763260026,1629.1951775823,1618.6468112658,,1674705599999,,,,,1674691200000,65.7462195924,64.1436818473,65.9630606860,65.1041666667,,1674705599999,,,,,1674691200000,26082.4204486176,26028.1103591879,26308.8660878716,26150.6276150628,,1674705599999,,,,,1674691200000,1611.9500000000,1632.8400000000,1610.1400000000,1614.8700000000,87545.7972000000,1674705599999,141708881.9624440074,107143,40987.9580000000,66356021.3428289965,1674691200000,17452.0069808028,17421.6027874564,17605.6338028169,17605.6338028169,,1674705599999,,,,,1674691200000,3866.9760247486,3865.4812524159,3933.9103068450,3926.1876717707,,1674705599999,,,,
1674705600000,4258.9437819421,4219.4092827004,4273.5042735043,4266.2116040956,,1674719999999,,,,,1674705600000,89.6860986547,87.4890638670,89.9280575540,88.7311446318,,1674719999999,,,,,1674705600000,0.1893000000,0.1911000000,0.1889000000,0.1907000000,1441.2720000000,1674719999999,274.1367136000,1471,702.4600000000,133.6398762000,1674705600000,0.0698040000,0.0701940000,0.0697020000,0.0698630000,11348.0148000000,1674719999999,792.7064274800,22138,5533.7973000000,386.5433883300,1674705600000,1615.0700000000,1621.5400000000,1600.8300000000,1605.8800000000,176.4757000000,1674719999999,283960.7942640000,546,80.5576000000,129683.3854230000,1674705600000,251.3826043238,249.2522432702,251.8891687657,250.8151492350,,1674719999999,,,,,1674705600000,1,1,1,1,,1674719999999,,,,,1674705600000,233.0459100443,231.2138728324,233.1002331002,232.6663564449,,1674719999999,,,,,1674705600000,18.0962721679,17.9436569173,18.1983621474,18.0375180375,,1674719999999,,,,,1674705600000,1619.4331983806,1606.4257028112,1623.1131309852,1612.1231662099,,1674719999999,,,,,1674705600000,65.1465798046,64.9772579597,66.0066006601,65.8761528327,,1674719999999,,,,,1674705600000,26171.1593823606,25940.3372243839,26212.3197903014,26068.8216892596,,1674719999999,,,,,1674705600000,1614.8700000000,1621.9000000000,1597.3000000000,1604.6800000000,83638.5053000000,1674719999999,134711412.9973439872,84130,38099.9096000000,61364894.0490420014,1674705600000,17543.8596491228,17452.0069808028,17543.8596491228,17513.1348511384,,1674719999999,,,,,1674705600000,3927.7297721917,3888.0248833593,3935.4584809130,3923.1071008239,,1674719999999,,,,
1674720000000,4260.7584149979,4258.9437819421,4304.7783039173,4286.3266180883,,1674734399999,,,,,1674720000000,88.7311446318,88.2612533098,89.7666068223,89.3655049151,,1674734399999,,,,,1674720000000,0.1906000000,0.1908000000,0.1892000000,0.1897000000,1068.5530000000,1674734399999,202.7500665000,1234,394.5810000000,74.8711025000,1674720000000,0.0698630000,0.0699940000,0.0696500000,0.0697770000,11051.7295000000,1674734399999,772.2350061600,21641,5456.3664000000,381.2431373200,1674720000000,1605.4300000000,1610.4100000000,1593.6200000000,1603.9600000000,159.4102000000,1674734399999,255557.0657140000,477,82.1963000000,131883.8809430000,1674720000000,250.5010020040,250.1250625313,253.4211860112,252.7167045742,,1674734399999,,,,,1674720000000,1,1,1,1,,1674734399999,,,,,1674720000000,232.4500232450,232.2340919647,233.9181286550,232.9916123020,,1674734399999,,,,,1674720000000,18.0342651037,18.0180180180,18.2215743440,18.1521147214,,1674734399999,,,,,1674720000000,1613.1634134538,1604.6213093710,1613.9444803099,1606.4257028112,,1674734399999,,,,,1674720000000,65.8327847268,65.4878847413,66.3129973475,65.9630606860,,1674734399999,,,,,1674720000000,26062.0276257493,25974.0259740260,26178.0104712042,26001.0400416017,,1674734399999,,,,,1674720000000,1604.6900000000,1610.4500000000,1590.0000000000,1604.3300000000,66723.6521000000,1674734399999,107017818.3977759928,92970,30371.7407000000,48714755.7765880004,1674720000000,17513.1348511384,17482.5174825175,17667.8445229682,17574.6924428822,,1674734399999,,,,,1674720000000,3924.6467817896,3883.4951456311,3930.8176100629,3903.2006245121,,1674734399999,,,,
1674734400000,4286.3266180883,4210.5263157895,4293.6882782310,4222.9729729730,,1674748799999,,,,,1674734400000,89.4454382826,85.9106529210,89.9280575540,88.1057268722,,1674748799999,,,,,1674734400000,0.1896000000,0.1916000000,0.1891000000,0.1912000000,2443.3130000000,1674748799999,465.4830547000,2106,1166.5530000000,222.3622126000,1674734400000,0.0697780000,0.0700140000,0.0692000000,0.0692560000,16054.4405000000,1674748799999,1119.7322511300,32359,7479.3358000000,521.7141747100,1674734400000,1604.1500000000,1620.4900000000,1587.6300000000,1590.3800000000,550.3597000000,1674748799999,884122.0456289999,1674,270.4448000000,434901.7083580000,1674734400000,251.9526329050,246.6091245376,252.5890376358,248.2621648461,,1674748799999,,,,,1674734400000,1,1,1,1,,1674748799999,,,,,1674734400000,233.0459100443,226.9632319564,233.4812047630,228.4669865204,,1674748799999,,,,,1674734400000,18.1653042688,18.0440274269,18.2182546912,18.1061017563,,1674748799999,,,,,1674734400000,1605.9097478722,1448.4356894554,1607.4586079408,1477.1048744461,,1674748799999,,,,,1674734400000,66.0501981506,64.5161290323,66.4893617021,65.6167979003,,1674748799999,,,,,1674734400000,25987.5259875260,25786.4878803507,26164.3118785976,25853.1540847983,,1674748799999,,,,,1674734400000,1604.3300000000,1621.0600000000,1584.1200000000,1589.7900000000,167389.2157000000,1674748799999,269148092.0446540117,178312,81079.6813000000,130400609.3385780007,1674734400000,17574.6924428822,17452.0069808028,17667.8445229682,17452.0069808028,,1674748799999,,,,,1674734400000,3904.7247169075,3883.4951456311,3932.3633503736,3885.0038850039,,1674748799999,,,,
1674748800000,4217.6296921130,4187.6046901173,4242.6813746288,4210.5263157895,,1674763199999,,,,,1674748800000,88.0281690141,87.4125874126,89.3655049151,89.1265597148,,1674763199999,,,,,1674748800000,0.1911000000,0.1915000000,0.1896000000,0.1905000000,1713.0190000000,1674763199999,326.6126158000,1718,726.4090000000,138.5528628000,1674748800000,0.0692560000,0.0695910000,0.0690230000,0.0695100000,13160.8622000000,1674763199999,912.2843820400,28067,6611.5185000000,458.3066762300,1674748800000,1589.9800000000,1607.4400000000,1580.7800000000,1604.0600000000,306.8876000000,1674763199999,489217.8324880000,1081,215.2598000000,343304.0606930000,1674748800000,247.7700693756,246.3661000246,249.8750624688,248.7562189055,,1674763199999,,,,,1674748800000,1,1,1,1,,1674763199999,,,,,1674748800000,228.2583884958,224.7696111486,229.2526364053,224.7696111486,,1674763199999,,,,,1674748800000,18.1028240406,18.0701120347,18.2415176943,18.2415176943,,1674763199999,,,,,1674748800000,1480.6040864673,1449.2753623188,1497.0059880240,1474.4913005013,,1674763199999,,,,,1674748800000,65.5307994758,64.9350649351,66.7556742323,65.6167979003,,1674763199999,,,,,1674748800000,25853.1540847983,25779.8401649910,25974.0259740260,25974.0259740260,,1674763199999,,,,,1674748800000,1589.7100000000,1607.2700000000,1577.4300000000,1603.7700000000,75532.7685000000,1674763199999,120380096.4103800058,109456,37627.4101000000,59978870.5091720000,1674748800000,17421.6027874564,17301.0380622837,17513.1348511384,17421.6027874564,,1674763199999,,,,,1674748800000,3883.4951456311,3881.9875776398,3913.8943248532,3888.0248833593,,1674763199999,,,,
1674763200000,4212.2999157540,4199.9160016800,4235.4934349852,4215.8516020236,,1674777599999,,,,,1674763200000,88.8888888889,87.9507475814,89.0471950134,88.5739592560,,1674777599999,,,,,1674763200000,0.1905000000,0.1910000000,0.1897000000,0.1904000000,1547.2040000000,1674777599999,294.5781401000,1142,556.1660000000,105.8924306000,1674763200000,0.0695100000,0.0697940000,0.0694290000,0.0695980000,9179.9245000000,1674777599999,638.6434126400,22410,4864.8018000000,338.4470536800,1674763200000,1603.9800000000,1611.0700000000,1594.2100000000,1602.3500000000,211.3803000000,1674777599999,338916.4051850000,706,133.1396000000,213571.7533690000,1674763200000,248.3854942871,245.7606291472,248.3854942871,247.6473501734,,1674777599999,,,,,1674763200000,1,1,1,1,,1674777599999,,,,,1674763200000,224.9718785152,217.9123992155,225.0225022502,223.3638597275,,1674777599999,,,,,1674763200000,18.2315405652,18.2315405652,18.4433788270,18.2982616651,,1674777599999,,,,,1674763200000,1477.1048744461,1421.0601108427,1493.2059130954,1429.7969688304,,1674777599999,,,,,1674763200000,65.6167979003,65.3594771242,66.0501981506,65.8327847268,,1674777599999,,,,,1674763200000,25960.5399792316,25926.8861809697,26082.4204486176,25953.8022320270,,1674777599999,,,,,1674763200000,1603.7800000000,1611.2600000000,1594.3800000000,1601.0900000000,51947.9078000000,1674777599999,83328150.7364740074,89699,27417.7972000000,43984904.4391710013,1674763200000,17421.6027874564,17331.0225303293,17513.1348511384,17421.6027874564,,1674777599999,,,,,1674763200000,3889.5371450797,3883.4951456311,3912.3630672926,3909.3041438624,,1674777599999,,,,
1674777600000,4215.8516020236,4196.3911036509,4248.0883602379,4212.2999157540,,1674791999999,,,,,1674777600000,88.4955752212,87.5656742557,89.0471950134,87.9507475814,,1674791999999,,,,,1674777600000,0.1903000000,0.1936000000,0.1899000000,0.1932000000,2841.6620000000,1674791999999,545.1959972000,2415,1822.1450000000,349.4595268000,1674777600000,0.0695970000,0.0696700000,0.0686890000,0.0687610000,17938.2043000000,1674791999999,1238.9754735800,33681,9624.9051000000,664.5702036800,1674777600000,1602.8800000000,1606.6700000000,1556.3400000000,1566.4100000000,420.5319000000,1674791999999,662927.2902550000,1292,170.6108000000,268755.7222290000,1674777600000,247.2187886279,245.2182442374,249.0660024907,245.5795677800,,1674791999999,,,,,1674777600000,1,1,1,1,,1674791999999,,,,,1674777600000,223.3139794551,219.7319270490,225.3267237494,222.8660574994,,1674791999999,,,,,1674777600000,18.3150183150,17.9888469149,18.3318056829,18.0310133429,,1674791999999,,,,,1674777600000,1426.5335235378,1424.7043738424,1470.5882352941,1450.9576320371,,1674791999999,,,,,1674777600000,65.8327847268,65.5307994758,66.7111407605,65.9630606860,,1674791999999,,,,,1674777600000,25940.3372243839,25425.8835494533,25953.8022320270,25425.8835494533,,1674791999999,,,,,1674777600000,1601.0800000000,1606.5300000000,1552.5400000000,1565.7300000000,138443.5824000000,1674791999999,217757452.5831030011,162314,75084.1196000000,118022530.4952600002,1674777600000,17391.3043478261,17094.0170940171,17482.5174825175,17241.3793103448,,1674791999999,,,,,1674777600000,3913.8943248532,3858.0246913580,3921.5686274510,3859.5137012736,,1674791999999,,,,
1674792000000,4208.7542087542,4168.4035014589,4230.1184433164,4171.8815185649,,1674806399999,,,,,1674792000000,87.7192982456,87.2600349040,87.9507475814,87.3362445415,,1674806399999,,,,,1674792000000,0.1932000000,0.1940000000,0.1916000000,0.1929000000,2785.9650000000,1674806399999,537.5053161000,1753,827.6420000000,159.7896783000,1674792000000,0.0687600000,0.0688490000,0.0685610000,0.0687100000,12070.9733000000,1674806399999,829.3576665400,21422,5882.8939000000,404.1808337600,1674792000000,1566.2600000000,1588.4300000000,1563.9700000000,1586.1300000000,162.3157000000,1674806399999,256215.2645880000,490,121.7764000000,192158.8008440000,1674792000000,245.3385672228,244.7980416157,247.1576866041,245.3987730061,,1674806399999,,,,,1674792000000,1,1,1,1,,1674806399999,,,,,1674792000000,222.6675573369,217.9123992155,222.6675573369,218.1025081788,,1674806399999,,,,,1674792000000,18.0115273775,17.9468772434,18.1389443134,18.0342651037,,1674806399999,,,,,1674792000000,1450.5366985785,1422.0705346985,1452.8548597995,1448.6455164421,,1674806399999,,,,,1674792000000,66.0066006601,65.7894736842,66.4893617021,66.0066006601,,1674806399999,,,,,1674792000000,25419.4204372140,25322.8665484933,25601.6385048643,25490.6958959980,,1674806399999,,,,,1674792000000,1565.7400000000,1589.9000000000,1563.0800000000,1585.4000000000,57728.6346000000,1674806399999,90985283.6656789929,89175,33234.5289000000,52352121.4734549969,1674792000000,17211.7039586919,17152.6586620926,17391.3043478261,17331.0225303293,,1674806399999,,,,,1674792000000,3859.5137012736,3855.0501156515,3907.7764751856,3891.0505836576,,1674806399999,,,,
1674806400000,4168.4035014589,4159.7337770383,4194.6308724832,4192.8721174004,,1674820799999,,,,,1674806400000,87.3362445415,87.0322019147,87.7963125549,87.7963125549,,1674820799999,,,,,1674806400000,0.1929000000,0.1936000000,0.1927000000,0.1931000000,1699.1290000000,1674820799999,328.2169259000,1294,664.6880000000,128.4399872000,1674806400000,0.0687100000,0.0688720000,0.0686660000,0.0687480000,11327.4335000000,1674820799999,779.0685215900,20737,5407.7770000000,371.9408872600,1674806400000,1585.4600000000,1585.4600000000,1575.1800000000,1579.1100000000,114.0712000000,1674820799999,180181.5400460000,346,69.0551000000,109089.4178540000,1674806400000,245.2783909738,244.5585717779,246.9135802469,245.5192732630,,1674820799999,,,,,1674806400000,1,1,1,1,,1674820799999,,,,,1674806400000,217.9598953793,214.5002145002,219.6354052273,218.5792349727,,1674820799999,,,,,1674806400000,18.0277627546,17.9436569173,18.0668473351,17.9823772703,,1674820799999,,,,,1674806400000,1449.0653528474,1447.8065730418,1474.7087450229,1463.0577907827,,1674820799999,,,,,1674806400000,66.0066006601,66.0066006601,66.8002672011,66.5778961385,,1674820799999,,,,,1674806400000,25471.2175241977,24618.4145741014,25471.2175241977,25335.6979984799,,1674820799999,,,,,1674806400000,1585.4000000000,1586.0600000000,1573.3300000000,1578.8400000000,44895.7526000000,1674820799999,70887016.0287860036,84663,21564.7379000000,34049621.9980209991,1674806400000,17331.0225303293,17211.7039586919,17361.1111111111,17241.3793103448,,1674820799999,,,,,1674806400000,3892.5652004671,3858.0246913580,3897.1161340608,3877.4718883288,,1674820799999,,,,
1674820800000,4192.8721174004,4161.4648356221,4203.4468263976,4163.1973355537,,1674835199999,,,,,1674820800000,87.8734622144,87.2600349040,88.4955752212,87.3362445415,,1674835199999,,,,,1674820800000,0.1931000000,0.1937000000,0.1917000000,0.1928000000,2449.1990000000,1674835199999,472.2151548000,2313,1172.1290000000,226.1048911000,1674820800000,0.0687480000,0.0689670000,0.0683520000,0.0686660000,15636.0921000000,1674835199999,1073.9721134900,33793,7174.6993000000,492.8003248000,1674820800000,1579.1100000000,1593.8400000000,1564.5300000000,1578.0400000000,410.0359000000,1674835199999,647112.8237290001,1418,231.0527000000,364752.7596030000,1674820800000,245.5192732630,244.2002442002,247.2799208704,245.8814851242,,1674835199999,,,,,1674820800000,1,1,1,1,,1674835199999,,,,,1674820800000,218.7226596675,216.9668040790,220.4099625303,219.0580503834,,1674835199999,,,,,1674820800000,18.0018001800,17.9759122775,18.1488203267,18.0277627546,,1674835199999,,,,,1674820800000,1464.7722279186,1373.4377145996,1464.7722279186,1382.5521913452,,1674835199999,,,,,1674820800000,66.6222518321,65.7030223390,67.0241286863,66.0501981506,,1674835199999,,,,,1674820800000,25348.5424588086,25094.1028858218,25354.9695740365,25246.1499621308,,1674835199999,,,,,1674820800000,1578.8400000000,1594.5500000000,1561.0000000000,1574.8600000000,109611.9593000000,1674835199999,172941201.4854690135,157202,54049.5129000000,85295391.6258769929,1674820800000,17301.0380622837,17271.1571675302,17391.3043478261,17331.0225303293,,1674835199999,,,,,1674820800000,3881.9875776398,3862.4951718810,3898.6354775828,3877.4718883288,,1674835199999,,,,
1674835200000,4168.4035014589,4145.9369817579,4212.2999157540,4203.4468263976,,1674849599999,,,,,1674835200000,87.1839581517,83.6120401338,87.4125874126,83.6120401338,,1674849599999,,,,,1674835200000,0.1928000000,0.1932000000,0.1914000000,0.1919000000,1809.1130000000,1674849599999,347.9924994000,1992,851.7310000000,163.8999351000,1674835200000,0.0686660000,0.0694000000,0.0685640000,0.0692310000,15647.7167000000,1674849599999,1080.1092030000,31190,9258.4605000000,639.4072892300,1674835200000,1578.0400000000,1611.3400000000,1575.6800000000,1609.5600000000,230.7451000000,1674849599999,368050.1007590000,806,159.9612000000,255143.3793700000,1674835200000,245.7002457002,245.3385672228,248.2005460412,246.4875523786,,1674849599999,,,,,1674835200000,1,1,1,1,,1674849599999,,,,,1674835200000,219.0100744634,214.7305132059,219.2021043402,217.2968274663,,1674849599999,,,,,1674835200000,18.0277627546,18.0082838106,18.2049881668,18.1587071001,,1674849599999,,,,,1674835200000,1384.8497438028,1326.2599469496,1391.9821826281,1374.7594171020,,1674849599999,,,,,1674835200000,66.1375661376,65.1890482399,66.1375661376,65.7894736842,,1674849599999,,,,,1674835200000,25239.7778899546,24962.5561657514,25393.6008125952,25068.9395838556,,1674849599999,,,,,1674835200000,1574.8600000000,1611.7900000000,1573.9800000000,1609.7000000000,81893.9082000000,1674849599999,130798738.6993869990,118227,47315.8057000000,75587830.3515869975,1674835200000,17241.3793103448,17123.2876712329,17361.1111111111,17331.0225303293,,1674849599999,,,,,1674835200000,3877.4718883288,3869.9690402477,3920.0313602509,3901.6777214202,,1674849599999,,,,
1674849600000,4205.2144659378,4086.6366979975,4215.8516020236,4100.0410004100,,1674863999999,,,,,1674849600000,83.8222967309,73.7463126844,84.1750841751,75.4716981132,,1674863999999,,,,,1674849600000,0.1917000000,0.1932000000,0.1909000000,0.1928000000,2303.6190000000,1674863999999,442.1518469000,1929,1363.0900000000,261.6423779000,1674849600000,0.0692310000,0.0693270000,0.0689740000,0.0692410000,11341.1178000000,1674863999999,784.5969642200,25915,5804.8321000000,401.5818084600,1674849600000,1610.4500000000,1621.0000000000,1590.2000000000,1598.2100000000,241.2982000000,1674863999999,387176.1834970000,841,113.5787000000,182261.9816850000,1674849600000,246.4875523786,242.7773731488,247.7086945752,243.0724355858,,1674863999999,,,,,1674849600000,1,1,1,1,,1674863999999,,,,,1674849600000,217.4858634189,213.4471718250,218.0549498474,216.4502164502,,1674863999999,,,,,1674849600000,18.1719062330,17.8667143112,18.2282172803,17.9759122775,,1674863999999,,,,,1674849600000,1375.3266400770,1363.3265167007,1387.5398917719,1379.3103448276,,1674863999999,,,,,1674849600000,65.7030223390,64.9350649351,66.1813368630,65.3594771242,,1674863999999,,,,,1674849600000,25087.8073256397,25000.0000000000,25297.2426005565,25094.1028858218,,1674863999999,,,,,1674849600000,1609.7000000000,1621.0000000000,1586.7500000000,1597.6200000000,79519.5504000000,1674863999999,127524767.1303880066,109758,40476.9850000000,64923276.3149800003,1674849600000,17331.0225303293,17241.3793103448,17391.3043478261,17271.1571675302,,1674863999999,,,,,1674849600000,3904.7247169075,3868.4719535783,3923.1071008239,3869.9690402477,,1674863999999,,,,
1674864000000,4098.3606557377,4025.7648953301,4127.1151465126,4111.8421052632,,1674878399999,,,,,1674864000000,75.1879699248,73.5835172921,77.8816199377,76.1035007610,,1674878399999,,,,,1674864000000,0.1928000000,0.1935000000,0.1921000000,0.1928000000,1115.3670000000,1674878399999,215.1011323000,1127,533.8160000000,102.9908186000,1674864000000,0.0692400000,0.0693390000,0.0690220000,0.0691630000,6586.2688000000,1674878399999,455.6195451400,16136,3214.6091000000,222.3884706800,1674864000000,1598.3100000000,1605.9300000000,1593.4800000000,1599.0100000000,56.0386000000,1674878399999,89610.0877520000,211,34.5482000000,55234.6709180000,1674864000000,242.7184466019,240.8477842004,243.3682161110,242.7184466019,,1674878399999,,,,,1674864000000,1,1,1,1,,1674878399999,,,,,1674864000000,216.4033758927,212.6302360196,216.8256721596,215.2852529602,,1674878399999,,,,,1674864000000,17.9726815241,17.7904287493,18.0635838150,17.8762960315,,1674878399999,,,,,1674864000000,1376.2730525736,1370.2384214853,1399.1884706870,1390.4338153504,,1674878399999,,,,,1674864000000,65.4022236756,64.3500643501,65.6167979003,65.2315720809,,1674878399999,,,,,1674864000000,25087.8073256397,25025.0250250250,25271.6704574172,25157.2327044025,,1674878399999,,,,,1674864000000,1597.6100000000,1606.8300000000,1592.4900000000,1598.9600000000,43914.0457000000,1674878399999,70212797.5121179968,72301,22325.3643000000,35695630.8214600012,1674864000000,17241.3793103448,17064.8464163823,17271.1571675302,17094.0170940171,,1674878399999,,,,,1674864000000,3874.4672607516,3850.5968425106,3904.7247169075,3891.0505836576,,1674878399999,,,,
1674878400000,4110.1520756268,4055.1500405515,4111.8421052632,4098.3606557377,,1674892799999,,,,,1674878400000,75.9301442673,75.5857898715,77.9423226812,77.7000777001,,1674892799999,,,,,1674878400000,0.1929000000,0.1958000000,0.1926000000,0.1937000000,2195.5250000000,1674892799999,426.2548569000,2499,1159.8980000000,225.3077291000,1674878400000,0.0691640000,0.0694260000,0.0691160000,0.0692710000,7065.5019000000,1674892799999,489.5828182000,15318,3526.0267000000,244.3181676600,1674878400000,1599.6900000000,1602.5300000000,1586.3400000000,1593.1900000000,33.9466000000,1674892799999,54142.9156860000,152,16.5966000000,26487.8516470000,1674878400000,242.1307506053,240.7318247472,245.7002457002,244.6782481037,,1674892799999,,,,,1674878400000,1,1,1,1,,1674892799999,,,,,1674878400000,215.4708037061,214.8689299527,217.9598953793,217.2496198132,,1674892799999,,,,,1674878400000,17.8571428571,17.8126113288,18.0310133429,17.9533213645,,1674892799999,,,,,1674878400000,1390.0472616069,1384.4662882459,1410.2383302778,1405.2838673412,,1674892799999,,,,,1674878400000,65.1890482399,63.5727908455,65.6167979003,65.4022236756,,1674892799999,,,,,1674878400000,25163.5631605435,25163.5631605435,25471.2175241977,25380.7106598985,,1674892799999,,,,,1674878400000,1598.9600000000,1603.3900000000,1585.8100000000,1592.6800000000,38368.7290000000,1674892799999,61272093.1904150024,68644,18378.8337000000,29354033.8546929993,1674878400000,17123.2876712329,17006.8027210884,17123.2876712329,17035.7751277683,,1674892799999,,,,,1674878400000,3892.5652004671,3862.4951718810,3897.1161340608,3874.4672607516,,1674892799999,,,,
