BTCADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCBNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCBTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCDAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCDOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCLINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCLTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCSOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCTRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BTCXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1678968000000,75872.5341426404,75815.0113722517,76923.0769230769,76161.4623000762,,1678982399999,,,,,1678968000000,1569.6123057605,1569.1197238349,1599.2323684631,1573.3165512901,,1678982399999,,,,,1678968000000,78.6410821013,75.6200846945,79.9808046069,76.1730652041,,1678982399999,,,,,1678968000000,1,1,1,1,,1678982399999,,,,,1678968000000,,,,,,1678982399999,,,,,1678968000000,4093.3278755628,4078.3034257749,4147.6565740357,4105.0903119869,,1678982399999,,,,,1678968000000,14.9530474311,14.9391974663,15.0271992306,14.9655791679,,1678982399999,,,,,1678968000000,3742.5149700599,3736.9207772795,3796.5072133637,3759.3984962406,,1678982399999,,,,,1678968000000,312.6954346467,312.5976867771,317.1582619727,314.8614609572,,1678982399999,,,,,1678968000000,21805.4949847362,21791.2399215515,22119.0002211900,21915.4065307911,,1678982399999,,,,,1678968000000,1262.4668602449,1262.3074981065,1292.1566093811,1270.4865963664,,1678982399999,,,,,1678968000000,374531.8352059925,374531.8352059925,380228.1368821293,377358.4905660377,,1678982399999,,,,,1678968000000,24826.3300000000,25032.7400000000,24515.2300000000,24888.4400000000,105164.7732600000,1678982399999,2606072725.5648322105,2342702,53028.5175900000,1314224992.6203832626,1678968000000,292397.6608187135,290697.6744186046,294985.2507374631,293255.1319648094,,1678982399999,,,,,1678968000000,68493.1506849315,68212.8240109140,68775.7909215956,68587.1056241427,,1678982399999,,,,
1678982400000,76103.5007610350,75815.0113722517,76923.0769230769,76569.6784073507,,1678996799999,,,,,1678982400000,1572.5743041359,1560.0624024961,1577.2870662461,1560.7928827845,,1678996799999,,,,,1678982400000,76.1672633102,74.8166990872,76.2660158633,75.6944970101,,1678996799999,,,,,1678982400000,1,1,1,1,,1678996799999,,,,,1678982400000,,,,,,1678996799999,,,,,1678982400000,4105.0903119869,4048.5829959514,4110.1520756268,4078.3034257749,,1678996799999,,,,,1678982400000,14.9655791679,14.8566334869,14.9729737823,14.8572956750,,1678996799999,,,,,1678982400000,3757.9857196543,3748.1259370315,3772.1614485100,3757.9857196543,,1678996799999,,,,,1678982400000,314.7623544224,314.6633102580,317.6620076239,315.6565656566,,1678996799999,,,,,1678982400000,21915.4065307911,21654.3958423560,21949.0781387182,21729.6827466319,,1678996799999,,,,,1678982400000,1270.4865963664,1259.2872434202,1277.9552715655,1263.2642748863,,1678996799999,,,,,1678982400000,375939.8496240602,369003.6900369004,380228.1368821293,378787.8787878788,,1678996799999,,,,,1678982400000,24889.9400000000,25167.4000000000,24620.0000000000,24953.2100000000,75970.8164700000,1678996799999,1885082386.2147614956,1765058,37752.3534200000,936968336.5977363586,1678982400000,293255.1319648094,290697.6744186046,295857.9881656805,294117.6470588236,,1678996799999,,,,,1678982400000,68587.1056241427,67704.8070412999,68634.1798215511,68212.8240109140,,1678996799999,,,,
1678996800000,76628.3524904215,76511.0941086457,77639.7515527950,76923.0769230769,,1679011199999,,,,,1678996800000,1560.3058199407,1559.3326056448,1584.0329478853,1579.0304752882,,1679011199999,,,,,1678996800000,75.6944970101,74.8222970445,76.4467548353,75.9013282732,,1679011199999,,,,,1678996800000,1,1,1,1,,1679011199999,,,,,1678996800000,,,,,,1679011199999,,,,,1678996800000,4078.3034257749,4074.9796251019,4127.1151465126,4105.0903119869,,1679011199999,,,,,1678996800000,14.8572956750,14.8447241850,14.9441090322,14.9374122427,,1679011199999,,,,,1678996800000,3756.5740045079,3743.9161362785,3780.7183364839,3756.5740045079,,1679011199999,,,,,1678996800000,315.6565656566,314.9606299213,318.2686187142,316.9572107765,,1679011199999,,,,,1678996800000,21724.9619813165,21706.0994139353,21920.2104340202,21781.7468961011,,1679011199999,,,,,1678996800000,1262.7857052658,1261.3521695257,1280.0819252432,1270.4865963664,,1679011199999,,,,,1678996800000,378787.8787878788,377358.4905660377,384615.3846153846,384615.3846153846,,1679011199999,,,,,1678996800000,24953.2100000000,25090.0000000000,24623.5200000000,24998.7800000000,53307.2411000000,1679011199999,1326734065.5823903084,1382285,26705.3246300000,664737932.6722375154,1678996800000,294117.6470588236,293255.1319648094,296735.9050445104,294985.2507374631,,1679011199999,,,,,1678996800000,68212.8240109140,68073.5194009530,68681.3186813187,68540.0959561343,,1679011199999,,,,
1679011200000,76923.0769230769,76804.9155145929,78247.2613458529,77881.6199376947,,1679025599999,,,,,1679011200000,1578.5319652723,1575.7957768673,1601.7940092904,1594.1335883947,,1679025599999,,,,,1679011200000,75.9013282732,75.7747973024,78.3330722231,77.7725929382,,1679025599999,,,,,1679011200000,1,1,1,1,,1679025599999,,,,,1679011200000,,,,,,1679025599999,,,,,1679011200000,4105.0903119869,4098.3606557377,4171.8815185649,4154.5492314084,,1679025599999,,,,,1679011200000,14.9374122427,14.9307214525,15.1828009231,15.0886457940,,1679025599999,,,,,1679011200000,3753.7537537538,3725.7824143070,3799.3920972644,3727.1710771524,,1679025599999,,,,,1679011200000,317.0577045022,316.5558721114,320.3074951954,318.0661577608,,1679025599999,,,,,1679011200000,21781.7468961011,21724.9619813165,22158.2096166630,22079.9293442261,,1679025599999,,,,,1679011200000,1270.4865963664,1268.2308180089,1293.4937265554,1289.1581797087,,1679025599999,,,,,1679011200000,383141.7624521073,383141.7624521073,392156.8627450980,389105.0583657587,,1679025599999,,,,,1679011200000,24998.7800000000,25896.0000000000,24890.0000000000,25781.6600000000,92627.8296600000,1679025599999,2361502669.4536199570,2099660,47055.4306700000,1199653130.3048169613,1679011200000,294985.2507374631,294985.2507374631,303951.3677811550,302114.8036253777,,1679025599999,,,,,1679011200000,68540.0959561343,68493.1506849315,70224.7191011236,69881.2019566737,,1679025599999,,,,
1679025600000,77881.6199376947,77760.4976671851,78492.9356357928,78308.5356303837,,1679039999999,,,,,1679025600000,1593.6254980080,1581.0276679842,1605.6518946692,1596.1691939346,,1679039999999,,,,,1679025600000,77.7725929382,77.4593338497,79.0451347720,79.0139064475,,1679039999999,,,,,1679025600000,1,1,1,1,,1679039999999,,,,,1679025600000,,,,,,1679039999999,,,,,1679025600000,4152.8239202658,4142.5020712510,4184.1004184100,4161.4648356221,,1679039999999,,,,,1679025600000,15.0888734647,15.0779530171,15.1954899786,15.1871820184,,1679039999999,,,,,1679025600000,3727.1710771524,3718.8545927854,3779.2894935752,3767.8975131876,,1679039999999,,,,,1679025600000,318.0661577608,316.5558721114,319.5909236178,318.5727938834,,1679039999999,,,,,1679025600000,22079.9293442261,21963.5405227323,22138.5875581138,22036.1392684002,,1679039999999,,,,,1679025600000,1289.1581797087,1282.5445684238,1302.9315960912,1302.2528975127,,1679039999999,,,,,1679025600000,389105.0583657587,387596.8992248062,395256.9169960474,393700.7874015748,,1679039999999,,,,,1679025600000,25781.6600000000,26196.4000000000,25656.0000000000,26058.4500000000,82998.3102200000,1679039999999,2150631199.8128027916,1991896,42204.0433100000,1093750712.1096980572,1679025600000,303030.3030303030,302114.8036253777,305810.3975535168,305810.3975535168,,1679039999999,,,,,1679025600000,69881.2019566737,69735.0069735007,70871.7221828490,70621.4689265537,,1679039999999,,,,
1679040000000,78247.2613458529,77279.7527047913,78926.5982636148,77760.4976671851,,1679054399999,,,,,1679040000000,1596.6789078716,1581.5277558121,1600.5121638924,1592.1031682853,,1679054399999,,,,,1679040000000,79.0076637434,77.9362481490,80.5671930390,80.4634695848,,1679054399999,,,,,1679040000000,1,1,1,1,,1679054399999,,,,,1679040000000,,,,,,1679054399999,,,,,1679040000000,4159.7337770383,4100.0410004100,4171.8815185649,4120.3131437989,,1679054399999,,,,,1679040000000,15.1874126724,14.9707322185,15.3517861803,15.2839762793,,1679054399999,,,,,1679040000000,3767.8975131876,3743.9161362785,3799.3920972644,3777.8617302607,,1679054399999,,,,,1679040000000,318.6743148502,315.5569580309,320.3074951954,318.0661577608,,1679054399999,,,,,1679040000000,22036.1392684002,21934.6347883308,22192.6320461607,22148.3942414175,,1679054399999,,,,,1679040000000,1302.2528975127,1289.1581797087,1303.4410844630,1301.4055179594,,1679054399999,,,,,1679040000000,393700.7874015748,392156.8627450980,403225.8064516129,401606.4257028113,,1679054399999,,,,,1679040000000,26060.0700000000,26970.0000000000,25918.0200000000,26918.7300000000,122412.6185400000,1679054399999,3235522323.1042737961,2461724,63547.5145300000,1679756679.4458503723,1679040000000,304878.0487804878,304878.0487804878,312500.0000000000,310559.0062111801,,1679054399999,,,,,1679040000000,70621.4689265537,70422.5352112676,71736.0114777618,71377.5874375446,,1679054399999,,,,
1679054400000,77760.4976671851,77639.7515527950,79176.5637371338,78926.5982636148,,1679068799999,,,,,1679054400000,1592.1031682853,1583.0299192655,1606.9419893942,1603.3349366683,,1679068799999,,,,,1679054400000,80.4699444757,79.0326404805,80.4958544635,79.8020908148,,1679068799999,,,,,1679054400000,1,1,1,1,,1679068799999,,,,,1679054400000,,,,,,1679068799999,,,,,1679054400000,4120.3131437989,4106.7761806982,4168.4035014589,4147.6565740357,,1679068799999,,,,,1679054400000,15.2846771112,15.0267476107,15.3921930797,15.3831953973,,1679068799999,,,,,1679054400000,3777.8617302607,3683.2412523020,3782.1482602118,3776.4350453172,,1679068799999,,,,,1679054400000,318.1673560293,317.8639542276,323.7293622532,323.5198964736,,1679068799999,,,,,1679054400000,22153.3008418254,22133.6874723329,22588.6604924328,22366.3609930664,,1679068799999,,,,,1679054400000,1301.4055179594,1294.3308309604,1322.4014810897,1318.7392852433,,1679068799999,,,,,1679054400000,401606.4257028113,395256.9169960474,403225.8064516129,399999.9999999999,,1679068799999,,,,,1679054400000,26920.1100000000,26935.1200000000,26118.1900000000,26421.3400000000,129230.3157200000,1679068799999,3423485952.1435399055,2457333,63996.6688300000,1695516600.4610145092,1679054400000,310559.0062111801,304878.0487804878,311526.4797507788,307692.3076923077,,1679068799999,,,,,1679054400000,71377.5874375446,69300.0693000693,71633.2378223496,71428.5714285714,,1679068799999,,,,
1679068800000,78926.5982636148,77821.0116731517,79302.1411578113,78926.5982636148,,1679083199999,,,,,1679068800000,1603.8492381716,1598.2100047946,1610.5653084233,1602.5641025641,,1679083199999,,,,,1679068800000,79.7957229492,79.3461874157,80.5152979066,80.0256081946,,1679083199999,,,,,1679068800000,1,1,1,1,,1679083199999,,,,,1679068800000,,,,,,1679083199999,,,,,1679068800000,4147.6565740357,4125.4125412541,4173.6227045075,4171.8815185649,,1679083199999,,,,,1679068800000,15.3831953973,15.3233220962,15.4521293034,15.3881665000,,1679083199999,,,,,1679068800000,3775.0094375236,3749.5313085864,3792.1880925294,3792.1880925294,,1679083199999,,,,,1679068800000,323.8341968912,322.3726627982,325.3090435914,323.8341968912,,1679083199999,,,,,1679068800000,22366.3609930664,22326.4121455682,22568.2690137666,22542.8313796213,,1679083199999,,,,,1679068800000,1318.7392852433,1300.2210375764,1324.1525423729,1305.9945148230,,1679083199999,,,,,1679068800000,401606.4257028113,395256.9169960474,403225.8064516129,399999.9999999999,,1679083199999,,,,,1679068800000,26419.2800000000,26860.6600000000,26264.0000000000,26834.8700000000,93862.3417300000,1679083199999,2492341061.6403880119,1887501,47720.7896600000,1267230855.4507172108,1679068800000,307692.3076923077,305810.3975535168,310559.0062111801,309597.5232198142,,1679083199999,,,,,1679068800000,71377.5874375446,70771.4083510262,71839.0804597701,71581.9613457409,,1679083199999,,,,
1679083200000,78864.3533123028,78064.0124902420,80321.2851405622,78431.3725490196,,1679097599999,,,,,1679083200000,1602.3073225445,1547.0297029703,1616.8148746968,1552.5539512498,,1679097599999,,,,,1679083200000,80.0320128051,79.6876245119,82.1220333415,80.8080808081,,1679097599999,,,,,1679083200000,1,1,1,1,,1679097599999,,,,,1679083200000,,,,,,1679097599999,,,,,1679083200000,4173.6227045075,4123.7113402062,4266.2116040956,4137.3603640877,,1679097599999,,,,,1679083200000,15.3872193756,15.2926243673,15.6093906094,15.3064348252,,1679097599999,,,,,1679083200000,3792.1880925294,3777.8617302607,3871.4672861014,3800.8361839605,,1679097599999,,,,,1679083200000,323.8341968912,319.8976327575,328.4072249589,320.3074951954,,1679097599999,,,,,1679083200000,22542.8313796213,22351.3634331694,22920.0091680037,22401.4336917563,,1679097599999,,,,,1679083200000,1305.9945148230,1260.3982858583,1323.2764324467,1268.3916793506,,1679097599999,,,,,1679083200000,398406.3745019920,396825.3968253968,411522.6337448559,406504.0650406504,,1679097599999,,,,,1679083200000,26834.8700000000,27756.8400000000,26588.3800000000,27395.1300000000,103329.2650400000,1679097599999,2813197865.0887551308,2215245,53498.1665600000,1456569854.2302250862,1679083200000,309597.5232198142,308641.9753086420,317460.3174603175,311526.4797507788,,1679097599999,,,,,1679083200000,71530.7582260372,71326.6761768902,73206.4421669107,72098.0533525595,,1679097599999,,,,
1679097600000,78431.3725490196,76804.9155145929,78864.3533123028,77459.3338497289,,1679111999999,,,,,1679097600000,1552.5539512498,1510.1177891876,1559.5757953837,1523.2292460015,,1679111999999,,,,,1679097600000,80.8015513898,79.3713786808,80.8996035919,79.4912559618,,1679111999999,,,,,1679097600000,1,1,1,1,,1679111999999,,,,,1679097600000,,,,,,1679111999999,,,,,1679097600000,4139.0728476821,4084.9673202614,4161.4648356221,4091.6530278232,,1679111999999,,,,,1679097600000,15.3064348252,14.9862126843,15.3798831129,15.0815914095,,1679111999999,,,,,1679097600000,3802.2813688213,3750.9377344336,3835.8266206367,3767.8975131876,,1679111999999,,,,,1679097600000,320.3074951954,312.3048094941,322.0611916264,315.6565656566,,1679111999999,,,,,1679097600000,22406.4530584808,21857.9234972678,22624.4343891403,21982.8533743680,,1679111999999,,,,,1679097600000,1268.5525815045,1191.6110581506,1273.2365673542,1206.1271257991,,1679111999999,,,,,1679097600000,404858.2995951417,401606.4257028113,408163.2653061225,404858.2995951417,,1679111999999,,,,,1679097600000,27395.1300000000,27724.8500000000,27060.0000000000,27307.5400000000,81541.3616700000,1679111999999,2232193114.0727777481,1963911,40482.9975600000,1108303644.9988543987,1679097600000,311526.4797507788,307692.3076923077,313479.6238244514,309597.5232198142,,1679111999999,,,,,1679097600000,72150.0721500722,70323.4880450070,72674.4186046512,71225.0712250712,,1679111999999,,,,
1679112000000,77519.3798449612,77339.5204949729,78678.2061369001,77760.4976671851,,1679126399999,,,,,1679112000000,1522.7653418608,1520.4500532158,1558.1177937052,1545.5950540958,,1679126399999,,,,,1679112000000,79.4849376043,79.2330243245,80.2375030089,79.4596742153,,1679126399999,,,,,1679112000000,1,1,1,1,,1679126399999,,,,,1679112000000,,,,,,1679126399999,,,,,1679112000000,4091.6530278232,4091.6530278232,4175.3653444676,4116.9205434335,,1679126399999,,,,,1679112000000,15.0813639586,15.0491354272,15.2408821423,15.0799993968,,1679126399999,,,,,1679112000000,3767.8975131876,3765.0602409639,3840.2457757296,3775.0094375236,,1679126399999,,,,,1679112000000,315.5569580309,312.1098626717,319.7953309882,316.5558721114,,1679126399999,,,,,1679112000000,21982.8533743680,21939.4471259324,22426.5530387979,22148.3942414175,,1679126399999,,,,,1679112000000,1205.9816690786,1195.7431543704,1237.3174956694,1233.9585389931,,1679126399999,,,,,1679112000000,404858.2995951417,403225.8064516129,413223.1404958678,406504.0650406504,,1679126399999,,,,,1679112000000,27306.5700000000,27612.3100000000,27212.5600000000,27359.8900000000,43190.1083100000,1679126399999,1184684500.1430904865,1304303,21778.3218600000,597429509.8832994699,1679112000000,310559.0062111801,308641.9753086420,314465.4088050314,311526.4797507788,,1679126399999,,,,,1679112000000,71174.3772241993,70871.7221828490,72098.0533525595,71684.5878136201,,1679126399999,,,,
1679126400000,77760.4976671851,76923.0769230769,78616.3522012579,77339.5204949729,,1679140799999,,,,,1679126400000,1545.3562046052,1543.9246564768,1562.2558975160,1554.4846883258,,1679140799999,,,,,1679126400000,79.4596742153,79.3147208122,80.1346261720,79.9296618975,,1679140799999,,,,,1679126400000,1,1,1,1,,1679140799999,,,,,1679126400000,,,,,,1679140799999,,,,,1679126400000,4118.6161449753,4111.8421052632,4175.3653444676,4156.2759767249,,1679140799999,,,,,1679126400000,15.0802268066,15.0375939850,15.1409623596,15.1352333096,,1679140799999,,,,,1679126400000,3775.0094375236,3757.9857196543,3825.5547054323,3802.2813688213,,1679140799999,,,,,1679126400000,316.4556962025,315.1591553735,319.6930946292,315.7562361857,,1679140799999,,,,,1679126400000,22143.4898139947,22089.6841175171,22311.4680946006,22227.1615914648,,1679140799999,,,,,1679126400000,1233.8062924121,1216.3970319912,1245.0199203187,1220.1073694485,,1679140799999,,,,,1679126400000,406504.0650406504,404858.2995951417,411522.6337448559,406504.0650406504,,1679140799999,,,,,1679126400000,27360.4300000000,27500.0000000000,27055.8300000000,27443.0900000000,48227.5022900000,1679140799999,1317664844.7719180584,1512324,24242.4135000000,662405731.1238276958,1679126400000,310559.0062111801,310559.0062111801,313479.6238244514,312500.0000000000,,1679140799999,,,,,1679126400000,71736.0114777618,71377.5874375446,72098.0533525595,71684.5878136201,,1679140799999,,,,
1679140800000,77339.5204949729,77101.0023130301,79176.5637371338,78926.5982636148,,1679155199999,,,,,1679140800000,1554.4846883258,1554.2430836183,1585.0372483753,1571.5857300016,,1679155199999,,,,,1679140800000,79.9232736573,79.7766254487,82.7746047513,81.8464560485,,1679155199999,,,,,1679140800000,1,1,1,1,,1679155199999,,,,,1679140800000,,,,,,1679155199999,,,,,1679140800000,4154.5492314084,4152.8239202658,4237.2881355932,4205.2144659378,,1679155199999,,,,,1679140800000,15.1350042378,15.0132116262,15.2545992617,15.2443672063,,1679155199999,,,,,1679140800000,3800.8361839605,3785.0113550341,3892.5652004671,3874.4672607516,,1679155199999,,,,,1679140800000,315.5569580309,314.9606299213,327.1180896304,324.1491085900,,1679155199999,,,,,1679140800000,22222.2222222222,22099.4475138122,22815.4232261008,22670.5962366810,,1679155199999,,,,,1679140800000,1220.2562538133,1218.6205215696,1262.6262626263,1246.7273407306,,1679155199999,,,,,1679140800000,408163.2653061225,406504.0650406504,413223.1404958678,411522.6337448559,,1679155199999,,,,,1679140800000,27443.0900000000,27637.2000000000,27057.0000000000,27226.2300000000,68303.8265100000,1679155199999,1871158976.5186820030,1858986,34133.8582200000,935245750.5583095551,1679140800000,311526.4797507788,311526.4797507788,316455.6962025317,315457.4132492113,,1679155199999,,,,,1679140800000,71736.0114777618,71684.5878136201,72568.9404934688,72254.3352601156,,1679155199999,,,,
1679155200000,78988.9415481833,78678.2061369001,80128.2051282051,79428.1175536140,,1679169599999,,,,,1679155200000,1571.0919088767,1564.2108556233,1587.0496746548,1585.0372483753,,1679169599999,,,,,1679155200000,81.8464560485,80.9257910496,81.9269211863,81.3008130081,,1679169599999,,,,,1679155200000,1,1,1,1,,1679169599999,,,,,1679155200000,,,,,,1679169599999,,,,,1679155200000,4205.2144659378,4196.3911036509,4246.2845010616,4242.6813746288,,1679169599999,,,,,1679155200000,15.2443672063,15.1911040894,15.3209744140,15.2674086627,,1679169599999,,,,,1679155200000,3874.4672607516,3850.5968425106,3906.2500000000,3886.5137971240,,1679169599999,,,,,1679155200000,324.2542153048,320.6155819173,325.5208333333,324.0440699935,,1679169599999,,,,,1679155200000,22670.5962366810,22563.1768953069,22867.5966155957,22857.1428571429,,1679169599999,,,,,1679155200000,1247.0382840753,1226.0912211869,1255.4927809165,1245.7954403887,,1679169599999,,,,,1679155200000,411522.6337448559,406504.0650406504,414937.7593360996,413223.1404958678,,1679169599999,,,,,1679155200000,27227.6300000000,27489.9400000000,26578.0000000000,27329.8300000000,84968.9746500000,1679169599999,2310876365.6842451096,1943914,42824.7065500000,1164853365.6685037613,1679155200000,315457.4132492113,313479.6238244514,316455.6962025317,315457.4132492113,,1679169599999,,,,,1679155200000,72254.3352601156,71787.5089734386,72674.4186046512,72150.0721500722,,1679169599999,,,,
1679169600000,79491.2559618442,78988.9415481833,80064.0512409928,79808.4596967278,,1679183999999,,,,,1679169600000,1585.0372483753,1568.1354869061,1590.5837442341,1584.5349389954,,1679183999999,,,,,1679169600000,81.3008130081,80.8407437348,81.4332247557,81.2809883768,,1679183999999,,,,,1679169600000,1,1,1,1,,1679183999999,,,,,1679169600000,,,,,,1679183999999,,,,,1679169600000,4242.6813746288,4221.1903756859,4273.5042735043,4262.5745950554,,1679183999999,,,,,1679169600000,15.2671755725,15.2045005322,15.3374233129,15.2977711147,,1679183999999,,,,,1679169600000,3886.5137971240,3852.0801232666,3901.6777214202,3886.5137971240,,1679183999999,,,,,1679169600000,324.2542153048,321.8538783392,326.2642740620,324.1491085900,,1679183999999,,,,,1679169600000,22862.3685413809,22753.1285551763,23057.4129582661,22988.5057471264,,1679183999999,,,,,1679169600000,1246.2612163509,1237.0113805047,1274.8597654258,1269.1965985531,,1679183999999,,,,,1679169600000,411522.6337448559,406504.0650406504,413223.1404958678,409836.0655737705,,1679183999999,,,,,1679169600000,27329.1400000000,27449.9500000000,26810.0000000000,26907.4900000000,45007.1983100000,1679183999999,1219367268.4519155025,1365165,22225.4099900000,602242122.3610831499,1679169600000,315457.4132492113,312500.0000000000,317460.3174603175,314465.4088050314,,1679183999999,,,,,1679169600000,72098.0533525595,71736.0114777618,72411.2961622013,71994.2404607631,,1679183999999,,,,
1679184000000,79872.2044728434,78988.9415481833,79872.2044728434,79176.5637371338,,1679198399999,,,,,1679184000000,1584.2839036755,1565.6802880852,1586.5460891639,1569.1197238349,,1679198399999,,,,,1679184000000,81.2809883768,80.7623970279,81.5594160346,81.4929508598,,1679198399999,,,,,1679184000000,1,1,1,1,,1679198399999,,,,,1679184000000,,,,,,1679198399999,,,,,1679184000000,4262.5745950554,4196.3911036509,4264.3923240938,4201.6806722689,,1679198399999,,,,,1679184000000,15.2977711147,15.2167627859,15.3176888671,15.2608848261,,1679198399999,,,,,1679184000000,3888.0248833593,3829.9502106473,3892.5652004671,3837.2985418266,,1679198399999,,,,,1679184000000,324.1491085900,320.2049311559,325.3090435914,324.8862897986,,1679198399999,,,,,1679184000000,22983.2222477591,22629.5541977823,23014.9597238205,22716.9468423444,,1679198399999,,,,,1679184000000,1269.1965985531,1244.2453651860,1269.5188523550,1247.0382840753,,1679198399999,,,,,1679184000000,409836.0655737705,406504.0650406504,411522.6337448559,409836.0655737705,,1679198399999,,,,,1679184000000,26907.4900000000,27255.1900000000,26901.0200000000,27198.7100000000,36110.4665900000,1679198399999,978019669.8942223787,1149104,18674.4026400000,505787868.9571048021,1679184000000,314465.4088050314,311526.4797507788,314465.4088050314,313479.6238244514,,1679198399999,,,,,1679184000000,71942.4460431655,71633.2378223496,72150.0721500722,72150.0721500722,,1679198399999,,,,
1679198400000,79239.3026941363,79113.9240506329,79936.0511590727,79428.1175536140,,1679212799999,,,,,1679198400000,1568.1354869061,1562.7441787779,1577.0383220312,1564.9452269171,,1679212799999,,,,,1679198400000,81.4995925020,80.2181934863,81.7728350642,80.3277371676,,1679212799999,,,,,1679198400000,1,1,1,1,,1679212799999,,,,,1679198400000,,,,,,1679212799999,,,,,1679198400000,4201.6806722689,4198.1528127624,4242.6813746288,4201.6806722689,,1679212799999,,,,,1679198400000,15.2608848261,15.1987233072,15.2762713677,15.1991853237,,1679212799999,,,,,1679198400000,3837.2985418266,3827.0187523919,3858.0246913580,3828.4839203675,,1679212799999,,,,,1679198400000,324.8862897986,323.7293622532,326.9042170644,324.8862897986,,1679212799999,,,,,1679198400000,22716.9468423444,22650.0566251416,22904.2601923958,22820.6298493838,,1679212799999,,,,,1679198400000,1247.1938139187,1241.7732522041,1260.5571662675,1251.5644555695,,1679212799999,,,,,1679198400000,409836.0655737705,404858.2995951417,411522.6337448559,408163.2653061225,,1679212799999,,,,,1679198400000,27198.7100000000,27291.4000000000,26827.2200000000,26974.8100000000,36337.3480100000,1679212799999,982543953.6722067595,1162766,17859.9396000000,482941804.1558896899,1679198400000,314465.4088050314,310559.0062111801,314465.4088050314,312500.0000000000,,1679212799999,,,,,1679198400000,72150.0721500722,69783.6706210747,72254.3352601156,71123.7553342817,,1679212799999,,,,
1679212800000,79491.2559618442,78988.9415481833,79872.2044728434,79113.9240506329,,1679227199999,,,,,1679212800000,1564.7003598811,1535.8623867301,1568.6274509804,1548.2272797647,,1679227199999,,,,,1679212800000,80.3212851406,80.2503811893,80.8668930940,80.5542129853,,1679227199999,,,,,1679212800000,1,1,1,1,,1679227199999,,,,,1679212800000,,,,,,1679227199999,,,,,1679212800000,4199.9160016800,4196.3911036509,4242.6813746288,4210.5263157895,,1679227199999,,,,,1679212800000,15.1991853237,15.1982613189,15.2580906025,15.2167627859,,1679227199999,,,,,1679212800000,3828.4839203675,3803.7276531000,3849.1147036182,3824.0917782027,,1679227199999,,,,,1679212800000,324.9918752031,324.8862897986,328.0839895013,325.2032520325,,1679227199999,,,,,1679212800000,22820.6298493838,22747.9526842584,23009.6640589047,22784.2333105491,,1679227199999,,,,,1679212800000,1251.8778167251,1247.5049900200,1269.1965985531,1251.4078338130,,1679227199999,,,,,1679212800000,408163.2653061225,406504.0650406504,409836.0655737705,409836.0655737705,,1679227199999,,,,,1679212800000,26973.7600000000,27200.0000000000,26872.0000000000,27160.9800000000,41991.3958800000,1679227199999,1135154536.5593292713,1282276,21204.1869500000,573260721.7097190619,1679212800000,312500.0000000000,308641.9753086420,314465.4088050314,310559.0062111801,,1679227199999,,,,,1679212800000,71123.7553342817,68306.0109289617,71275.8374910905,69013.1124913734,,1679227199999,,,,
