DAIADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIBNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIBTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIDAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIDOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAILINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAILTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAISOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAITRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,1,1,1,1,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,0.0005481314,0.0005476481,0.0005481314,0.0005478581,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,,1690866000000,,,,,,1690867799999,,,,
1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,1,1,1,1,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,0.0005478581,0.0005467797,0.0005478581,0.0005467797,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,,1690867800000,,,,,,1690869599999,,,,
1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,1,1,1,1,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,0.0005471657,0.0005463943,0.0005472645,0.0005464093,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,,1690869600000,,,,,,1690871399999,,,,
1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,1,1,1,1,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,0.0005463257,0.0005449354,0.0005463257,0.0005456877,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,,1690871400000,,,,,,1690873199999,,,,
1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,1,1,1,1,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,0.0005460632,0.0005458992,0.0005463137,0.0005459022,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,,1690873200000,,,,,,1690874999999,,,,
1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,1,1,1,1,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,0.0005459409,0.0005452652,0.0005459409,0.0005452652,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,,1690875000000,,,,,,1690876799999,,,,
1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,1,1,1,1,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,0.0005455031,0.0005446475,0.0005455031,0.0005446475,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,,1690876800000,,,,,,1690878599999,,,,
1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,1,1,1,1,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,0.0005449829,0.0005447365,0.0005457949,0.0005447365,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,,1690878600000,,,,,,1690880399999,,,,
1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,1,1,1,1,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,0.0005449472,0.0005447780,0.0005453038,0.0005453038,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,,1690880400000,,,,,,1690882199999,,,,
1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,1,1,1,1,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,0.0005458396,0.0005456371,0.0005459290,0.0005456728,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,,1690882200000,,,,,,1690883999999,,,,
1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,1,1,1,1,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,0.0005459469,0.0005457741,0.0005459469,0.0005458813,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,,1690884000000,,,,,,1690885799999,,,,
1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,1,1,1,1,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,0.0005458813,0.0005450156,0.0005458813,0.0005450156,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,,1690885800000,,,,,,1690887599999,,,,
1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,1,1,1,1,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,0.0005450958,0.0005450958,0.0005455002,0.0005455002,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,,1690887600000,,,,,,1690889399999,,,,
1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,1,1,1,1,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,0.0005457830,0.0005457830,0.0005466213,0.0005462750,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,,1690889400000,,,,,,1690891199999,,,,
