DAIADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIBNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIBTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIDAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIDOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAILINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAILTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAISOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAITRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,DAIXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1672675200000,,,,,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,1,1,1,1,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,0.0008200754,0.0008198200,0.0008240083,0.0008211799,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,1.0000000000,0.9996001599,1.0001000100,0.9998000400,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,,1672675200000,,,,,,1672689599999,,,,
1672689600000,,,,,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,1,1,1,1,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,0.0008211259,0.0008185785,0.0008252664,0.0008238590,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,0.9998000400,0.9998000400,1.0000000000,0.9998000400,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,,1672689600000,,,,,,1672703999999,,,,
1672704000000,,,,,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,1,1,1,1,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,0.0008239404,0.0008220980,0.0008257638,0.0008224766,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,0.9998000400,0.9997000900,1.0000000000,0.9999000100,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,,1672704000000,,,,,,1672718399999,,,,
1672718400000,,,,,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,1,1,1,1,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,0.0008237029,0.0008201494,0.0008237029,0.0008223008,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,0.9998000400,0.9998000400,1.0001000100,1.0000000000,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,,1672718400000,,,,,,1672732799999,,,,
1672732800000,,,,,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,1,1,1,1,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,0.0008218953,0.0008208698,0.0008240151,0.0008229504,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,1.0001000100,0.9999000100,1.0001000100,1.0000000000,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,,1672732800000,,,,,,1672747199999,,,,
1672747200000,,,,,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,1,1,1,1,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,0.0008229301,0.0008206138,0.0008282465,0.0008253208,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,1.0000000000,0.9995002499,1.0000000000,0.9999000100,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,,1672747200000,,,,,,1672761599999,,,,
1672761600000,,,,,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,1,1,1,1,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,0.0008256275,0.0008248851,0.0008297240,0.0008263916,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,0.9999000100,0.9982032342,1.0000000000,0.9998000400,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,,1672761600000,,,,,,1672775999999,,,,
1672776000000,,,,,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,1,1,1,1,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,0.0008264190,0.0008227135,0.0008265966,0.0008236893,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,0.9997000900,0.9980039920,1.0000000000,0.9999000100,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,,1672776000000,,,,,,1672790399999,,,,
1672790400000,,,,,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,1,1,1,1,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,0.0008228895,0.0007965779,0.0008239608,0.0007985753,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,0.9999000100,0.9998000400,1.0000000000,0.9999000100,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,,1672790400000,,,,,,1672804799999,,,,
1672804800000,,,,,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,1,1,1,1,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,0.0007990795,0.0007974037,0.0008011922,0.0007984159,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,0.9999000100,0.9999000100,1.0000000000,1.0000000000,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,,1672804800000,,,,,,1672819199999,,,,
1672819200000,,,,,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,1,1,1,1,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,0.0007981610,0.0007929397,0.0008005316,0.0007985116,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,1.0000000000,0.9997000900,1.0000000000,0.9998000400,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,,1672819200000,,,,,,1672833599999,,,,
1672833600000,,,,,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,1,1,1,1,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,0.0007984988,0.0007952286,0.0008045764,0.0007962734,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,0.9998000400,0.9997000900,1.0000000000,0.9999000100,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,,1672833600000,,,,,,1672847999999,,,,
1672848000000,,,,,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,1,1,1,1,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,0.0007964066,0.0007871598,0.0007989645,0.0007976454,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,0.9998000400,0.9991008093,1.0000000000,0.9999000100,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,,1672848000000,,,,,,1672862399999,,,,
1672862400000,,,,,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,1,1,1,1,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,0.0007975881,0.0007957285,0.0008038327,0.0007957539,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,0.9999000100,0.9998000400,1.0001000100,0.9999000100,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,,1672862400000,,,,,,1672876799999,,,,
1672876800000,,,,,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,1,1,1,1,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,0.0007959755,0.0007940920,0.0007980273,0.0007979891,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,0.9999000100,0.9945300845,1.0000000000,0.9997000900,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,,1672876800000,,,,,,1672891199999,,,,
1672891200000,,,,,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,1,1,1,1,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,0.0007976581,0.0007969842,0.0008011472,0.0007994628,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,0.9998000400,0.9996001599,0.9999000100,0.9996001599,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,,1672891200000,,,,,,1672905599999,,,,
1672905600000,,,,,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,1,1,1,1,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,0.0007996801,0.0007965335,0.0008025296,0.0007965335,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,0.9996001599,0.9996001599,1.0001000100,0.9999000100,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,,1672905600000,,,,,,1672919999999,,,,
1672920000000,,,,,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,1,1,1,1,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,0.0007980464,0.0007975436,0.0008049780,0.0007995395,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,0.9999000100,0.9997000900,1.0000000000,0.9999000100,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,,1672920000000,,,,,,1672934399999,,,,
1672934400000,,,,,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,1,1,1,1,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,0.0008005380,0.0007973591,0.0008019118,0.0007973591,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,0.9999000100,0.9999000100,1.0000000000,0.9999000100,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,,1672934400000,,,,,,1672948799999,,,,
1672948800000,,,,,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,1,1,1,1,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,0.0007973146,0.0007970668,0.0008009355,0.0007994244,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,0.9999000100,0.9998000400,1.0000000000,0.9999000100,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,,1672948800000,,,,,,1672963199999,,,,
1672963200000,,,,,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,1,1,1,1,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,0.0007993541,0.0007953172,0.0008009804,0.0007987412,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,0.9999000100,0.9999000100,1.0002000400,1.0001000100,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,,1672963200000,,,,,,1672977599999,,,,
1672977600000,,,,,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,1,1,1,1,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,0.0007990412,0.0007989582,0.0008024587,0.0008014683,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,1.0001000100,1.0000000000,1.0002000400,1.0000000000,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,,1672977600000,,,,,,1672991999999,,,,
1672992000000,,,,,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,1,1,1,1,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,0.0008016225,0.0007998720,0.0008062761,0.0008040718,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,1.0000000000,0.9999000100,1.0003000900,1.0001000100,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,,1672992000000,,,,,,1673006399999,,,,
1673006400000,,,,,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,1,1,1,1,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,0.0008041365,0.0007909202,0.0008085643,0.0007927574,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,1.0001000100,0.9998000400,1.0002000400,1.0001000100,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,,1673006400000,,,,,,1673020799999,,,,
